year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2019,3,17,90595,21498,27083,71401,72328,11699,78060
2019,3,18,82168,50189,77421,90888,22415,29674,75142
2019,3,19,51783,42876,85186,85510,92961,35225,85903
2019,3,20,14534,99953,59303,9903,28641,23674,85081
2019,3,21,55244,39656,89796,62190,61153,16878,23590
2019,3,22,33480,94928,41649,32000,45116,19069,69239
2019,3,23,67531,15094,50732,35665,74321,35918,17526
2019,3,24,67282,21142,13428,98167,37446,22730,58069
2019,3,25,66086,12755,13149,37681,52410,2944,39870
2019,3,26,29915,36173,33459,79746,47453,41459,48097
2019,3,27,8920,10528,67336,92802,41973,18067,78467
2019,3,28,16294,70336,82344,99927,7829,45772,18093
2019,3,29,61627,84853,22514,27712,13960,35662,1745
2019,3,30,66369,54958,81614,12635,7482,31425,2381
2019,3,31,54934,22883,20477,80206,49762,4164,43007
2019,4,1,91735,38583,17825,24380,25270,169,40658
2019,4,2,33099,95940,38750,11077,97144,27615,25140
2019,4,3,11103,29629,36884,93824,84586,18498,66458
2019,4,4,8419,49922,15190,79705,89156,2019,79910
2019,4,5,38918,56182,32916,47004,11116,741,37735
2019,4,6,36386,50909,28392,85836,63200,33493,56912
2019,4,7,76695,61108,52051,4150,7088,38935,17973
2019,4,8,91673,7432,20782,16443,73705,2324,16147
2019,4,9,79212,4342,56056,34481,76875,5324,51484
2019,4,10,4343,72416,85570,40728,39676,13961,16563
2019,4,11,19227,97454,39826,95921,74913,41876,50070
2019,4,12,82000,97162,14394,90024,20945,1528,2818
2019,4,13,11001,20203,18965,90213,24544,41372,24693
2019,4,14,17770,13047,22529,38464,85462,8098,39191
2019,4,15,25137,22059,22105,44363,35864,28282,36636
2019,4,16,27128,70158,56705,25479,83671,37451,65502
2019,4,17,4616,55330,38319,15616,75532,23635,45828
2019,4,18,16427,81359,46873,50548,94405,19401,89012
2019,4,19,79867,77498,68202,21355,15908,6659,2070
2019,4,20,68123,84940,38705,95250,71449,11761,57080
2019,4,21,55120,99211,52581,76087,70892,7252,61702
2019,4,22,46423,97238,13882,62849,78596,10754,33397
2019,4,23,73001,46506,2408,69219,40355,36961,66925
2019,4,24,56263,93619,88994,40737,94911,27698,62339
2019,4,25,66359,39459,89418,37830,55021,8351,3916
2019,4,26,25913,81954,5618,88687,79191,35851,31536
2019,4,27,74139,12956,81284,63491,59461,43,22709
2019,4,28,16167,3355,39633,72429,13326,28627,49518
2019,4,29,8236,72676,81856,90946,12134,37625,78776
2019,4,30,83507,45975,42691,9419,27928,14660,44457
2019,5,1,23471,510,82344,97609,13465,13627,31099
2019,5,2,89277,80021,10159,5444,83376,16143,4224
2019,5,3,96701,11121,23741,4936,83797,21948,15881
2019,5,4,12282,9573,41008,95788,71899,33699,31558
2019,5,5,99827,48358,36015,39649,48868,18358,27257
2019,5,6,78684,98337,14707,67961,78357,41217,39756
2019,5,7,78084,7359,83979,74784,34832,24072,76071
2019,5,8,18628,62371,8304,47261,71943,49311,3049
2019,5,9,43842,49361,80958,60020,97719,33324,49668
2019,5,10,62938,68034,53276,41621,66370,34334,35933
2019,5,11,61078,25550,15688,39162,49260,16019,30297
2019,5,12,443,56442,42720,19070,18812,1023,62683
2019,5,13,7107,16685,25731,67300,66046,23040,47319
2019,5,14,80116,56364,43338,43053,40749,12965,14673
2019,5,15,23470,13650,26958,899,39199,8997,26412
2019,5,16,4810,75015,86709,5253,47808,45780,70674
2019,5,17,66620,96802,23356,90078,29838,15438,27377
2019,5,18,12235,4830,1047,92350,77545,44384,85402
2019,5,19,18293,73700,36427,41762,87349,13384,2660
2019,5,20,42899,38732,99072,64060,30099,2132,89312
2019,5,21,77906,47911,26338,60877,61064,16045,50954
2019,5,22,90901,31483,8330,19488,36312,9376,51837
2019,5,23,13856,70111,63591,48500,43810,17,70261
2019,5,24,31158,79752,49272,90408,18483,14695,74468
2019,5,25,48581,66826,40131,42839,14736,16468,23715
2019,5,26,92151,32513,54669,99404,80347,29350,48891
2019,5,27,16658,88726,30727,46865,75188,44317,65364
2019,5,28,18998,10685,1976,66507,6788,17599,76915
2019,5,29,25271,32294,27734,90203,15471,17864,63041
2019,5,30,30207,34332,53108,38709,83196,24128,28112
2019,5,31,63542,3477,57002,96551,8554,4081,59767
2019,6,1,83742,14749,71482,19091,41786,23457,61949
2019,6,2,48573,57407,75215,90195,89700,2948,20398
2019,6,3,5171,70812,29790,51729,21495,49249,30437
2019,6,4,4690,23376,44901,68231,43205,18254,31133
2019,6,5,51758,22334,40899,51851,53435,12380,57293
2019,6,6,95220,2188,89242,43792,59594,30808,3987
2019,6,7,49294,83756,30736,70816,70919,26877,48896
2019,6,8,92413,76126,45684,97102,15853,40584,51684
2019,6,9,59057,8838,62816,27167,47523,3714,65369
2019,6,10,957,32445,82662,96176,34632,38255,56320
2019,6,11,94225,69062,90306,59870,52817,37393,30685
2019,6,12,23735,30621,85932,32499,6746,31616,49600
2019,6,13,38951,22199,27635,14359,47388,6802,81525
2019,6,14,94911,26867,36894,95867,59311,35907,42043
2019,6,15,93942,24161,64714,88167,93222,21371,4388
2019,6,16,62391,8763,95073,2477,39383,47356,4976
2019,6,17,62481,28971,80927,1431,67522,8562,65789
2019,6,18,14909,31715,73666,9819,58582,26911,65686
2019,6,19,17892,62817,14080,11834,3329,28793,66352
2019,6,20,12902,50163,80739,75292,75277,42163,34121
2019,6,21,31011,89519,29096,93491,34841,26374,21273
2019,6,22,2362,34935,43414,17271,83002,33431,3441
2019,6,23,41583,60341,65478,75826,39509,29557,34011
2019,6,24,42837,74701,20362,55738,41215,17453,7382
2019,6,25,16491,9615,41502,47502,15485,36949,17344
2019,6,26,50326,13322,84969,69039,64609,44734,6309
2019,6,27,47610,78164,29750,89192,38504,45227,65017
2019,6,28,78012,91136,69028,37200,82188,5741,72937
2019,6,29,23403,39545,56670,56245,49160,48171,70098
2019,6,30,80996,85119,77442,47673,98441,28762,66712
2019,7,1,63049,23495,19372,27010,1658,15473,46201
2019,7,2,56513,77052,97569,50876,68187,32948,38075
2019,7,3,66726,5041,97363,90128,44585,4033,22725
2019,7,4,10096,68555,82822,91092,70026,26615,5116
2019,7,5,68466,55376,71827,47866,95222,7551,4875
2019,7,6,96879,73023,7427,69743,50074,21347,50618
2019,7,7,34612,4295,25044,1338,9335,38759,17817
2019,7,8,70271,9143,70541,80367,77697,19715,67810
2019,7,9,47722,46329,42925,32539,18057,31104,26756
2019,7,10,13278,38654,87982,26509,28028,45408,36251
2019,7,11,78102,16755,16869,29065,37401,41912,66754
2019,7,12,63087,97022,54571,33357,6164,41463,83723
2019,7,13,83861,27529,17884,47934,73858,10809,26825
2019,7,14,8266,8264,93580,21543,46917,31562,78051
2019,7,15,91296,76969,44302,69397,10075,27522,74814
2019,7,16,47475,35785,61567,26913,32807,32489,50270
2019,7,17,38970,90304,90344,39182,17832,8228,67116
2019,7,18,8041,85388,83940,16306,93651,43871,27849
2019,7,19,56919,75432,2251,64566,68753,46552,53963
2019,7,20,95179,24073,65128,42654,76210,43046,5918
2019,7,21,9016,75535,46187,47985,82190,2883,47167
2019,7,22,21,77462,90634,24414,79201,24573,20719
2019,7,23,89203,68443,94919,62473,60227,47170,37038
2019,7,24,45331,43721,77352,40509,84146,42479,3162
2019,7,25,60355,85525,85432,85722,77411,31618,23706
2019,7,26,59600,852,37224,75972,78313,27857,70385
2019,7,27,57513,18781,57456,46715,3576,2374,55539
2019,7,28,63802,49543,52577,9132,9616,29928,49640
2019,7,29,10113,72407,49154,70467,74283,34585,66188
2019,7,30,51693,82554,6245,27644,99758,9821,19967
2019,7,31,78070,87677,36704,51935,22810,44159,55001
2019,8,1,26385,62884,40540,6538,12427,43116,12021
2019,8,2,38394,39395,98012,48506,11801,13517,75324
2019,8,3,2435,14453,7863,54127,97007,14107,28122
2019,8,4,13116,90279,34441,7537,77956,21144,79471
2019,8,5,17117,81654,90824,43501,44537,47715,26390
2019,8,6,73315,57182,98410,28060,96576,12773,76565
2019,8,7,24729,76290,11888,27163,90742,36102,27642
2019,8,8,4100,66561,95763,17215,56839,30203,4752
2019,8,9,51146,17698,574,68262,99351,41397,68114
2019,8,10,60240,55463,94503,33554,12644,9264,11614
2019,8,11,9220,22037,54530,33948,98326,32770,67462
2019,8,12,5419,18871,75103,9519,85431,20866,26733
2019,8,13,42270,17420,67836,9767,35118,18410,38029
2019,8,14,50820,76158,6142,11059,31621,16997,80965
2019,8,15,60616,26260,38930,86187,64648,43459,86486
2019,8,16,62973,92580,13948,68392,11451,39050,4262
2019,8,17,13233,76267,37346,71854,93687,5182,51621
2019,8,18,45156,89943,59649,95975,66100,32142,13386
2019,8,19,14072,99138,84350,74688,41750,23279,17226
2019,8,20,6397,33089,13712,85722,25669,27659,50465
2019,8,21,53471,16708,64726,83055,92975,2071,54909
2019,8,22,3013,23604,36529,48168,13546,12529,60494
2019,8,23,95998,11022,83879,26421,10160,18228,27460
2019,8,24,51909,7858,94686,74657,57299,8397,30378
2019,8,25,82967,52407,30842,52789,69114,45567,15843
2019,8,26,78440,13990,7103,97804,53945,9983,35971
2019,8,27,67491,88863,6465,79840,99885,40343,46260
2019,8,28,10044,74923,23720,78304,99132,34757,52960
2019,8,29,56430,59505,29690,55748,11911,10531,18536
2019,8,30,97376,72450,60731,75816,86439,17833,59971
2019,8,31,40383,44168,35942,24225,33030,8758,30416
2019,9,1,32914,65452,26676,59309,56726,16747,83964
2019,9,2,55858,17855,23276,12287,77359,2965,14387
2019,9,3,89269,13495,9274,86644,85944,36356,38811
2019,9,4,88734,54189,68782,45469,14708,21075,39693
2019,9,5,47737,79832,90109,80651,61635,33136,76311
2019,9,6,18361,16234,10275,90570,50440,33550,49208
2019,9,7,27798,86514,3594,17066,16360,12868,10061
2019,9,8,18656,99223,98872,7389,69763,34005,42857
2019,9,9,84470,5079,38902,48559,1262,29010,69209
2019,9,10,79248,78497,1871,97608,11082,12145,78177
2019,9,11,61521,62046,7385,5670,64911,27330,19087
2019,9,12,81271,40197,59147,99926,55772,24370,63666
2019,9,13,41886,74726,76523,26356,79804,15424,41266
2019,9,14,97417,60785,20474,76665,55633,38696,40624
2019,9,15,83066,50841,95153,44586,29238,18889,76607
2019,9,16,94149,46218,5693,91771,86415,14839,88048
2019,9,17,58538,55561,31713,423,30286,24587,33130
2019,9,18,26442,56362,34395,23858,33498,21220,46874
2019,9,19,89130,9916,7498,88547,77108,19002,43132
2019,9,20,6345,37890,16090,16845,84107,21782,38615
2019,9,21,86873,86621,16662,45410,42181,14727,75833
2019,9,22,72466,5665,5314,98907,62027,39709,29117
2019,9,23,95524,10928,55990,1006,37195,29839,29552
2019,9,24,14302,98840,39036,36999,36729,5125,63843
2019,9,25,37188,76907,78810,24060,79879,11823,69470
2019,9,26,22059,76549,31654,10876,98566,3319,56135
2019,9,27,60592,93027,65251,72467,20307,37592,63472
2019,9,28,57501,33783,79376,88155,48974,18411,21505
2019,9,29,2055,73535,95347,39242,66793,40508,83301
2019,9,30,46671,2331,49122,85081,95231,47127,5957
2019,10,1,93796,50446,38443,54387,59824,20045,46854
2019,10,2,80130,73988,16677,53983,7770,46052,18489
2019,10,3,73096,30814,99993,75150,20701,11691,70743
2019,10,4,87493,2199,10395,50516,4529,9517,35596
2019,10,5,16111,72995,47904,9907,39792,36346,74293
2019,10,6,99616,22742,7498,96097,96730,40527,6431
2019,10,7,4499,52930,41271,77594,83744,7615,89095
2019,10,8,4444,69306,99837,91936,87856,10232,2451
2019,10,9,8736,86100,94399,24846,59094,42302,64752
2019,10,10,98886,45000,15397,98501,67741,39246,50949
2019,10,11,64470,79772,77380,85321,32702,18650,2914
2019,10,12,32797,76265,48361,37240,61922,48197,69175
2019,10,13,49777,74780,87978,74864,60879,32376,39709
2019,10,14,19973,41029,50813,35210,86028,16209,80062
2019,10,15,53769,21806,61010,34590,17930,4741,59910
2019,10,16,66983,73391,99176,99779,66007,47536,47018
2019,10,17,44280,12084,82544,10408,86864,20521,85271
2019,10,18,47742,69248,1331,84066,10277,2143,19275
2019,10,19,12656,34703,69336,82776,56509,30346,27366
2019,10,20,74438,1438,53627,41420,91180,2802,81198
2019,10,21,57186,337,94567,17817,28773,27110,28224
2019,10,22,15636,63983,13494,63377,49582,31177,77443
2019,10,23,76210,83319,66717,88866,18022,2405,51641
2019,10,24,90882,99102,5358,81671,539,8985,29442
2019,10,25,91719,28138,96991,65256,28475,41557,33073
2019,10,26,57247,68666,27648,89234,49000,7494,72610
2019,10,27,98582,88670,16404,74791,71988,49473,83656
2019,10,28,6361,51877,51649,13594,50978,23358,75264
2019,10,29,67868,48694,34705,59586,76832,31695,31194
2019,10,30,21658,23251,24266,78904,8269,1913,24489
2019,10,31,57268,25758,37098,72201,14427,19854,46992
2019,11,1,86415,69326,26999,9127,21202,44999,72721
2019,11,2,88531,68357,34336,56398,17050,19041,22336
2019,11,3,93881,17087,73529,15538,56690,14146,30793
2019,11,4,64958,82410,95281,38577,8168,48731,30778
2019,11,5,38946,18584,74121,41712,4261,1119,40839
2019,11,6,25462,96118,89911,30344,80826,24246,23093
2019,11,7,97875,93286,51780,8108,26725,25308,83645
2019,11,8,83414,55805,50790,48371,54567,12422,53299
2019,11,9,79086,11152,30428,18031,46087,4548,29743
2019,11,10,50347,22019,10581,92160,34488,491,82503
2019,11,11,15313,41088,41948,13187,34374,43727,37646
2019,11,12,61098,35387,77643,60863,7543,28432,59233
2019,11,13,62109,90853,28883,41194,2005,9311,79225
2019,11,14,64443,80210,18967,14790,2228,45899,56949
2019,11,15,36715,62741,45804,68379,3828,4103,17918
2019,11,16,54553,97829,35563,32002,49567,13205,12864
2019,11,17,57110,41636,18448,19218,48841,47331,56764
2019,11,18,67197,22993,35988,31639,3202,21306,62780
2019,11,19,21782,17204,86081,74848,79944,31884,43227
2019,11,20,83771,52338,41144,38324,50166,43058,60325
2019,11,21,16085,6263,63189,73194,64250,47988,38763
2019,11,22,13090,45318,85526,80286,68310,37865,61925
2019,11,23,87864,25522,74704,25997,42725,10784,20844
2019,11,24,39020,9019,60422,39143,61356,1565,47466
2019,11,25,27874,94623,64142,43958,17237,43682,83503
2019,11,26,81486,41670,58617,94576,3339,10495,64861
2019,11,27,88001,98359,3137,75864,40233,27841,41860
2019,11,28,99309,54976,19055,38329,80347,29477,87471
2019,11,29,41702,97393,71288,85927,8367,1781,79884
2019,11,30,25603,95463,79738,7089,53484,38355,38016
2019,12,1,56822,98849,92876,61174,13559,12365,57037
2019,12,2,53791,6557,55248,53100,61532,40655,87780
2019,12,3,41878,86483,85250,99932,83875,22889,5858
2019,12,4,8594,24669,32094,34196,36483,28183,87636
2019,12,5,6318,66537,75651,79492,81737,34879,30665
2019,12,6,95296,13595,77702,65438,20151,49301,54889
2019,12,7,98034,39955,42668,39912,42789,44269,16195
2019,12,8,26664,17157,58404,35257,41826,6849,45804
2019,12,9,94660,35032,59792,978,1568,35442,80469
2019,12,10,99657,36672,21133,11304,50266,15186,76741
2019,12,11,86768,64487,11630,84802,20793,20649,1065
2019,12,12,63582,14918,97259,6597,32074,5662,78205
2019,12,13,90251,62511,44008,84911,13894,20151,15888
2019,12,14,31813,71945,82708,31469,8616,3840,52772
2019,12,15,75234,19026,35865,62001,99864,13846,33154
2019,12,16,37008,34494,4218,589,49411,17828,23537
2019,12,17,97837,89842,81741,88087,68704,42101,59349
2019,12,18,82597,62251,75236,14409,34195,24295,75878
2019,12,19,59163,78135,5001,50748,13512,40865,89100
2019,12,20,13375,4710,92254,50382,39204,46471,27323
2019,12,21,4966,14299,90859,2802,20492,38952,57241
2019,12,22,89195,47404,96589,71791,9654,38177,16199
2019,12,23,60201,62471,48428,35715,56957,19781,16462
2019,12,24,70468,10645,15561,83842,31707,7814,70576
2019,12,25,87262,20637,17898,8579,51287,25108,31381
2019,12,26,71778,14059,34973,60972,61462,31561,79114
2019,12,27,87468,36089,51664,47668,14912,16444,69734
2019,12,28,71868,86224,86195,42336,13220,1755,82529
2019,12,29,44926,25921,93104,48539,62909,11001,87118
2019,12,30,14195,52461,84850,2324,66519,19822,79647
2019,12,31,44333,67734,28760,31800,20175,30423,65819
2020,1,1,35086,96866,95552,6953,99441,48098,75640
2020,1,2,12661,16204,8169,73938,58476,1272,12477
2020,1,3,21384,28625,79594,51930,81085,14443,14253
2020,1,4,63955,616,50251,8287,68349,29010,16438
2020,1,5,88523,75785,68608,39960,72650,14159,16913
2020,1,6,88443,78608,12552,1103,94812,20720,65040
2020,1,7,53287,38344,13868,74671,66968,43461,72952
2020,1,8,64404,74255,97205,28358,74870,47455,72997
2020,1,9,59571,42817,9434,64445,18601,28042,4405
2020,1,10,7602,58552,67669,96044,37160,30220,53498
2020,1,11,48323,17292,4890,1609,71987,18757,2631
2020,1,12,55306,12218,35583,19709,2824,49139,54418
2020,1,13,94046,12945,33766,53616,55761,43200,28060
2020,1,14,90713,37593,38816,98315,12496,6484,30710
2020,1,15,66007,3056,24208,14329,20347,29097,25938
2020,1,16,8685,64205,24920,63990,92774,10502,13698
2020,1,17,95598,9640,64467,89643,22585,48233,19610
2020,1,18,94697,57784,94021,85410,11728,32837,23724
2020,1,19,24223,39320,10785,90230,42375,34992,80910
2020,1,20,79073,80440,36847,87757,44645,11767,58098
2020,1,21,37418,38620,51795,33015,48260,32614,89009
2020,1,22,87196,47198,98618,81892,4981,42639,67301
2020,1,23,16708,25475,67376,40930,81146,28161,47511
2020,1,24,39873,29504,68421,35297,9944,21619,39406
2020,1,25,70940,99737,7503,8357,54709,25650,17724
2020,1,26,2968,8263,13084,6515,55460,11702,88406
2020,1,27,76792,20692,72059,93499,62518,5786,20780
