year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2006,6,12,52977,51659,99925,32886,7889,44705,46617
2006,6,13,98521,44868,741,75153,1747,35144,83878
2006,6,14,26785,66347,46790,21806,14764,44629,58492
2006,6,15,97407,80821,57394,41641,89992,11722,34613
2006,6,16,63507,46782,28186,32836,14792,44462,55721
2006,6,17,22681,89166,88690,37553,50385,39430,32705
2006,6,18,52132,90926,12934,78916,57272,9723,27073
2006,6,19,72035,70703,65565,85793,51524,22958,47434
2006,6,20,57867,1031,38398,21373,64164,16584,24208
2006,6,21,78956,27397,36281,1636,32915,24970,65540
2006,6,22,83299,30751,84596,51782,21676,47529,67050
2006,6,23,95299,57251,64122,67334,44305,46038,59478
2006,6,24,12180,85348,13263,70046,86378,1661,27771
2006,6,25,66894,34596,78330,45849,78344,14610,3836
2006,6,26,11258,55931,19375,10909,3034,3970,22690
2006,6,27,41061,1498,26091,36360,75100,40213,40045
2006,6,28,35756,36250,89522,47936,21597,19137,37981
2006,6,29,24327,70797,42103,91220,21744,20433,77068
2006,6,30,87,35042,903,27697,7325,36629,18605
2006,7,1,10358,40598,17646,51418,58447,43737,37777
2006,7,2,49898,50301,24173,85653,86550,13695,39940
2006,7,3,24499,32831,67921,48825,19979,10023,36396
2006,7,4,41722,46807,9815,41808,98201,10717,69504
2006,7,5,5525,63697,24460,32234,20646,42106,63651
2006,7,6,95444,2194,87780,45341,52494,11952,47345
2006,7,7,55395,41998,97285,79893,91180,31557,35069
2006,7,8,11158,7931,1464,52879,54738,11278,51039
2006,7,9,52938,38346,96894,74814,2042,21354,67047
2006,7,10,22687,79811,7049,18130,82004,44828,89822
2006,7,11,50849,23132,43519,6243,81481,7155,66136
2006,7,12,72661,55063,31204,83818,62993,49020,23049
2006,7,13,34082,60297,80439,3371,14995,27332,78184
2006,7,14,33388,15037,1582,72427,94847,8631,76908
2006,7,15,93202,19810,86730,44050,59293,46600,36645
2006,7,16,40774,3754,52780,13434,58816,335,33603
2006,7,17,38160,65706,83003,88594,42355,29793,61964
2006,7,18,57349,57125,86500,90736,88513,38081,79514
2006,7,19,83360,96711,86422,92913,32873,39503,6963
2006,7,20,92165,36102,19959,32938,56207,39090,12723
2006,7,21,31374,89424,92678,69533,71482,42032,58126
2006,7,22,13836,71825,66442,71184,45301,2941,68271
2006,7,23,33813,41021,74137,33524,54084,10558,6437
2006,7,24,86956,50060,79751,79120,2513,49709,88410
2006,7,25,58719,88798,7484,90092,94573,161,35976
2006,7,26,66054,92193,34102,79889,64017,543,77424
2006,7,27,25669,69835,62047,59481,10855,36183,9357
2006,7,28,81290,13092,35793,68245,63151,31895,53717
2006,7,29,82015,31603,8478,57085,36752,15961,33528
2006,7,30,47676,32474,39503,30082,24666,39956,46322
2006,7,31,5034,6850,10098,30702,76684,22144,56534
2006,8,1,3891,24678,15890,85180,37769,1682,29777
2006,8,2,17271,99928,49845,99285,31530,24674,36369
2006,8,3,84633,90634,19896,48661,23107,25750,28742
2006,8,4,64124,65706,5063,69157,72555,15160,56210
2006,8,5,65591,3655,22744,69481,28332,4985,71012
2006,8,6,82452,23019,57140,99722,22946,6984,45358
2006,8,7,70828,98009,88078,55460,88643,24325,14120
2006,8,8,28101,75,99213,92225,82132,4276,27733
2006,8,9,71038,35787,93943,36628,55794,33038,82460
2006,8,10,84125,88022,9824,82929,11040,16963,42650
2006,8,11,50338,90299,14360,21165,88307,2437,86624
2006,8,12,93301,26762,97096,21402,43188,46308,69978
2006,8,13,25319,16935,7710,96356,69074,18004,39336
2006,8,14,24867,51041,71795,25343,55415,47970,78271
2006,8,15,82806,64933,7273,33143,71583,21632,14307
2006,8,16,59889,40420,47283,69542,83533,10730,20943
2006,8,17,26720,73389,20920,68390,90324,28629,71098
2006,8,18,75749,46633,30433,615,14025,18579,45957
2006,8,19,69439,16549,50580,68597,97833,7852,51739
2006,8,20,69415,95835,72398,45655,52606,36032,75196
2006,8,21,36139,96761,6138,79210,70149,43409,67600
2006,8,22,76824,88390,28697,52572,51374,25481,59538
2006,8,23,65398,94059,11847,51189,26959,12426,9785
2006,8,24,24791,36629,37875,94205,48815,26624,36212
2006,8,25,1420,62655,71407,53910,59415,43897,13120
2006,8,26,45916,37305,97071,39091,25694,42119,21663
2006,8,27,77067,17599,77552,58817,28009,39398,20005
2006,8,28,54968,51823,46141,79758,88451,367,315
2006,8,29,53617,26991,46526,55037,89645,34284,48946
