year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2000,4,19,1803,13142,17263,91239,94547,20099,21851
2000,4,20,33833,64536,70658,6579,95942,28171,26083
2000,4,21,43535,42202,45522,32701,79208,8858,80619
2000,4,22,93494,74632,42952,43583,62775,16317,37418
2000,4,23,66917,39726,76024,85071,69219,43286,56309
2000,4,24,63765,79736,74511,97597,60623,45168,74175
2000,4,25,56564,73339,60258,98,15540,5779,29151
2000,4,26,11099,30988,19769,20944,21971,29072,64527
2000,4,27,84745,45388,31944,68013,1465,24319,43083
2000,4,28,70683,33956,45744,34448,30043,36606,52044
2000,4,29,90666,81774,36219,63581,71464,46476,80031
2000,4,30,3355,18606,29181,30805,65945,15301,1749
2000,5,1,87916,44372,16275,72660,6111,14570,20673
2000,5,2,7575,5240,10107,94609,39195,5850,69056
2000,5,3,69237,92456,61100,76254,90581,13670,66187
2000,5,4,78396,26497,36217,98102,61454,31749,28906
2000,5,5,27398,63401,97006,15313,7772,13280,37973
2000,5,6,30234,77849,44997,54160,83088,5103,68768
2000,5,7,38634,10953,94176,24223,19760,21627,60476
2000,5,8,26692,85296,73014,5087,28144,25582,19540
2000,5,9,89597,7330,48445,16994,70730,45451,12307
2000,5,10,94853,75082,36631,41438,52931,31627,1949
2000,5,11,52370,36729,77069,91004,64033,21244,11578
2000,5,12,83792,59222,32053,10483,60869,5067,1921
2000,5,13,89012,30648,51460,78608,54330,16257,61953
2000,5,14,41411,61707,44259,52616,53140,47241,54053
2000,5,15,6070,78867,22354,74792,15596,49422,2147
2000,5,16,95980,87017,13724,96124,46238,12128,76606
2000,5,17,7106,83546,54879,12469,30546,6338,47428
2000,5,18,84875,22594,19380,42637,652,29991,35252
2000,5,19,53792,77231,5657,76213,72450,28010,61004
2000,5,20,4397,27431,49502,376,14447,13225,76499
2000,5,21,77036,25353,19457,493,8898,24335,12961
2000,5,22,39443,80672,20388,40669,19618,6119,53306
2000,5,23,20269,52461,78557,74060,29692,565,16625
2000,5,24,18493,28574,33980,22889,72356,33482,33264
2000,5,25,86802,46706,36115,80189,88410,5571,681
2000,5,26,13660,29905,9993,53102,26928,46732,10123
2000,5,27,46545,2851,93428,83166,55311,38336,53577
2000,5,28,1354,5253,40201,19846,33826,24181,19086
2000,5,29,6182,57662,82350,9335,20719,18464,49524
2000,5,30,9129,74034,86556,22788,20290,46549,12241
2000,5,31,47217,59632,18715,10114,62482,28494,3279
2000,6,1,34145,16830,66855,51850,38434,7056,28048
2000,6,2,72259,97588,47133,94792,55249,29482,54127
2000,6,3,92319,64297,10002,1447,54682,12909,40586
2000,6,4,74971,25809,49179,38540,85441,17893,68653
2000,6,5,64274,96387,41931,98418,29568,25137,46620
2000,6,6,68001,32192,54667,40259,29779,1799,35051
2000,6,7,1379,47633,55529,93698,11929,31882,21496
2000,6,8,82963,94790,68434,74285,20599,17612,2824
2000,6,9,22391,1856,77828,86664,98242,36110,11434
2000,6,10,44161,61247,68053,12161,9790,22719,8772
2000,6,11,55921,40869,20174,57299,4853,42054,77348
2000,6,12,16782,73935,95196,16096,68724,13629,40380
2000,6,13,5674,97592,3204,28064,99447,47383,84728
2000,6,14,14041,33493,32513,58201,94739,565,56714
2000,6,15,20880,39635,55485,76800,96855,42010,24099
2000,6,16,1708,84063,17798,34841,57997,12993,70936
2000,6,17,43072,76621,41315,48746,90564,10870,43161
2000,6,18,90011,58253,24240,4051,8097,6752,28603
2000,6,19,19187,73668,65316,40066,13302,37152,56866
2000,6,20,10157,29161,50964,28216,13223,18761,83056
2000,6,21,87571,98106,13991,30643,74726,21657,75740
2000,6,22,65290,48879,88900,71652,23483,29492,52054
2000,6,23,31579,86243,70656,50765,59911,2324,830
2000,6,24,89564,89475,7695,16072,34988,25010,4287
2000,6,25,64562,60123,7342,52133,58228,37684,19127
2000,6,26,49305,25693,94866,30946,74571,117,22597
2000,6,27,98053,45960,11002,29631,32203,31658,86747
2000,6,28,8465,50333,87576,98028,56159,11623,84100
2000,6,29,91146,2984,74738,55708,63106,48432,67840
