year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2013,2,24,17143,38577,16419,22676,59579,6953,36287
2013,2,25,2131,4978,96216,52974,39262,8652,10645
2013,2,26,3917,93234,70450,15426,99157,22198,42933
2013,2,27,76681,26844,21611,79911,9213,34208,54373
2013,2,28,37852,71344,22689,71346,9920,5460,50373
2013,3,1,69498,12412,36659,87980,33741,49227,70954
2013,3,2,73002,57878,31598,93271,67464,18399,18696
2013,3,3,66620,40596,47980,59652,67439,35942,55915
2013,3,4,93004,70149,80287,47207,57844,19328,58553
2013,3,5,67764,74787,28925,53613,87198,31936,21593
2013,3,6,20938,31162,98898,10291,5391,46847,53561
2013,3,7,72854,65245,28608,55825,5841,42939,11829
2013,3,8,89631,78880,87743,82634,65380,18029,76193
2013,3,9,39576,87356,81097,7339,78494,26373,37303
2013,3,10,65691,8308,35247,2980,55821,34144,53271
2013,3,11,61212,97342,33183,50417,62587,28143,6242
2013,3,12,84779,71081,38070,74409,66313,42164,53395
2013,3,13,48044,10192,35939,87619,13900,17035,31309
2013,3,14,92393,43407,4964,74436,51715,40210,7415
2013,3,15,23887,90706,7037,85098,88047,40220,21867
2013,3,16,66985,18362,58108,68115,5794,12529,8876
2013,3,17,88458,54692,48622,36502,81235,34560,20472
2013,3,18,95134,1594,68133,3879,45000,23096,28314
2013,3,19,13066,29657,72080,36953,20362,29117,38402
2013,3,20,24761,35688,90268,91745,70401,14727,76212
2013,3,21,92546,77255,35087,81004,48298,33708,63857
2013,3,22,29533,68267,74328,24666,86212,42460,4896
2013,3,23,31211,31907,39561,60629,61564,11641,73933
2013,3,24,81925,7109,52334,23037,59148,8954,51134
2013,3,25,29548,40032,7345,22093,17287,42431,49448
2013,3,26,65584,42490,53304,11468,27108,27632,72486
2013,3,27,13319,86443,97381,60881,34702,36942,41509
2013,3,28,96265,64934,35441,94541,88394,4127,7578
2013,3,29,47541,79432,48711,77088,19463,22407,15532
2013,3,30,53101,31189,34980,35037,73678,38283,76504
2013,3,31,17137,32266,98989,46807,35061,12722,87687
2013,4,1,69762,49663,45548,82378,30948,47340,73270
2013,4,2,19341,17818,10847,66881,13601,25909,10320
2013,4,3,49416,64667,92203,2516,95855,43534,43904
2013,4,4,85884,48169,16760,3020,96786,32100,76178
2013,4,5,31846,44821,90217,17959,10835,35764,50336
2013,4,6,41782,49455,93606,77474,83625,20804,60706
2013,4,7,97225,13065,21025,46640,77731,29580,5508
2013,4,8,89938,73113,35763,75821,37633,2522,65193
2013,4,9,34419,84622,61370,66264,45794,1586,80575
2013,4,10,56629,3701,17262,14762,69508,10867,32236
2013,4,11,53132,48023,52941,66708,77439,40318,79700
2013,4,12,71521,36249,95207,61458,9361,47321,17279
2013,4,13,63346,16195,48823,97764,17168,10192,30379
2013,4,14,62961,78130,80953,19589,81830,48215,20703
2013,4,15,51337,25433,42938,20820,89807,12230,17528
2013,4,16,83597,2547,17227,55118,55147,28785,62927
2013,4,17,80860,76105,70205,44205,8651,19027,11968
2013,4,18,25818,45571,38698,88779,23700,19651,4719
2013,4,19,21881,34217,75421,89570,76001,34710,70389
2013,4,20,82160,46940,14268,65756,65838,31494,17225
2013,4,21,20985,60278,70152,18196,52735,40356,32400
2013,4,22,77737,75735,20719,3555,37657,9416,58685
2013,4,23,77708,95418,49755,99588,45986,41528,75509
2013,4,24,21987,76237,15898,20498,39528,30165,76253
