year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2018,9,25,63029,74576,58401,57680,54304,25504,36857
2018,9,26,64534,64907,55227,92555,25789,2266,59750
2018,9,27,82018,25509,63578,37343,288,44910,52098
2018,9,28,29845,16136,25015,89274,849,12150,51513
2018,9,29,80203,7279,33508,43231,81854,8261,47262
2018,9,30,36157,83764,80470,691,48670,35697,89597
2018,10,1,90811,54314,35698,72828,96174,49275,66522
2018,10,2,96462,60536,38620,26306,76672,29986,61932
2018,10,3,93872,92135,49796,74075,15766,33304,13657
2018,10,4,97619,7916,50919,50128,8031,31388,87170
2018,10,5,73053,83436,93118,63863,37750,28815,23042
2018,10,6,50275,28089,79563,46736,88625,34534,43042
2018,10,7,81648,14519,21325,75519,23006,21120,35945
2018,10,8,38771,70775,99602,52741,78690,16872,72868
2018,10,9,86721,14611,70037,59773,14399,13154,63635
2018,10,10,52148,8320,93028,2422,36409,22590,35510
2018,10,11,41385,23476,54903,23032,37994,26227,24902
2018,10,12,77351,63698,80847,32473,34473,30448,75214
2018,10,13,29514,63671,4433,32586,78281,24470,12358
2018,10,14,92679,53975,32344,61178,62295,25371,29952
2018,10,15,15055,14313,45461,56439,37788,363,75822
2018,10,16,92133,92941,10723,69484,56638,41569,78308
2018,10,17,7462,88368,3521,36976,52038,7954,19561
2018,10,18,30319,98775,78271,22997,69101,26966,50527
2018,10,19,47747,68689,80478,79153,83001,42290,15591
2018,10,20,37140,59004,47764,45624,51944,8487,45107
2018,10,21,24933,50055,49767,32395,38423,3287,75722
2018,10,22,6812,77592,71634,37130,76366,16256,86479
2018,10,23,61819,93222,77005,9565,78262,23834,18718
2018,10,24,77614,16123,40660,14753,75126,38424,10376
2018,10,25,43421,63262,91835,68353,13316,41601,87099
2018,10,26,68090,11239,19172,91254,88831,7158,8383
2018,10,27,81548,73413,21213,43366,82986,14569,49283
2018,10,28,61247,88402,74352,38860,20876,31363,53612
2018,10,29,96001,19786,30340,39421,83047,22174,34126
2018,10,30,12715,80126,57576,97156,91364,26748,48409
2018,10,31,80194,83905,33144,78094,57317,20708,51459
2018,11,1,40303,85277,90741,17901,90030,31444,66761
2018,11,2,27258,12807,26724,23258,48944,7063,59031
2018,11,3,48343,95588,19508,61057,92065,27083,34564
2018,11,4,83429,53830,79325,79974,54086,28820,28067
2018,11,5,11403,99527,95878,68057,1155,2970,55957
2018,11,6,7537,84414,59069,34794,97220,35793,24403
2018,11,7,62515,59207,53433,10857,71147,22940,68265
2018,11,8,63211,66375,62829,62991,20204,42153,42965
2018,11,9,74290,70972,17383,2044,86850,29612,46452
2018,11,10,88005,32582,88760,95541,33347,47829,334
2018,11,11,46918,49973,4736,9432,9179,24521,70289
2018,11,12,80325,63812,8553,43536,30186,21381,82878
2018,11,13,66742,29885,65842,57383,17208,49577,39426
2018,11,14,4058,29188,62229,8414,61769,988,73954
2018,11,15,11467,15168,50639,58384,65140,5374,17816
2018,11,16,90671,46246,88104,87347,10058,13008,77234
2018,11,17,56595,741,70112,23336,46977,2305,70718
2018,11,18,64185,51881,56495,84594,97421,18723,29359
2018,11,19,75541,86063,13312,87008,17582,30302,15391
2018,11,20,99074,52027,13206,6096,98273,17661,33442
2018,11,21,24682,30669,57028,81276,47761,27139,24612
2018,11,22,94737,79443,1681,75273,47676,24528,59866
2018,11,23,61448,9602,85576,36988,95664,48887,73995
2018,11,24,29598,95540,85738,28671,47567,15295,84766
2018,11,25,62191,49308,44559,86872,96328,1586,34499
2018,11,26,44088,45076,89110,38824,24519,7143,14097
2018,11,27,88546,81670,90314,49993,91271,25890,23332
2018,11,28,3287,91128,27327,49236,86668,29416,47906
2018,11,29,50586,44710,29023,12776,94017,39933,65999
2018,11,30,90344,91519,497,50783,36594,5959,49607
2018,12,1,77464,13101,20055,82361,11122,26720,12353
2018,12,2,18744,2609,35685,38382,10089,29363,37617
2018,12,3,13108,25130,81874,63693,69839,27248,32820
2018,12,4,80208,17181,8818,86903,8699,25666,47686
2018,12,5,61644,31624,43644,39108,61076,30050,67820
2018,12,6,88549,6769,70173,7293,9378,22209,82026
2018,12,7,35818,17923,49643,48925,43052,47868,32617
2018,12,8,29242,75116,21788,25801,92296,46957,9056
2018,12,9,17346,72622,83093,78989,4246,26736,64448
2018,12,10,65321,6785,72268,70222,29905,8792,87514
2018,12,11,55634,97352,55891,91451,31626,5533,80375
2018,12,12,91029,69753,69343,20270,44868,41130,12423
2018,12,13,53515,38086,91478,70860,10708,24570,66200
2018,12,14,31305,17657,17000,12977,40793,39267,53198
2018,12,15,70697,64410,77063,26331,78113,32954,27781
2018,12,16,9738,54838,74508,766,24590,43850,37387
2018,12,17,85809,34980,99809,39323,89417,7638,86534
2018,12,18,16476,82207,92734,47780,16215,26085,20757
2018,12,19,57007,15351,60306,27704,96112,37369,54034
2018,12,20,74224,70322,88166,313,25159,12673,71078
2018,12,21,49749,6523,54816,35557,57854,20977,61232
2018,12,22,63622,78614,17765,80098,77173,26850,4229
2018,12,23,93387,52934,21337,50394,84636,31643,84449
2018,12,24,97099,35363,64834,71322,5684,2999,87986
2018,12,25,47194,32024,89063,13294,54898,10231,35203
2018,12,26,29103,31207,56434,92724,9820,40550,9173
2018,12,27,86992,17400,49754,96731,86685,21090,73476
2018,12,28,71321,69084,57924,68419,4446,39109,26093
2018,12,29,26481,8459,44078,73675,40482,49493,66968
2018,12,30,95379,9723,68522,40833,40929,24955,53557
2018,12,31,67100,31857,39081,70444,49256,38834,43526
2019,1,1,52292,76276,47001,23612,45359,21276,38383
