year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2016,7,12,16763,646,71699,3651,22878,37538,48976
2016,7,13,61982,98114,6470,65714,65544,8623,69030
2016,7,14,60546,51873,39744,8471,75565,16490,463
2016,7,15,26154,12701,88448,55788,99478,43187,8252
2016,7,16,96145,19310,73753,12907,19955,45452,72910
2016,7,17,59184,82989,68237,37518,97454,24706,43231
2016,7,18,62998,99681,82260,39895,67905,38355,38365
2016,7,19,43469,54844,18828,69623,83896,7275,65410
2016,7,20,99725,50461,40014,95870,86122,13766,55128
2016,7,21,22428,75569,58037,97963,74910,42626,75480
2016,7,22,72363,33683,38710,51712,33363,20969,51607
2016,7,23,1267,75676,56323,61088,30519,25150,50710
2016,7,24,14415,98776,72471,14139,65588,12484,56360
2016,7,25,51709,42602,51488,74136,34522,25876,52099
2016,7,26,9431,84853,23930,98146,18536,12640,36209
2016,7,27,51898,99960,74167,69517,75635,30490,604
2016,7,28,22506,21991,61313,53272,20767,135,53762
2016,7,29,2706,78971,10122,54415,37924,27961,84902
2016,7,30,72445,20188,33352,98228,5041,7282,42725
2016,7,31,23576,36273,78933,91825,52584,3100,81341
2016,8,1,28219,99941,8296,67076,21931,35960,50347
2016,8,2,59049,36095,4108,61755,31417,30581,72521
2016,8,3,69340,8541,93774,41784,28729,27126,66363
2016,8,4,50121,759,69087,73696,37031,14372,65520
2016,8,5,5966,17471,43213,34184,33763,1508,47611
2016,8,6,55693,37468,37957,31094,89914,8417,39200
2016,8,7,21330,88997,41720,90669,13890,35493,18804
2016,8,8,58970,78970,5167,9090,96080,24253,29137
2016,8,9,49462,38624,81008,55428,72446,24220,35963
2016,8,10,6208,92080,23574,78253,45899,27882,55698
2016,8,11,35812,36298,34897,57141,41647,26616,64161
2016,8,12,55536,28460,12964,30857,23782,34482,89946
2016,8,13,19861,25087,55434,85675,80062,36441,81102
2016,8,14,52508,77013,47064,75067,85444,20637,69671
2016,8,15,31342,48519,95368,83505,1168,46616,6997
2016,8,16,42814,39583,21157,14701,68043,472,45557
2016,8,17,8176,84954,1854,44388,10040,23639,70062
2016,8,18,6453,26432,71163,58960,3444,34579,40379
2016,8,19,88887,5215,36401,36580,70085,48121,20084
2016,8,20,87605,94736,77080,46770,34319,14588,71471
2016,8,21,18713,65059,23379,26888,66364,41585,61275
2016,8,22,92755,15223,1337,99208,41654,38851,74519
2016,8,23,61449,23429,24897,66687,44996,27650,13266
2016,8,24,31432,25770,39701,19036,20505,16780,45806
2016,8,25,71175,31367,43628,89887,12778,33358,43126
2016,8,26,79141,24942,20753,71896,56517,38441,57455
2016,8,27,14522,27291,61973,92323,67072,3222,49009
2016,8,28,12067,80871,78627,59850,22992,18327,18886
2016,8,29,59848,35107,61043,31023,82825,21022,7261
2016,8,30,95602,4379,86739,91095,29321,7491,89342
