year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2015,2,13,61109,42496,3168,39142,70060,26272,48229
2015,2,14,28167,14157,66226,39237,1540,7291,86340
2015,2,15,7827,45371,55712,16339,72714,2524,79582
2015,2,16,28326,60703,94798,43276,26615,42386,47358
2015,2,17,19192,59727,23675,96652,2222,26842,25793
2015,2,18,88633,19466,20373,16800,33622,2951,2388
2015,2,19,51513,60241,58727,59339,5611,30791,15677
2015,2,20,94676,83314,21611,39353,44016,32760,78980
2015,2,21,70631,91498,72689,6174,51224,46363,82825
2015,2,22,69798,23204,54970,58430,42669,25342,31581
2015,2,23,92642,94644,63969,44154,54884,22695,89844
2015,2,24,76846,53485,11873,87873,53150,33483,13577
2015,2,25,97166,82594,42556,84148,74091,15244,80321
2015,2,26,25315,11606,93145,95112,34810,48114,9893
2015,2,27,93830,39808,61474,86472,34451,25442,40625
2015,2,28,5687,64488,66821,98884,34325,28693,13109
2015,3,1,3826,12175,46685,991,94768,39241,1490
2015,3,2,85211,4484,91810,10525,16090,1307,21988
2015,3,3,67251,65772,91880,61080,21931,3353,87551
2015,3,4,72734,95146,94528,78420,75986,11348,73655
2015,3,5,26662,56392,96763,30487,68566,43448,77830
2015,3,6,79685,32688,49319,81247,53523,7481,61771
2015,3,7,69612,58787,13758,53214,40910,21990,14294
2015,3,8,62841,75342,78196,35574,86840,39075,345
2015,3,9,79177,66774,23999,5838,23165,20762,12676
2015,3,10,8082,80561,505,4119,29600,16176,5365
2015,3,11,83122,23656,77136,69086,82442,7245,82299
2015,3,12,39703,29234,52944,2543,20928,31140,18116
2015,3,13,24119,20214,84812,3295,3340,8811,35484
2015,3,14,26504,45924,78159,34586,42836,28664,28704
2015,3,15,72435,44839,24068,71908,84846,17555,80993
2015,3,16,83639,41152,79644,23341,86737,32587,35884
2015,3,17,24016,63726,80351,48134,292,15163,41428
2015,3,18,3631,90325,93263,46486,36248,21422,81071
2015,3,19,95435,66437,36126,67869,27627,26546,39776
2015,3,20,12472,10452,97121,96110,51603,26764,9450
2015,3,21,54692,25702,61685,78707,89428,42036,76841
2015,3,22,6071,23550,94620,26053,13874,37883,42538
2015,3,23,66473,75656,69961,61907,42092,6086,6127
2015,3,24,86070,98983,2254,14893,9435,49374,61002
2015,3,25,77389,76137,46803,32080,18191,8488,70787
2015,3,26,7618,66875,53979,30040,6776,14950,12444
2015,3,27,37001,69184,44981,3473,44839,31293,81731
2015,3,28,3282,53731,44209,89351,52713,46462,64243
2015,3,29,62147,45836,31596,39536,38324,28399,51615
2015,3,30,56514,3238,98753,80483,86464,2731,36874
2015,3,31,93239,34033,99317,30239,3216,10650,30063
2015,4,1,48055,8294,48145,67688,62024,42353,67039
2015,4,2,14737,38814,77633,76883,1001,25581,52770
2015,4,3,55677,20331,20737,28542,23568,19489,79025
2015,4,4,10031,88572,52250,19621,22604,17919,79859
2015,4,5,25819,28568,99921,90225,36861,48065,27913
2015,4,6,98885,56769,31303,29973,95582,25287,66855
2015,4,7,12935,50867,55977,68611,87549,26713,3504
2015,4,8,11116,12553,22528,37498,1124,41130,23470
2015,4,9,40079,59048,23328,82250,3967,23248,32474
2015,4,10,57179,87664,30386,56063,44432,28040,22387
2015,4,11,56366,3327,9242,69300,70545,15218,14262
2015,4,12,58094,58282,67765,85561,70834,6645,89411
2015,4,13,71958,97774,12880,28388,73173,36208,10637
2015,4,14,77139,75807,99463,34317,63471,46200,16732
2015,4,15,7902,24240,9118,64267,43918,34711,39918
2015,4,16,14462,16280,20531,88907,74561,38296,44468
2015,4,17,45395,11292,30230,33704,9065,43109,58443
2015,4,18,82237,95668,89080,75727,71475,38542,43
2015,4,19,51297,34741,16774,59198,75332,25892,49817
2015,4,20,19249,60602,6086,33711,93234,26617,8969
2015,4,21,67794,31264,13436,29540,42555,43665,3243
2015,4,22,67971,3126,58038,66559,98793,47117,32285
2015,4,23,86619,52010,52327,37915,86750,35453,33465
2015,4,24,78434,11344,69633,97682,88297,25718,7744
2015,4,25,81530,18686,86713,65676,49949,16500,55215
2015,4,26,92503,76517,74810,60473,79642,32847,13383
2015,4,27,94786,96315,85667,81405,48324,37994,55671
2015,4,28,51425,23446,49135,29858,51141,35119,7540
2015,4,29,55789,27189,91635,53671,45874,28347,69346
2015,4,30,95823,11199,30912,4677,87715,22073,1502
2015,5,1,83708,71271,24884,78493,67585,10551,16249
2015,5,2,15908,64896,28272,83685,4693,27406,49894
2015,5,3,55833,28877,57433,27973,56065,15420,21643
2015,5,4,1938,43766,17340,14112,54964,14604,88789
2015,5,5,59030,86676,16642,42737,57947,41525,87582
2015,5,6,41883,68427,13830,74143,33322,42101,87827
2015,5,7,54366,35859,87720,10198,64735,11505,14523
2015,5,8,37151,26924,52517,39088,87041,36209,33200
2015,5,9,58357,50812,88340,17386,53839,4981,46475
2015,5,10,28137,46505,14056,70020,31284,44237,514
2015,5,11,64605,2690,18340,18971,54900,22411,5520
2015,5,12,35986,267,16394,73136,43542,18911,42223
2015,5,13,46935,55119,81774,5291,22282,20113,89028
2015,5,14,76120,91445,15502,20609,54302,45909,26980
2015,5,15,85585,90146,67493,66541,9187,2184,21863
2015,5,16,64086,40946,47383,71,41213,30128,39558
2015,5,17,1106,49038,1780,48040,20508,49906,29682
2015,5,18,42789,86370,8710,35261,77815,40563,32221
2015,5,19,32116,86472,79200,34052,92969,46692,40592
2015,5,20,2155,65227,2455,82592,6172,16189,32662
2015,5,21,63736,46316,72219,64842,11706,40350,49233
2015,5,22,32213,6607,98915,91354,92977,7624,32966
2015,5,23,87143,64538,15186,35610,67361,44385,69661
2015,5,24,60329,57428,70252,78835,39006,39058,51426
2015,5,25,45177,55246,60439,8913,17914,49009,20106
2015,5,26,29619,39359,19338,78183,62317,18252,9536
2015,5,27,55293,42227,12501,58787,23117,44038,14396
2015,5,28,90477,54774,80408,50806,28553,17012,79640
2015,5,29,67558,56069,7418,12735,27667,17856,7999
2015,5,30,45580,16865,44456,91550,72575,13793,69732
2015,5,31,34891,98397,55620,6536,56975,34472,5322
2015,6,1,80091,44862,76070,70568,99635,6477,67725
2015,6,2,28188,23488,83716,95745,79557,41133,24831
2015,6,3,23575,75341,79181,85506,8557,23636,17055
