rating1,rating2,rating3,rating4,rating5,month,year
2,5,0,4,5,6,2008
2,0,4,2,5,7,2008
3,0,2,2,4,8,2008
1,2,3,4,0,9,2008
5,1,5,2,3,10,2008
2,0,1,2,3,11,2008
5,1,2,4,1,12,2008
2,3,2,0,0,1,2009
4,4,5,3,5,2,2009
5,4,0,5,3,3,2009
0,5,4,5,3,4,2009
4,2,0,1,3,5,2009
5,2,5,3,0,6,2009
3,3,0,5,2,7,2009
4,5,5,3,3,8,2009
1,3,2,4,4,9,2009
3,5,3,3,3,10,2009
3,0,4,5,1,11,2009
4,3,4,2,1,12,2009
1,0,4,0,2,1,2010
3,2,2,0,1,2,2010
1,4,2,5,1,3,2010
3,5,2,0,5,4,2010
0,2,2,1,5,5,2010
4,4,4,1,4,6,2010
2,5,4,1,1,7,2010
2,4,4,1,4,8,2010
2,4,0,5,0,9,2010
2,4,3,0,2,10,2010
3,5,0,0,1,11,2010
4,2,3,4,0,12,2010
4,0,4,3,2,1,2011
2,1,4,4,3,2,2011
3,0,3,4,5,3,2011
4,2,3,0,5,4,2011
4,0,1,5,1,5,2011
4,5,4,4,1,6,2011
0,2,1,5,1,7,2011
3,5,1,3,1,8,2011
5,1,5,0,2,9,2011
3,3,5,0,3,10,2011
2,4,1,4,0,11,2011
2,0,2,1,2,12,2011
3,3,4,4,4,1,2012
3,5,3,5,2,2,2012
1,4,5,4,1,3,2012
5,2,3,1,5,4,2012
1,5,1,4,1,5,2012
0,5,3,1,0,6,2012
1,4,2,1,2,7,2012
1,2,4,3,3,8,2012
4,3,3,1,4,9,2012
0,3,2,1,1,10,2012
0,5,2,0,2,11,2012
4,4,2,1,5,12,2012
4,1,0,3,1,1,2013
5,2,2,5,3,2,2013
1,5,2,5,2,3,2013
3,2,4,5,0,4,2013
4,0,5,1,1,5,2013
4,1,3,2,5,6,2013
5,0,1,5,2,7,2013
0,2,2,3,2,8,2013
3,0,3,1,5,9,2013
2,4,4,3,5,10,2013
0,1,1,0,3,11,2013
2,0,5,3,1,12,2013
0,4,2,4,4,1,2014
0,1,4,5,0,2,2014
1,2,4,1,1,3,2014
1,2,0,4,5,4,2014
1,4,0,5,0,5,2014
3,4,3,3,5,6,2014
3,5,0,5,1,7,2014
0,5,0,4,3,8,2014
0,1,0,2,0,9,2014
3,2,0,1,4,10,2014
2,3,4,1,1,11,2014
1,1,2,1,4,12,2014
0,3,4,5,0,1,2015
0,5,3,2,2,2,2015
4,3,5,0,2,3,2015
4,0,2,4,1,4,2015
0,0,2,2,4,5,2015
0,5,0,5,5,6,2015
2,4,0,0,3,7,2015
2,4,5,4,2,8,2015
0,1,1,3,0,9,2015
5,0,3,2,4,10,2015
1,5,1,5,3,11,2015
3,4,5,5,1,12,2015
2,2,4,3,5,1,2016
2,5,1,4,3,2,2016
1,5,5,1,5,3,2016
