year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2021,9,10,49143,85178,90009,48158,77841,33598,77376
2021,9,11,46711,60173,51652,87212,77264,15291,28649
2021,9,12,4567,17496,31493,73936,26511,2226,48487
2021,9,13,75414,80129,43561,46320,46715,29322,80478
2021,9,14,24531,85932,6493,73673,71109,46502,1831
2021,9,15,65301,96451,49206,12011,56623,17210,55574
2021,9,16,50238,48852,10575,54804,66347,8419,5092
2021,9,17,92857,10645,83578,84622,7125,27138,57293
2021,9,18,70191,72811,17770,94721,58742,40615,88394
2021,9,19,29850,37116,90224,95150,33566,5781,83512
2021,9,20,6541,72990,55438,56778,21842,16012,37934
2021,9,21,4540,24430,73025,97397,51426,6602,78370
2021,9,22,58551,91,62015,28741,72901,46136,9814
2021,9,23,31642,36750,8207,77843,73865,14782,9344
2021,9,24,23783,86914,29207,30323,59904,34644,3452
2021,9,25,98097,50655,31385,18988,75085,20761,32736
2021,9,26,26510,77362,31106,1412,93804,43120,46505
2021,9,27,83056,89255,86318,31049,26005,10876,65243
2021,9,28,16221,42009,14586,56355,28922,10145,43029
2021,9,29,5177,61140,6481,19625,11795,4217,8613
2021,9,30,3231,74978,71348,46092,68691,2453,47504
2021,10,1,62495,11924,10360,61902,17531,46677,22951
2021,10,2,59887,23904,18193,92459,65912,49131,68814
2021,10,3,94833,25627,51842,10,86766,24674,69634
2021,10,4,98560,28891,74598,18142,20220,45946,64234
2021,10,5,88910,64750,28089,67756,76674,38448,79658
2021,10,6,10556,51476,38960,70442,75379,23504,22900
2021,10,7,41290,22634,28065,52474,64612,46259,2483
2021,10,8,51378,70932,88469,49937,16174,13066,74431
2021,10,9,36393,9011,65016,41655,90113,43104,85762
2021,10,10,83138,47903,71771,93693,99378,10730,84134
2021,10,11,91108,586,43385,32397,23219,21450,34870
2021,10,12,87831,67708,53705,55560,54991,42173,51848
2021,10,13,71165,21590,6278,23909,46953,21293,1915
2021,10,14,37065,80748,7677,20202,28650,45799,83894
2021,10,15,44379,6529,94379,35486,7114,37763,74234
2021,10,16,46684,25564,69104,50866,93271,39160,66425
2021,10,17,48262,81332,28273,35778,19273,902,26038
2021,10,18,66225,22195,74305,19641,2942,48333,19842
2021,10,19,47944,94131,70087,92322,17011,30817,24160
2021,10,20,24124,18580,28393,87160,60495,13848,34377
2021,10,21,53766,53007,77154,18379,50690,21778,70508
2021,10,22,69963,72679,46545,36187,11225,20849,72180
2021,10,23,30519,35533,12021,78462,29664,48460,87135
2021,10,24,46674,79276,47646,87150,14207,26039,30661
2021,10,25,74702,89886,45037,44819,42893,38542,63197
2021,10,26,93582,60319,33704,79896,49350,46600,76083
2021,10,27,60574,33801,4614,91092,69333,16634,75905
2021,10,28,98996,31445,89392,62022,10721,3389,29171
2021,10,29,41279,29427,39831,32332,35665,34867,67150
2021,10,30,94909,39761,56698,4842,79,6753,84738
2021,10,31,49428,3353,17172,26354,53505,21785,63797
2021,11,1,39189,54770,36054,38185,86215,41797,80206
2021,11,2,13287,95185,65728,54565,40964,5558,6897
2021,11,3,76628,6776,80398,71536,46536,37096,36377
2021,11,4,62967,43848,61114,12394,63552,44637,25099
2021,11,5,17056,16421,88896,56245,71191,41301,80781
2021,11,6,57405,83097,27338,87043,78281,43065,11607
2021,11,7,19244,14974,44855,12223,21749,25253,33758
2021,11,8,68285,78700,76487,31251,22547,3952,29996
2021,11,9,86099,48589,31447,3154,81361,20342,85750
2021,11,10,52551,61642,86530,26307,61090,30219,53349
2021,11,11,39370,23283,71308,74966,38256,16162,27188
2021,11,12,76357,57766,70946,60993,36465,13784,52243
2021,11,13,75364,17735,68590,61462,82675,36,20967
2021,11,14,64036,36729,73069,16586,14722,25950,19245
2021,11,15,75811,6169,72593,15181,45803,43900,70146
2021,11,16,411,60062,93685,76767,34179,14630,7759
2021,11,17,86996,44765,46353,62359,62500,31294,80172
2021,11,18,45174,31330,21138,25561,84410,10558,48499
2021,11,19,99132,86508,17743,74942,92676,40335,56474
2021,11,20,38478,34235,12971,38888,10648,6656,52006
2021,11,21,61178,87637,69764,48173,32402,32468,30531
2021,11,22,11253,63762,50702,72778,11443,38192,18339
2021,11,23,95852,98749,56837,11335,1608,24579,82629
2021,11,24,94283,64913,9102,49113,15499,22073,44352
2021,11,25,42498,45080,36358,3676,32716,22473,31848
2021,11,26,65117,54941,78731,76369,18702,45784,15499
2021,11,27,30144,50327,63837,42347,65428,20673,63682
2021,11,28,67035,11603,56310,77670,92867,31763,6782
2021,11,29,8366,20187,47485,50863,65266,33842,60890
2021,11,30,14334,6315,39090,95802,61255,17820,48523
2021,12,1,96308,79955,54021,42803,30282,17857,85149
2021,12,2,12061,54881,55182,95447,66483,27843,53116
2021,12,3,59349,25958,16249,84066,46144,13734,31281
2021,12,4,27762,47575,22170,42095,70241,11259,27896
2021,12,5,31495,95430,26418,27802,75385,46790,60604
2021,12,6,22018,14646,72105,50430,85878,43638,15876
2021,12,7,52360,71481,35344,28061,13790,1592,72126
2021,12,8,59933,31677,63406,87694,95604,35576,56140
2021,12,9,65844,63186,388,97339,58616,43157,21492
2021,12,10,50352,39947,28448,72369,54592,16904,19150
2021,12,11,40470,60541,85025,9181,48373,20368,27241
2021,12,12,62162,88312,65719,38447,19988,29124,72492
2021,12,13,15591,31051,88632,97787,10589,5371,25125
2021,12,14,69204,48527,52968,35907,88473,47767,34627
2021,12,15,59417,14670,63776,16238,91563,48800,15418
2021,12,16,56287,85520,79011,34801,90183,11081,63247
2021,12,17,10170,6556,32090,42113,37607,20721,19899
2021,12,18,64547,42443,51375,33750,90970,20694,29656
2021,12,19,79442,18461,94282,55210,49482,24409,11447
2021,12,20,57396,23208,13217,30035,25079,8579,4835
2021,12,21,15261,69659,38081,41783,76214,20170,33895
2021,12,22,30172,7243,40145,94718,49685,41519,84819
2021,12,23,57006,28564,14474,36448,63376,25107,48009
2021,12,24,29210,99515,79456,86605,39075,42672,12991
2021,12,25,80505,17602,97825,95766,87260,2257,73900
2021,12,26,63473,38779,37794,93645,62373,44290,18362
2021,12,27,28409,2160,33181,85415,30723,14006,18214
2021,12,28,94099,5465,46222,39660,21331,42029,22616
2021,12,29,76757,34700,75607,57262,68653,23431,33027
2021,12,30,55912,25688,6926,19385,64466,11071,89381
2021,12,31,43190,71712,34094,71598,73871,33626,7012
2022,1,1,4593,63984,95225,15043,69448,41447,4702
2022,1,2,7130,83475,97318,83887,34527,22924,61148
2022,1,3,3179,62706,10526,75443,4745,33803,61179
2022,1,4,69210,11225,40559,28751,82936,41004,20349
2022,1,5,56806,74630,57360,77750,38613,2585,49145
2022,1,6,24412,10383,80198,47893,10209,43867,11779
2022,1,7,61087,83142,89278,80618,45848,16155,36060
2022,1,8,50592,66309,67238,36154,77533,24148,54904
2022,1,9,76820,15151,65252,49977,6132,22612,64079
2022,1,10,61096,91548,53223,1859,18282,49772,49752
2022,1,11,28490,43639,97882,5929,26780,3512,26546
2022,1,12,88979,19666,42605,39571,85975,26194,72076
2022,1,13,79859,50341,73331,73031,81843,38583,63007
2022,1,14,87975,77546,83437,49070,85445,36659,30929
