year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2022,9,19,79706,42317,27975,79215,46910,33478,55659
2022,9,20,11320,83226,90488,53084,87589,19235,71921
2022,9,21,22814,8309,14592,30013,81786,43820,9004
2022,9,22,42647,92503,99952,80679,94650,26664,87727
2022,9,23,8621,22003,94775,4678,80671,22749,23892
2022,9,24,27580,6227,15903,55252,5804,6390,24687
2022,9,25,93393,75624,46607,32558,284,27551,22570
2022,9,26,82070,87722,51573,24716,80225,17876,81746
2022,9,27,91226,60892,5825,99846,99246,599,24523
2022,9,28,79916,39700,4767,23847,45926,20669,75450
2022,9,29,68081,43410,20137,77825,19033,33095,80382
2022,9,30,35669,60645,89304,34090,48367,7228,8805
2022,10,1,28591,41456,96903,36168,2347,2727,52365
2022,10,2,17944,19677,56887,97859,59376,28005,78057
2022,10,3,21653,15025,33507,89734,58434,3643,37558
2022,10,4,93819,53089,94292,45839,13734,49947,69928
2022,10,5,62100,57174,38732,7042,98629,1986,63209
2022,10,6,17327,71064,95573,35270,90741,18811,79480
2022,10,7,66468,46816,87537,4473,78192,21043,74206
2022,10,8,52978,91037,78115,46796,44125,22406,52634
2022,10,9,57858,88704,72561,36309,45878,27644,3350
2022,10,10,44506,95982,2910,78185,67045,48482,53454
2022,10,11,74137,83645,62934,56957,46812,470,11429
2022,10,12,25003,87864,71986,77980,78900,100,41127
2022,10,13,39376,38858,50112,13586,27561,39024,29894
2022,10,14,89790,66668,9596,50648,79001,12505,48832
2022,10,15,62397,27339,58637,52886,10983,21570,49842
2022,10,16,57794,88391,87622,99148,92606,9607,43480
2022,10,17,87857,26058,34606,27233,64915,1070,7170
2022,10,18,8828,40093,7063,98617,23112,16658,79264
2022,10,19,2112,45515,94447,64509,72853,3084,87394
2022,10,20,187,91005,43587,57980,79396,31208,63479
2022,10,21,88353,7166,66958,76210,33223,17916,83442
2022,10,22,14490,18985,60611,39669,59077,34025,78285
2022,10,23,98541,17035,3901,652,62549,14699,41512
2022,10,24,51753,67782,15257,51939,58787,8843,16270
2022,10,25,54534,90050,16100,42886,13567,33058,59095
2022,10,26,46790,17325,38888,61279,36309,15850,40947
2022,10,27,11737,16227,55583,26629,49613,25835,7281
2022,10,28,28513,90534,25144,80265,58315,40401,38555
2022,10,29,33453,99243,74824,87986,5645,40923,77224
2022,10,30,19211,90332,82670,82352,7656,37910,33630
2022,10,31,60316,70111,60928,88405,86337,32863,35033
2022,11,1,35949,8697,58665,64461,99230,33809,31077
2022,11,2,73897,24209,9631,7349,39803,806,1687
2022,11,3,45447,8081,75262,81010,14764,7931,33361
2022,11,4,38772,12192,23343,15439,82303,34270,13843
2022,11,5,84991,33484,35228,20940,42181,10244,31752
2022,11,6,57762,10404,79181,31658,50964,38811,85359
2022,11,7,90767,5969,83397,52565,14049,8658,49926
2022,11,8,45164,32940,29639,83935,45132,2981,59374
2022,11,9,43786,53602,19568,28776,87086,21147,76067
2022,11,10,45618,81391,84171,3379,8146,13351,21389
2022,11,11,59110,68513,23099,66228,74481,6495,25144
2022,11,12,4881,81504,85070,50045,30795,14708,43979
2022,11,13,92278,84040,49704,36063,37641,19272,31191
2022,11,14,41078,40418,47257,86695,38160,31427,50074
2022,11,15,46306,11129,57814,5415,79642,30912,47994
2022,11,16,70474,3758,23137,75355,85261,24558,11751
2022,11,17,32407,39265,92081,24685,23304,41785,67099
2022,11,18,77297,27408,58289,18374,67825,21898,45069
2022,11,19,5985,69676,11494,68642,80805,19307,20408
2022,11,20,60446,50218,78401,47271,70327,1537,62625
2022,11,21,71939,42447,80727,4345,81711,39160,89029
2022,11,22,21367,47296,22480,98663,74703,30768,57036
2022,11,23,58879,19017,38456,81215,88693,49949,9856
2022,11,24,69497,35607,40263,46294,2176,18663,13564
2022,11,25,72502,36552,32541,44440,78998,13267,28785
2022,11,26,77060,18778,94165,14778,66073,16644,23440
2022,11,27,40775,13764,46828,99654,32780,1635,30868
2022,11,28,21472,51584,47076,7320,87190,37338,73613
2022,11,29,89366,22353,47177,78219,75256,29717,62659
2022,11,30,70605,9335,87795,64016,28113,31959,48794
2022,12,1,10537,14955,8585,51312,45070,5412,87317
2022,12,2,77849,73399,64536,15673,24982,11611,52992
2022,12,3,28523,15301,76605,34240,37653,40133,28811
2022,12,4,29260,36201,51469,99864,61887,39263,83879
2022,12,5,89999,37573,42672,536,68879,1257,58199
2022,12,6,13948,23020,35515,8149,96418,16402,10173
2022,12,7,37751,28013,63164,82626,43313,6120,43217
2022,12,8,97317,12604,62027,42928,48804,29847,32791
2022,12,9,10691,85461,23021,17041,23034,32045,13928
2022,12,10,91912,49653,2126,22212,89024,3992,40360
2022,12,11,1794,70394,70532,39544,14758,47,38521
2022,12,12,74422,22519,88090,88090,35122,16468,81017
2022,12,13,278,96315,73807,10968,81775,13179,74360
2022,12,14,21160,95223,78288,29424,44875,46765,31635
2022,12,15,50251,50757,98346,52044,37502,35229,17939
2022,12,16,52259,51627,46460,43032,74145,901,41121
2022,12,17,9267,17368,62137,9544,13682,2295,6863
2022,12,18,11809,65473,81222,49320,60696,9509,48743
2022,12,19,21922,56274,46729,72172,23382,11426,44215
2022,12,20,60883,46654,32154,29493,14633,44965,82524
2022,12,21,88777,45865,19996,14395,79584,32132,83938
2022,12,22,9618,34426,77152,21426,99898,8374,87097
2022,12,23,76945,34234,65840,15219,6859,28920,73742
2022,12,24,30240,90346,27957,7474,53351,26462,83318
2022,12,25,67983,87778,25841,73112,49994,45836,87506
2022,12,26,29577,44319,11444,39194,78744,4947,46971
