year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2022,4,18,2816,89993,75857,9270,23095,1410,55753
2022,4,19,87135,6560,53376,64490,48394,15519,19138
2022,4,20,2987,60992,43766,7214,17399,22133,11348
2022,4,21,32009,32331,71939,27691,31016,43099,79507
2022,4,22,44922,5951,88016,47737,12296,30224,37006
2022,4,23,51742,97985,59111,38876,4545,12486,59718
2022,4,24,52938,44356,18855,55925,21699,28973,9490
2022,4,25,39098,1105,60838,71106,49788,49128,35149
2022,4,26,80803,42226,11007,25724,64528,15374,3460
2022,4,27,93175,11949,46818,44916,9933,22280,10144
2022,4,28,30829,34765,36213,83767,95472,5067,26043
2022,4,29,17171,34039,35532,72620,51496,12721,50077
2022,4,30,1283,78200,91577,98437,20425,18935,74160
2022,5,1,1305,34308,13971,94479,46256,10788,75747
2022,5,2,72541,99419,72242,3369,50535,8454,43487
2022,5,3,46007,79872,59529,79529,13911,11413,58500
2022,5,4,81758,40485,28576,83040,35037,20153,81476
2022,5,5,55461,55439,21987,73117,89747,35957,43948
2022,5,6,52354,13097,56046,41246,12515,44639,54615
2022,5,7,79402,53092,48101,25408,32963,23982,51288
2022,5,8,63225,51746,89787,44982,8582,34714,34373
2022,5,9,43618,54866,42200,15431,10305,14186,48547
2022,5,10,16403,16495,88846,85108,29591,44891,36354
2022,5,11,58457,89529,87320,37858,58972,1772,29617
2022,5,12,91935,75753,17256,71511,43850,7042,16493
2022,5,13,52432,41756,60865,96049,12973,3065,47831
2022,5,14,39629,83602,16378,72383,96,21575,3843
2022,5,15,29686,82818,196,4495,88698,3867,58704
2022,5,16,47670,55638,38321,55956,47743,5576,87466
2022,5,17,91592,78970,60310,44023,37077,21175,6424
2022,5,18,50049,40591,606,6030,24192,33335,78412
2022,5,19,40640,54910,68606,86677,37727,18801,61171
2022,5,20,26424,89019,49875,90445,44657,4547,86400
2022,5,21,92399,76474,90218,83990,71795,527,4365
2022,5,22,8871,88053,17140,75272,44995,17745,61301
2022,5,23,85539,51080,76064,26178,22341,44670,52854
2022,5,24,60067,29822,20377,2842,18841,36603,53287
2022,5,25,79849,7501,39686,72247,83974,46255,82588
2022,5,26,55769,96782,33304,80991,84834,16795,16262
2022,5,27,29829,892,53914,15367,51971,46330,87896
2022,5,28,90663,7351,70749,50729,37172,41125,89922
2022,5,29,72364,94079,63208,52212,1579,19246,20810
2022,5,30,85553,65500,13398,57673,62281,13053,78663
2022,5,31,63467,29848,11277,9647,30739,15190,45013
2022,6,1,99061,27871,82908,89723,35221,20008,6803
2022,6,2,72393,77485,26724,61108,71563,6284,13320
2022,6,3,73142,25529,70481,75046,7380,33878,12718
2022,6,4,86013,63283,87732,49479,93130,15360,89125
2022,6,5,40220,96902,489,39280,24772,49748,59002
2022,6,6,59993,86107,2156,48737,63591,28879,89844
2022,6,7,35154,35162,39515,24647,77042,9996,19692
2022,6,8,774,10225,48761,86786,89859,36492,52616
2022,6,9,82988,68204,28092,23207,65105,44932,28838
2022,6,10,89876,44679,24191,66220,47137,26346,44956
2022,6,11,10728,71577,41152,62233,23090,47018,26879
2022,6,12,132,23365,2922,905,49942,1682,84042
2022,6,13,39800,4525,56657,39140,72728,34748,32346
2022,6,14,37832,29679,57536,27708,90709,31726,279
2022,6,15,37845,24424,25235,64924,96000,32738,17156
2022,6,16,35441,79755,30386,35572,3120,49659,82828
2022,6,17,53061,1340,73221,92860,5865,29877,11999
2022,6,18,78592,14624,10697,16424,60654,34584,30483
2022,6,19,51362,82661,70761,89207,7084,12347,50482
2022,6,20,19435,95084,13990,54876,74839,44375,76799
2022,6,21,94310,94034,75979,47370,11725,49199,26581
2022,6,22,17589,79076,4932,96181,10051,31980,18956
2022,6,23,70705,16563,5790,22066,99223,42902,67624
2022,6,24,22659,21601,14458,42093,16684,28447,86968
2022,6,25,7874,72821,3767,18535,83206,29745,25904
2022,6,26,94931,28943,38837,28871,24370,43768,11403
2022,6,27,34421,92099,86710,21477,8661,42499,69894
2022,6,28,24235,1753,3870,46893,23353,18327,78986
2022,6,29,56388,46773,85953,64262,35945,6071,42796
2022,6,30,35503,2167,65052,46785,47462,20240,35655
2022,7,1,71831,80359,33410,22603,72457,20119,4079
2022,7,2,81117,28970,20325,21703,30722,24194,28596
