year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2022,6,5,55217,62336,86955,95520,93612,23388,84334
2022,6,6,35730,60351,50875,77596,1574,18586,78790
2022,6,7,99721,57536,73338,21269,73504,29359,12946
2022,6,8,5729,39292,1832,86849,61302,22140,31340
2022,6,9,9159,30596,75747,64376,92932,29054,79895
2022,6,10,2895,18793,10580,38624,79143,11455,66220
2022,6,11,97068,96392,75009,96789,53927,14698,28057
2022,6,12,27430,60409,37354,49511,16052,5537,26359
2022,6,13,77353,77677,24050,2864,8272,16149,27239
2022,6,14,17555,95202,27133,20450,30346,4065,89073
2022,6,15,9489,15519,91644,22908,11910,33005,9696
2022,6,16,82188,64054,54105,25969,24462,41458,85479
2022,6,17,56865,46995,28189,50570,24671,18591,3433
2022,6,18,49294,84739,20671,66849,96292,14155,57298
2022,6,19,26637,18219,62722,52477,33737,4366,85385
2022,6,20,61998,53722,11432,60537,17775,15536,36506
2022,6,21,58589,56994,78336,15453,20340,22877,32374
2022,6,22,61362,91467,35806,10655,92557,6476,43855
2022,6,23,5200,20631,81152,48188,55201,43874,10665
2022,6,24,5290,14591,92401,67287,68312,3832,54176
2022,6,25,2438,69368,47033,61026,42713,41720,82831
2022,6,26,79404,64596,75204,40765,72414,11010,57771
2022,6,27,81322,83837,61626,86521,20819,9129,34709
2022,6,28,76020,19354,51725,81309,33944,10477,24947
2022,6,29,18607,64308,9122,21045,50027,22506,28422
2022,6,30,92739,14226,91252,88494,78821,32808,65610
2022,7,1,67587,93817,13381,48908,94005,41358,15429
2022,7,2,31176,50486,86489,7195,69840,4565,4855
2022,7,3,20135,15041,86153,38742,95700,45275,9786
2022,7,4,45727,67780,58207,38465,98357,15811,23311
2022,7,5,77178,48618,88920,44764,58786,2300,3671
2022,7,6,69142,10009,45451,317,60495,48291,17511
2022,7,7,46686,2855,28717,66820,34247,14870,71913
2022,7,8,29947,26496,98050,75673,10627,22609,50489
2022,7,9,8984,38419,73799,86161,3388,29071,77276
2022,7,10,62173,81370,57298,47666,7731,19101,17983
2022,7,11,68225,67391,71845,31262,86598,562,24433
2022,7,12,37196,31783,36346,83494,58278,34395,39166
2022,7,13,68904,7003,6007,77887,45421,46157,399
2022,7,14,65160,75227,44026,43684,72949,17676,51350
2022,7,15,80679,36776,39332,65255,20518,11176,6516
2022,7,16,23467,28089,10948,77015,59871,47293,20508
2022,7,17,18148,98040,36026,3404,5042,42032,7642
2022,7,18,66815,38188,78041,31974,29767,38418,85658
2022,7,19,2715,56093,67007,99745,9220,22690,4999
2022,7,20,46090,33865,61514,85908,78306,38813,12922
2022,7,21,38176,36106,23430,56324,34145,9455,26079
2022,7,22,55538,17838,73720,22352,72377,18112,70678
2022,7,23,2143,6530,46335,21209,78974,29693,60953
2022,7,24,4546,68734,2303,50635,18950,13816,12894
2022,7,25,97255,52629,15816,35431,5086,5597,38106
2022,7,26,55582,31403,84184,11119,65592,7903,13471
2022,7,27,37968,26015,4148,56463,48896,16834,64023
2022,7,28,44221,12878,14976,48766,81611,17278,85752
2022,7,29,560,97446,84998,97815,66426,813,19597
2022,7,30,71511,72761,57702,27092,4163,8237,88210
2022,7,31,86106,32491,88032,24073,74857,8531,20535
2022,8,1,23752,91716,90910,84325,4593,22237,23090
2022,8,2,2555,55866,65194,19467,53311,191,13633
2022,8,3,36088,67355,83229,7598,40115,7282,31041
