year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2022,10,18,49152,47057,56928,62963,67387,39168,63184
2022,10,19,55161,62923,81819,43279,55559,3658,29979
2022,10,20,89930,8054,85987,33000,86518,30122,50178
2022,10,21,56688,48967,56305,1566,51372,4814,9424
2022,10,22,28622,94260,13256,94125,41316,20183,87087
2022,10,23,25054,25702,70271,80215,4976,2089,63493
2022,10,24,60534,22098,89823,50463,46503,42162,3462
2022,10,25,33020,38635,39991,6060,87601,46296,47625
2022,10,26,55325,17461,37049,83946,11720,304,64422
2022,10,27,69388,36838,51509,94441,62539,38131,11007
2022,10,28,67515,6571,30851,44400,45020,20674,71215
2022,10,29,91522,29187,94676,40894,67821,1019,66953
2022,10,30,55421,63666,70929,10745,81126,24329,1042
2022,10,31,92845,90984,5464,78584,44173,23324,63025
2022,11,1,6712,27806,80383,90578,50728,11234,1329
2022,11,2,95747,31907,62543,3620,61093,23571,10865
2022,11,3,45265,24589,24169,685,88254,11450,87782
2022,11,4,69379,35778,55175,78575,43114,10638,47159
2022,11,5,87286,50313,46535,10349,94470,26917,87278
2022,11,6,45197,38150,68607,57295,86408,31149,30915
2022,11,7,63852,4719,38131,9116,45659,12300,36153
2022,11,8,33912,73749,53934,19642,25878,25460,8217
2022,11,9,68991,2450,71727,56277,52762,18261,76625
2022,11,10,47232,45177,83903,92428,99679,2509,6075
2022,11,11,86086,9,43341,49938,21080,31471,55405
2022,11,12,66738,60122,1557,17002,33870,21842,36643
2022,11,13,59748,97302,51211,45090,99751,22937,51366
2022,11,14,68864,41197,84343,16095,2726,18245,24875
2022,11,15,2404,37105,90949,4841,53465,34289,71130
2022,11,16,74544,15759,46535,41282,75881,48091,84635
2022,11,17,26102,36285,11277,2201,33586,12488,47291
2022,11,18,49688,1776,65008,18551,59325,49350,54646
2022,11,19,62050,33946,75872,80805,87402,16820,55645
2022,11,20,40867,17460,56775,15410,49570,19661,63043
2022,11,21,41802,84103,47677,67904,20387,25306,6456
2022,11,22,53972,54145,50098,3659,55920,15106,8562
2022,11,23,15244,80807,73207,93645,14753,49078,64449
2022,11,24,2154,32249,76446,59372,49708,33220,54782
2022,11,25,15629,69232,64176,57431,53334,28205,41686
2022,11,26,73721,3510,28141,44044,57654,28239,44055
2022,11,27,29925,9696,2616,45169,90502,42174,35165
2022,11,28,5254,57603,29614,23760,89851,6059,43131
2022,11,29,55910,55630,74264,87890,24861,38440,75320
2022,11,30,78194,82996,87005,68266,86505,31498,68662
2022,12,1,60510,9736,92716,90434,35783,11683,11954
2022,12,2,26284,3856,7119,47890,77810,3084,51649
2022,12,3,84012,59142,71131,39921,31123,11747,84162
2022,12,4,55983,186,89482,50528,99533,42838,15146
2022,12,5,86037,24335,63807,62898,50422,22874,33331
2022,12,6,2556,84556,21637,28840,4763,45107,76729
2022,12,7,82572,98190,64729,66583,73683,35859,52855
2022,12,8,4805,97605,67016,77139,14142,22849,87666
2022,12,9,13674,65687,79163,16062,6373,42969,78959
2022,12,10,73147,32194,48642,75702,16749,20278,10893
2022,12,11,37863,15384,97621,20434,29925,12349,57016
2022,12,12,3607,14560,26222,8411,12164,43238,65549
2022,12,13,42658,66086,29566,56331,48124,8729,88745
2022,12,14,70849,68049,67703,60347,16595,32696,86048
2022,12,15,33343,2973,56941,87558,34708,20913,67991
2022,12,16,64632,33262,11359,68238,47821,37580,43000
2022,12,17,76336,47169,78548,18993,29607,24466,81676
2022,12,18,94082,49546,96772,64930,33946,14474,55276
2022,12,19,50540,97170,77676,83883,16494,968,11440
2022,12,20,67554,38232,95782,32185,71493,7140,36775
2022,12,21,35665,61072,9774,28353,24592,38322,53697
2022,12,22,54198,12787,55372,48280,78684,2143,69561
2022,12,23,12629,32969,71189,63169,46490,15216,33403
2022,12,24,79335,32535,51194,46888,70766,46975,39073
2022,12,25,58611,70467,12199,94275,47890,21972,48979
2022,12,26,72481,10293,2676,43031,39431,24399,67662
2022,12,27,18114,42894,37222,30743,92214,24762,263
2022,12,28,38703,89977,73665,34389,38863,24858,61277
2022,12,29,9629,71832,76701,68239,58650,38899,8865
