year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2023,1,3,60739,18725,1732,97840,94609,22785,16702
2023,1,4,21811,59826,85044,93092,9152,7188,52924
2023,1,5,45368,10308,36601,81489,45406,33131,9947
2023,1,6,95389,32786,9159,27572,47801,37379,12186
2023,1,7,98585,19486,19048,75675,54562,20779,49866
2023,1,8,49170,9915,46568,70980,69740,47963,84071
2023,1,9,95244,55150,3346,40611,65458,39946,32099
2023,1,10,10863,39429,42045,22603,88566,17555,20174
2023,1,11,36366,4933,82359,51303,40770,17759,66977
2023,1,12,95331,38537,16843,44500,48452,29762,31831
2023,1,13,34543,27724,95901,29786,82874,49247,70397
2023,1,14,64683,55544,8847,91897,94972,17244,84499
2023,1,15,83538,34798,64672,36255,56083,13382,47557
2023,1,16,96852,81140,14534,8535,36029,47728,59386
2023,1,17,832,27489,1217,35374,71564,47117,41512
2023,1,18,70789,12715,68260,35471,84611,43458,43719
2023,1,19,79582,60701,58217,79471,11851,39240,82078
2023,1,20,67933,18974,19634,81136,113,519,49670
2023,1,21,52493,98246,75408,53324,42086,26624,75050
2023,1,22,30002,90092,86561,790,2807,21172,22613
2023,1,23,3769,64629,96331,83350,41682,20900,39173
2023,1,24,53532,10139,27602,37816,29112,47235,38951
2023,1,25,45577,97754,24973,98069,12351,380,31393
2023,1,26,54437,77003,56442,790,83446,9354,61579
2023,1,27,2604,46877,70543,6372,11505,33226,66074
2023,1,28,69538,54125,85246,23069,80615,29199,20884
2023,1,29,9727,76433,96187,71655,74186,21159,16075
2023,1,30,2889,37890,37467,57325,31244,10260,18114
2023,1,31,14689,85965,76044,17293,32841,12939,13664
2023,2,1,60698,46164,29737,30235,16640,31334,59656
2023,2,2,97254,60532,46891,23332,36965,43077,54986
2023,2,3,27502,80587,81061,30390,18476,34879,64066
2023,2,4,49719,61491,78531,64408,47455,20927,58052
2023,2,5,96648,33865,21715,73697,96380,17804,50283
2023,2,6,13019,99137,6290,10272,76021,3181,19956
2023,2,7,29337,12609,44941,73190,93196,42353,53580
2023,2,8,11671,93584,23997,77742,55074,18880,8501
2023,2,9,18880,89806,56552,31879,23670,44618,41927
2023,2,10,20049,62421,42210,49419,77910,48499,29690
2023,2,11,70282,18031,9645,99618,30640,20938,82807
2023,2,12,23835,29642,92738,51857,23225,33087,69598
