year,month,day,sales1,sales2,sales3,sales4,sales5,publicity_costs,costs
2022,8,5,79525,90647,5931,29888,11308,43177,69023
2022,8,6,37188,67959,13330,42261,30656,28445,71764
2022,8,7,57179,45601,78239,60229,69973,4735,14034
2022,8,8,14576,18159,59767,71318,88234,4674,12759
2022,8,9,88743,58639,8271,84620,65638,14201,24507
2022,8,10,76945,7378,53529,14132,91688,16859,56392
2022,8,11,38695,61655,24507,95873,23607,2745,22453
2022,8,12,93580,73831,32838,24507,91989,42604,65824
2022,8,13,96574,47278,44934,1669,22268,3204,6288
2022,8,14,4257,83757,17146,81201,7486,20675,61684
2022,8,15,15525,53885,84427,54219,31891,8933,80091
2022,8,16,55498,11677,38895,65429,1860,21733,49935
2022,8,17,93848,80688,2110,90422,44317,47043,42090
2022,8,18,66585,16599,94729,70841,355,11874,18394
2022,8,19,24192,82548,96429,39716,52784,30856,53934
2022,8,20,1027,6140,60376,72876,34169,49270,28304
2022,8,21,36028,71002,44590,29875,51690,13051,16648
2022,8,22,96006,26445,45089,78942,43043,39817,16135
2022,8,23,59749,51691,34528,83940,50590,30956,80007
2022,8,24,19726,28163,33940,20752,34303,44315,73627
2022,8,25,68471,93585,48282,20850,80938,42871,724
2022,8,26,48979,72273,3724,61337,98717,48812,66630
2022,8,27,58112,4981,22764,17860,56671,23643,48152
2022,8,28,23612,4599,74510,43337,32761,8450,4088
2022,8,29,83415,19116,57714,68237,29052,22347,19086
2022,8,30,9990,15217,56162,75320,87489,9885,13008
2022,8,31,2558,25048,9638,60669,30028,32401,34880
2022,9,1,3050,6044,29383,26662,26994,3893,89998
2022,9,2,76106,12342,50438,59521,31457,24503,44109
2022,9,3,60509,46850,33195,86850,78418,39356,48521
2022,9,4,65907,65592,31529,84816,90639,41166,85484
2022,9,5,37019,89918,40363,40068,12313,19746,56729
2022,9,6,39306,73638,53079,31764,2331,3516,37636
2022,9,7,50139,44370,51744,26999,91219,1290,60200
2022,9,8,69637,6997,8721,51895,72588,40249,76710
2022,9,9,79579,97766,82193,16597,4035,38907,6664
2022,9,10,16348,25004,39745,72005,14993,42823,63768
2022,9,11,17323,12690,11403,83814,57059,29499,57164
2022,9,12,48278,80788,57364,34266,87785,16084,32512
2022,9,13,76724,22684,39221,56302,36801,37765,59250
2022,9,14,40835,93023,62266,57182,18027,18362,35539
2022,9,15,33019,11184,49306,66694,40225,27061,30507
2022,9,16,97283,56559,77670,61912,53698,1385,52529
2022,9,17,41482,17468,15040,18206,56503,20612,40859
2022,9,18,93303,24728,96461,34138,17751,8726,47671
2022,9,19,52129,77087,69561,85147,4622,35219,61840
2022,9,20,44846,28631,18698,58480,85189,12720,66744
2022,9,21,55238,64104,49272,96720,97924,14312,81277
2022,9,22,54426,51275,38487,47729,76003,1299,88218
2022,9,23,10105,10024,22240,62233,3462,8153,77379
2022,9,24,24435,43371,15571,85632,72001,34268,10464
2022,9,25,73541,63339,97207,28778,27443,46478,71849
2022,9,26,25366,27141,89477,79791,78416,44316,3871
2022,9,27,70770,95614,58440,97226,21990,47032,49458
2022,9,28,25451,5184,23188,66238,64906,5110,18221
2022,9,29,36906,5730,28684,10446,69068,25890,65575
2022,9,30,96510,72368,13776,21875,99508,3252,78018
2022,10,1,94275,47567,78240,65044,43181,36680,12269
2022,10,2,65170,50063,38078,6972,55246,27618,79561
2022,10,3,20151,32727,57782,73408,38456,2817,30205
2022,10,4,7524,28707,55779,20385,1074,35906,78612
2022,10,5,16933,89158,76629,27560,53076,4868,28955
2022,10,6,12608,7899,87576,94129,57961,25653,27453
2022,10,7,29558,19622,7013,66060,52349,31146,89467
2022,10,8,7156,83963,39671,31031,29021,11802,61416
2022,10,9,46446,14059,10027,63378,3216,3007,67289
2022,10,10,72644,74226,16244,1603,82125,3819,55732
2022,10,11,56437,45823,13184,85995,65445,36548,68406
2022,10,12,34145,34046,7873,41300,18008,13895,48683
2022,10,13,63380,92048,40098,9825,6107,16476,29554
2022,10,14,25674,69482,96843,14669,43707,13086,46272
2022,10,15,42183,33256,12003,98620,79078,41538,30966
2022,10,16,60874,78085,69371,95018,12130,43595,72670
2022,10,17,46489,73842,57704,9868,65889,47801,16044
2022,10,18,88347,80628,25598,14021,66461,22440,5041
2022,10,19,26519,35525,61312,68702,68780,23314,13673
2022,10,20,64209,14851,990,41435,9288,36712,16452
2022,10,21,37769,96659,5473,610,70500,13176,16829
2022,10,22,52740,77328,62873,41087,57955,38470,1459
2022,10,23,40767,10909,16499,67286,62785,27811,72339
2022,10,24,47916,67476,52363,28476,98679,19704,19910
2022,10,25,7966,56415,22714,62086,53073,28186,42695
2022,10,26,39924,7714,5876,92664,85041,18748,60102
2022,10,27,59348,73569,21560,16466,829,4410,73751
2022,10,28,63613,48572,52441,27880,32400,4803,6355
2022,10,29,31078,74506,42617,55395,47273,15330,67480
2022,10,30,345,93515,96527,40269,17580,18754,9284
2022,10,31,18973,3853,99385,78320,77421,37296,74785
2022,11,1,78249,8057,94888,58213,56629,47328,52444
2022,11,2,89028,68483,75150,36457,42988,17766,31851
2022,11,3,90260,83095,25682,6957,92962,38560,63577
2022,11,4,26893,57313,29212,45865,61165,28596,80536
2022,11,5,38585,82243,51673,33185,90299,46560,87749
2022,11,6,63279,10239,26544,52306,78721,1694,15114
2022,11,7,38061,35811,96964,44672,18906,22646,81628
2022,11,8,28219,61205,31556,55111,34870,10767,60976
2022,11,9,96034,5714,41511,50971,87956,43183,30507
2022,11,10,94607,56094,24608,57885,66333,1151,66543
2022,11,11,61405,52844,31656,15817,88655,28620,50489
2022,11,12,23912,67617,28468,68482,45173,10024,13592
2022,11,13,80042,37142,40919,92428,42856,48782,43398
2022,11,14,47163,8316,60256,41769,80762,34863,89654
2022,11,15,63446,36014,26196,24850,5209,24203,40667
2022,11,16,10215,19174,17507,50478,86790,45974,38959
2022,11,17,48315,22349,58903,44708,59491,16173,83487
2022,11,18,18698,31306,96884,65860,39622,23492,67629
2022,11,19,20383,58354,23634,180,10719,16181,55029
