rating1,rating2,rating3,rating4,rating5,month,year
0,0,4,0,5,8,2021
0,4,4,1,4,9,2021
5,2,2,2,4,10,2021
2,0,4,3,4,11,2021
4,2,1,5,4,12,2021
5,0,4,2,2,1,2022
2,2,3,0,1,2,2022
1,1,2,1,1,3,2022
1,1,4,3,3,4,2022
4,5,2,4,5,5,2022
3,3,0,4,2,6,2022
1,4,2,4,4,7,2022
3,1,3,3,4,8,2022
2,0,1,3,5,9,2022
0,1,2,1,4,10,2022
0,3,2,2,3,11,2022
4,3,5,2,4,12,2022
5,2,5,5,1,1,2023
4,1,3,1,0,2,2023
0,5,3,2,2,3,2023
5,4,1,0,2,4,2023
1,1,4,0,5,5,2023
2,5,1,2,1,6,2023
5,3,5,3,5,7,2023
3,4,0,1,2,8,2023
5,0,5,1,2,9,2023
4,5,2,2,0,10,2023
4,4,2,2,1,11,2023
4,3,5,0,0,12,2023
