rating1,rating2,rating3,rating4,rating5,month,year
0,3,5,1,3,8,2021
5,0,2,4,0,9,2021
3,0,0,5,0,10,2021
1,4,1,3,5,11,2021
2,4,2,2,4,12,2021
2,2,0,3,2,1,2022
2,3,3,1,2,2,2022
3,4,0,5,0,3,2022
2,2,1,0,3,4,2022
1,0,0,0,5,5,2022
2,1,3,1,1,6,2022
5,2,4,2,0,7,2022
0,5,2,1,5,8,2022
0,2,0,0,1,9,2022
1,3,4,1,3,10,2022
1,3,0,0,2,11,2022
4,5,1,0,1,12,2022
0,0,4,0,3,1,2023
4,3,4,3,4,2,2023
4,0,2,3,4,3,2023
3,4,5,1,1,4,2023
4,1,3,2,1,5,2023
5,3,2,1,0,6,2023
5,4,4,4,2,7,2023
0,2,5,1,4,8,2023
4,5,4,0,0,9,2023
4,5,1,2,2,10,2023
3,3,5,5,4,11,2023
5,1,4,1,1,12,2023
