rating1,rating2,rating3,rating4,rating5,month,year
3,0,1,4,4,7,2021
1,5,4,3,3,8,2021
2,0,5,5,2,9,2021
2,3,4,1,2,10,2021
4,0,0,1,2,11,2021
5,4,0,2,2,12,2021
5,2,2,5,2,1,2022
4,2,1,0,5,2,2022
1,5,5,3,5,3,2022
5,3,1,4,1,4,2022
1,1,1,1,5,5,2022
4,3,2,2,2,6,2022
3,2,5,4,5,7,2022
4,4,4,0,2,8,2022
3,4,3,4,3,9,2022
4,1,5,1,0,10,2022
1,1,2,0,5,11,2022
4,0,3,2,0,12,2022
3,0,2,4,1,1,2023
1,3,2,2,3,2,2023
1,5,5,4,1,3,2023
4,5,2,2,1,4,2023
2,3,5,5,2,5,2023
2,5,2,0,4,6,2023
5,1,0,2,1,7,2023
3,4,5,2,0,8,2023
2,4,5,4,2,9,2023
2,5,0,2,4,10,2023
0,1,4,0,2,11,2023
0,2,4,1,3,12,2023
