rating1,rating2,rating3,rating4,rating5,month,year
0,3,5,5,5,8,2021
4,5,1,3,5,9,2021
3,4,3,3,2,10,2021
2,5,3,0,3,11,2021
5,2,2,2,1,12,2021
0,0,5,1,2,1,2022
4,5,0,3,0,2,2022
3,2,5,2,2,3,2022
5,0,0,5,4,4,2022
2,1,1,5,0,5,2022
0,1,5,5,0,6,2022
5,2,5,3,1,7,2022
3,4,5,5,1,8,2022
1,0,5,0,4,9,2022
2,5,4,3,3,10,2022
1,3,2,4,2,11,2022
0,0,4,2,4,12,2022
1,5,0,4,5,1,2023
3,1,0,4,3,2,2023
1,0,0,0,5,3,2023
5,2,2,2,2,4,2023
2,3,4,0,1,5,2023
0,3,2,2,2,6,2023
1,5,3,2,3,7,2023
3,4,2,3,0,8,2023
2,5,4,5,0,9,2023
4,1,4,2,3,10,2023
5,1,4,5,0,11,2023
4,1,5,5,0,12,2023
