rating1,rating2,rating3,rating4,rating5,month,year
2,5,4,4,4,5,2021
1,2,4,0,1,6,2021
2,1,4,0,0,7,2021
4,1,3,2,2,8,2021
2,1,2,3,2,9,2021
2,2,3,0,2,10,2021
5,0,5,2,4,11,2021
2,4,4,3,0,12,2021
1,2,3,1,0,1,2022
5,3,1,3,4,2,2022
4,1,5,2,2,3,2022
2,0,3,1,0,4,2022
3,5,2,0,0,5,2022
3,0,4,2,4,6,2022
0,4,1,2,3,7,2022
3,4,2,2,4,8,2022
1,0,5,3,5,9,2022
0,0,3,1,5,10,2022
5,1,5,1,5,11,2022
3,2,4,3,5,12,2022
2,3,2,4,3,1,2023
4,4,5,5,3,2,2023
1,4,2,2,2,3,2023
3,1,3,1,5,4,2023
2,4,2,2,0,5,2023
1,5,1,3,2,6,2023
0,1,3,2,5,7,2023
5,3,0,2,3,8,2023
2,4,0,2,1,9,2023
3,3,3,5,0,10,2023
3,5,5,0,0,11,2023
5,0,4,3,3,12,2023
