rating1,rating2,rating3,rating4,rating5,month,year
1,0,4,5,0,5,2021
3,2,4,3,3,6,2021
2,4,1,3,5,7,2021
0,1,4,0,0,8,2021
1,1,2,3,2,9,2021
3,0,0,5,3,10,2021
1,0,0,1,4,11,2021
3,3,0,4,0,12,2021
1,4,3,3,2,1,2022
0,2,2,4,1,2,2022
3,1,3,4,3,3,2022
4,1,5,0,3,4,2022
0,3,1,4,0,5,2022
2,4,3,5,3,6,2022
0,1,5,4,5,7,2022
4,3,0,1,1,8,2022
3,3,0,5,2,9,2022
0,4,4,4,0,10,2022
5,1,3,3,0,11,2022
2,3,4,0,0,12,2022
3,5,5,0,1,1,2023
0,4,0,3,3,2,2023
4,4,5,3,1,3,2023
0,0,4,3,3,4,2023
2,0,0,4,1,5,2023
0,4,5,0,0,6,2023
4,5,4,5,3,7,2023
3,4,1,5,4,8,2023
3,3,5,4,3,9,2023
0,4,0,0,0,10,2023
2,1,3,0,0,11,2023
2,4,1,5,2,12,2023
