rating1,rating2,rating3,rating4,rating5,month,year
2,4,3,2,0,10,2021
3,1,3,5,4,11,2021
1,3,4,0,3,12,2021
4,4,1,4,0,1,2022
2,3,3,5,2,2,2022
5,3,2,3,0,3,2022
4,5,3,0,0,4,2022
5,0,2,1,3,5,2022
5,1,4,4,2,6,2022
5,1,0,3,2,7,2022
0,5,2,4,1,8,2022
0,1,0,3,4,9,2022
5,1,3,1,1,10,2022
4,4,5,5,2,11,2022
0,5,5,0,4,12,2022
3,5,0,2,4,1,2023
1,0,3,2,2,2,2023
1,1,2,0,4,3,2023
5,1,0,2,0,4,2023
4,3,2,5,2,5,2023
0,0,2,3,5,6,2023
3,3,0,0,1,7,2023
4,0,5,1,5,8,2023
3,3,4,2,3,9,2023
4,3,5,3,2,10,2023
0,4,1,5,2,11,2023
5,2,0,3,0,12,2023
