rating1,rating2,rating3,rating4,rating5,month,year
2,2,2,3,3,9,2021
4,5,0,0,2,10,2021
5,4,3,2,4,11,2021
2,5,3,0,3,12,2021
4,0,4,2,5,1,2022
4,5,4,3,5,2,2022
5,2,4,0,5,3,2022
0,0,2,1,0,4,2022
2,4,4,1,3,5,2022
3,2,3,1,2,6,2022
0,0,1,0,0,7,2022
0,2,0,4,4,8,2022
1,2,1,2,1,9,2022
2,2,5,5,1,10,2022
4,2,1,1,0,11,2022
0,4,2,1,1,12,2022
1,2,2,3,3,1,2023
5,4,2,3,4,2,2023
3,4,0,1,0,3,2023
1,3,1,5,0,4,2023
1,3,4,0,4,5,2023
3,0,4,4,4,6,2023
1,1,0,0,2,7,2023
5,5,0,5,2,8,2023
5,1,2,0,5,9,2023
5,1,0,1,0,10,2023
3,4,0,4,4,11,2023
2,3,2,1,3,12,2023
