rating1,rating2,rating3,rating4,rating5,month,year
2,1,3,2,0,10,2021
4,3,1,2,1,11,2021
3,2,0,3,0,12,2021
3,5,3,2,3,1,2022
2,1,1,1,2,2,2022
0,5,0,5,1,3,2022
0,0,2,2,3,4,2022
1,2,0,2,3,5,2022
0,0,4,2,0,6,2022
0,0,5,2,3,7,2022
0,2,5,3,1,8,2022
1,0,5,4,3,9,2022
3,5,5,5,2,10,2022
2,0,0,4,4,11,2022
5,5,0,5,4,12,2022
1,1,2,5,1,1,2023
2,4,4,4,4,2,2023
3,5,3,4,0,3,2023
3,5,4,4,0,4,2023
0,1,2,1,0,5,2023
1,2,3,0,4,6,2023
4,4,4,2,4,7,2023
5,5,5,5,0,8,2023
0,1,2,4,2,9,2023
3,0,4,2,4,10,2023
5,3,3,4,1,11,2023
3,1,1,3,4,12,2023
