rating1,rating2,rating3,rating4,rating5,month,year
2,2,5,5,0,11,2021
0,4,2,1,5,12,2021
2,4,4,5,5,1,2022
2,4,4,0,3,2,2022
4,2,2,0,3,3,2022
4,4,2,3,5,4,2022
0,2,3,4,3,5,2022
1,4,4,5,5,6,2022
0,5,2,1,0,7,2022
0,3,0,0,1,8,2022
2,5,3,4,5,9,2022
5,5,2,3,0,10,2022
0,1,1,5,5,11,2022
5,3,1,0,3,12,2022
1,3,3,2,1,1,2023
0,2,2,0,2,2,2023
0,3,5,3,5,3,2023
3,2,0,5,2,4,2023
4,2,3,4,2,5,2023
0,1,4,1,5,6,2023
5,1,5,5,2,7,2023
3,1,5,5,2,8,2023
1,2,2,2,5,9,2023
1,0,4,2,1,10,2023
2,4,5,5,5,11,2023
1,2,5,0,2,12,2023
