year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2014,10,28,64219,60159,68143,29064,49963,1889.97,2948,2406,1310,6140,36144,16086,30768
2014,10,29,34020,67717,10066,3637,80282,1889.97,2418,4130,2208,9736,17133,19036,21281
2014,10,30,31462,33792,42729,89649,21751,1889.97,3237,2320,4686,5474,47735,18622,44529
2014,10,31,13500,15684,73407,39810,58176,1889.97,2247,2194,2267,9278,12182,23900,9551
2014,11,1,54601,89383,67154,50690,6517,2331.5,3502,1659,1504,8150,94761,30275,26668
2014,11,2,36389,97082,51315,69121,44818,2331.5,3971,1852,1452,5132,35028,10552,22315
2014,11,3,27380,43575,48891,26044,72110,2331.5,2340,3061,4877,9494,93750,17745,39144
2014,11,4,22514,92254,24406,24613,96756,2331.5,4887,3143,2600,6201,18615,43769,35519
2014,11,5,28517,17587,70622,90590,89071,2331.5,2212,2801,1162,7455,75197,16178,22002
2014,11,6,66599,87538,97099,27828,67032,2331.5,573,1802,1622,6330,30508,12561,7202
2014,11,7,71849,51749,45706,20801,24302,2331.5,4569,4169,4611,6202,59758,14754,30673
2014,11,8,23545,21972,36484,5473,65779,2331.5,4509,2376,1148,5930,76555,48953,11681
2014,11,9,80162,72129,4850,95968,8459,2331.5,4880,1659,3458,6937,17459,44111,1711
2014,11,10,67611,32030,13282,82222,49925,2331.5,902,3468,1362,8737,78941,27140,23040
2014,11,11,66770,54803,25869,82340,27763,2331.5,1292,4275,1818,10002,36594,15715,18777
2014,11,12,70556,61476,12375,90366,48413,2331.5,4477,1022,4566,7758,14595,44490,46186
2014,11,13,37150,499,17960,64865,55588,2331.5,3356,3709,3054,9382,21048,12169,13253
2014,11,14,19354,18693,36445,10258,37538,2331.5,2324,3093,4514,8470,98458,49278,23040
2014,11,15,17237,49288,31654,11803,97046,2331.5,1293,1104,1746,9814,31763,18686,46249
2014,11,16,3857,90120,57396,88263,90697,2331.5,872,1401,4839,6876,53011,17376,44796
2014,11,17,26268,95336,91822,77134,82739,2331.5,1411,4974,1848,8064,28128,11890,6633
2014,11,18,54314,774,19865,17412,91378,2331.5,1097,1934,3098,9844,99848,15147,1628
2014,11,19,4640,280,91549,34479,53508,2331.5,3207,4774,1247,9718,73259,38985,10912
2014,11,20,16661,49672,55312,72581,74088,2331.5,1897,3400,4213,8113,62164,41942,33440
2014,11,21,46093,14614,3529,4191,24459,2331.5,689,1826,3655,7190,96280,23515,3377
2014,11,22,54502,14488,69642,10749,40868,2331.5,1085,3880,2572,7748,62812,16659,42902
2014,11,23,37541,21062,11413,21754,99175,2331.5,902,1094,3189,7160,65808,28999,23577
2014,11,24,36952,51499,74450,56960,61441,2331.5,958,1892,2920,7990,43042,17584,37082
2014,11,25,59369,9128,49020,51941,46877,2331.5,4952,4416,2892,6364,22521,48418,11832
2014,11,26,36293,52569,10037,40834,2497,2331.5,4833,4447,3695,5142,12758,10280,25846
2014,11,27,47716,43233,37429,65636,59701,2331.5,774,4068,4598,9794,87361,11334,30471
2014,11,28,17978,22314,53595,50871,85030,2331.5,640,1321,1387,5677,62154,13883,42468
2014,11,29,17875,48340,19684,77922,25326,2331.5,4408,3040,2026,6836,55027,13878,32442
2014,11,30,17308,12155,87147,6906,18301,2331.5,1083,1277,3172,6029,14026,48201,24508
2014,12,1,35493,35875,16236,61170,14382,1769.29,4043,2720,1154,6964,88046,14947,46472
2014,12,2,56373,77439,56974,93209,48819,1769.29,1867,2324,2198,8566,95624,36705,8700
2014,12,3,26208,48254,99879,88589,68106,1769.29,3436,3597,1254,9672,64766,14687,14432
2014,12,4,72496,60162,43760,88650,33478,1769.29,3596,4849,1202,6922,99409,24414,31806
2014,12,5,35622,42630,51739,64172,92754,1769.29,877,3961,1967,7107,23901,30072,13715
2014,12,6,81539,67339,83670,48197,43363,1769.29,2883,1724,4948,6643,20858,16860,14788
2014,12,7,4801,74455,64627,46749,17729,1769.29,2514,4702,3017,5604,33873,15770,30389
2014,12,8,69319,1103,51084,97639,68210,1769.29,2710,1100,3675,7732,14296,16366,24986
2014,12,9,42520,43533,17895,83821,16528,1769.29,3597,1327,4558,6458,84428,47287,38753
2014,12,10,19965,21943,33342,42982,27548,1769.29,894,1865,3317,5088,94503,36526,17215
2014,12,11,33877,88567,18979,92552,82651,1769.29,4588,1521,3159,8834,25341,19382,33276
2014,12,12,83939,83940,47366,29849,23516,1769.29,3487,3479,3736,6828,11278,31283,31794
2014,12,13,94044,77916,94501,62361,20455,1769.29,982,4330,3922,8444,63233,26572,39005
2014,12,14,83845,74174,34446,77004,3008,1769.29,1689,3297,1430,6646,33146,49945,26140
2014,12,15,82201,26634,59777,52289,69815,1769.29,3571,3857,1855,8071,42569,43662,12589
2014,12,16,33428,74160,64345,43702,8377,1769.29,556,3572,3103,8638,85575,21111,27579
2014,12,17,47211,88617,24409,23641,55376,1769.29,4937,2575,1892,9713,89863,36706,23907
2014,12,18,78654,39787,50564,51861,84210,1769.29,1874,2637,3643,5152,61338,16754,9485
2014,12,19,86502,97965,16945,4605,69036,1769.29,715,2597,3840,6476,72589,29215,18873
2014,12,20,40383,12527,33143,57275,28592,1769.29,3980,3596,4143,7230,75456,13353,39358
2014,12,21,36732,53684,97343,20376,96255,1769.29,3747,2755,2996,8202,87359,16776,8681
2014,12,22,80916,29428,90981,21109,95904,1769.29,1675,2637,1095,9818,26264,21038,13570
2014,12,23,5528,86597,44635,1024,13845,1769.29,728,1160,1478,8070,70950,10958,36444
2014,12,24,53103,16050,1840,26100,78094,1769.29,4482,1470,4977,7290,12820,47232,39199
2014,12,25,55385,29497,99871,47833,95667,1769.29,918,1193,4082,6209,18568,18566,42487
2014,12,26,99005,99297,9855,5483,93719,1769.29,4566,1821,4558,6405,89272,24003,47157
2014,12,27,15604,90107,99364,50582,98274,1769.29,2813,3658,3032,8080,17842,20050,28537
2014,12,28,72874,19417,87596,18309,65626,1769.29,2586,4629,1812,7594,70111,15531,6165
2014,12,29,950,94678,78705,46860,21083,1769.29,862,3038,1582,6577,19971,39060,34329
2014,12,30,15114,34137,59071,89498,64525,1769.29,4547,2397,2680,7143,55705,28306,43265
2014,12,31,69660,33293,42936,91472,53437,1769.29,2002,1484,1742,8262,17596,27863,29400
2015,1,1,88459,47254,77174,91389,67225,2786.65,2853,2712,1242,9434,82236,18567,16234
2015,1,2,88251,35987,31248,51746,91692,2786.65,1404,1335,1614,9228,94772,30944,25906
2015,1,3,36231,81862,71373,38290,99459,2786.65,1027,4268,2840,8200,95656,46416,15588
2015,1,4,786,18511,14130,42441,47214,2786.65,1007,1882,3703,8607,14274,13504,12718
2015,1,5,50865,24966,98083,36058,54194,2786.65,2001,1776,1068,9462,61417,13766,9207
2015,1,6,20314,2445,11147,33155,36998,2786.65,4570,2782,3017,7798,80223,10470,23156
2015,1,7,72770,57583,57046,37825,82542,2786.65,4571,3406,1924,5318,69463,22469,10607
2015,1,8,18213,52818,79246,9281,7544,2786.65,1158,2856,1632,7324,77362,12808,7015
2015,1,9,66813,23286,66943,41182,83337,2786.65,2763,2457,2452,9808,10282,19993,13518
2015,1,10,96768,4854,53400,15044,13860,2786.65,2512,3424,3384,6230,57704,15927,39216
2015,1,11,40125,90216,60136,32288,50225,2786.65,1447,3388,2135,8390,74569,26823,3851
2015,1,12,8260,37333,49282,45712,73493,2786.65,705,1611,1546,5456,13302,10980,25916
2015,1,13,91024,5520,59405,99408,88630,2786.65,1686,1830,1174,8174,77393,40251,33461
2015,1,14,62025,55193,23640,39160,83583,2786.65,982,1842,3244,6490,53905,16188,14561
2015,1,15,57531,19611,44701,38300,55068,2786.65,631,2442,4578,5035,61850,23207,12708
2015,1,16,74848,93537,34665,14876,1711,2786.65,1478,1526,3602,5910,19245,33536,28410
2015,1,17,76031,51581,91731,60628,33196,2786.65,3716,1462,1014,9768,45377,36665,45637
2015,1,18,58828,11009,99109,43406,52396,2786.65,2964,3594,1702,7629,58469,38909,27311
2015,1,19,12391,79949,68996,95993,57771,2786.65,881,1286,1173,7611,10779,11450,4594
2015,1,20,33248,45848,96447,14847,25617,2786.65,2863,4443,1080,6971,27849,37930,8176
2015,1,21,44282,60814,97878,31481,44795,2786.65,1741,2185,2646,8382,69529,26768,6347
2015,1,22,26682,65411,76922,99207,69375,2786.65,4927,2621,3548,7725,33819,25516,37701
2015,1,23,75902,1684,59960,77789,68655,2786.65,719,4288,1326,7202,77120,42472,4161
2015,1,24,86295,13862,16010,55294,52302,2786.65,2061,1370,2301,8982,94541,36675,35540
2015,1,25,63036,15821,55650,96584,49899,2786.65,2099,2151,1151,8410,19939,26158,39469
2015,1,26,68924,52011,21799,66602,81959,2786.65,4073,4605,4131,5770,39898,47784,48919
2015,1,27,43327,38312,93120,10628,13647,2786.65,3655,1681,4833,9304,73264,19731,37662
2015,1,28,25125,61716,28235,16277,26478,2786.65,3786,1630,1536,9494,78353,48495,48175
2015,1,29,45855,3780,83101,91338,45215,2786.65,4121,3540,2661,8994,15519,41307,39351
2015,1,30,86255,79175,84341,6088,98479,2786.65,2171,3603,1352,6630,56231,12149,7605
2015,1,31,84932,65018,73902,1469,11954,2786.65,1315,2807,1034,9415,49144,17600,2256
2015,2,1,38266,6141,32779,20507,21660,2769.29,1760,1678,4778,9200,15664,48735,40439
2015,2,2,21372,55620,34407,58129,28203,2769.29,4412,3219,1809,7232,21524,10842,12908
2015,2,3,93548,79332,11451,92963,28476,2769.29,3079,3093,1542,7209,19951,39553,29051
2015,2,4,37648,26713,90388,62427,72265,2769.29,2513,3635,4375,7706,68115,22578,22405
2015,2,5,41180,27528,32150,27989,4760,2769.29,3404,4658,3005,9718,15250,27833,3675
2015,2,6,56609,72052,60927,24503,69262,2769.29,4055,3260,3941,6430,85686,46205,30878
2015,2,7,43200,79552,6193,53927,91472,2769.29,1504,2650,4539,8654,76990,11312,40661
2015,2,8,62329,76747,70310,95334,4305,2769.29,4518,2264,1333,6796,14198,15638,44283
2015,2,9,64027,32174,75208,4320,52969,2769.29,525,2519,1797,6148,66446,48268,27246
2015,2,10,13730,42951,97271,48270,67957,2769.29,554,1166,3710,9446,41970,38014,40613
2015,2,11,84864,31489,65279,51198,14638,2769.29,4495,3663,1148,9414,82982,34890,33397
2015,2,12,71949,99860,97410,28746,22930,2769.29,3365,3010,3158,6987,17631,41114,30208
2015,2,13,13952,37904,37752,97662,28486,2769.29,675,4700,2561,7305,97249,42198,29722
2015,2,14,50702,16746,37214,82623,11448,2769.29,2512,4747,1407,5126,44844,25688,20197
2015,2,15,61482,54562,28700,992,61549,2769.29,3458,1008,1938,6209,73160,11775,12683
2015,2,16,42283,75188,91476,86196,42493,2769.29,4746,4545,1822,7866,17050,33269,38726
2015,2,17,18508,76033,49370,54916,57307,2769.29,603,1190,3775,5654,36131,26675,44214
2015,2,18,54690,44590,2176,71628,90799,2769.29,3402,4432,3227,9902,35628,25719,41688
2015,2,19,29955,80375,51618,51777,78686,2769.29,1398,2193,2521,6206,68460,26180,10138
2015,2,20,61333,15416,61321,26460,7423,2769.29,3135,2111,3393,6678,50090,15543,47452
2015,2,21,79702,83493,14977,62929,24722,2769.29,630,1028,3682,6617,22804,42367,16957
2015,2,22,33107,40555,55913,85628,7674,2769.29,3159,1462,1140,9479,11817,13562,24373
2015,2,23,3284,81305,25674,61677,52967,2769.29,3571,2668,1224,9808,11948,16680,42116
2015,2,24,41856,16949,87709,5538,89918,2769.29,4257,3023,3771,5718,25003,41445,26866
2015,2,25,60895,53163,76804,17035,58995,2769.29,596,2277,1277,5252,40305,11200,4973
2015,2,26,14737,83877,4616,6696,75129,2769.29,3375,1983,4864,7436,38873,39782,16565
2015,2,27,70654,3131,79158,54425,23300,2769.29,2221,4193,3675,5376,17579,32669,4161
2015,2,28,60350,98176,11299,62979,37149,2769.29,3573,3236,1831,6388,74931,26959,1604
2015,3,1,14660,60296,89618,58448,99169,2565.03,4100,3650,4909,7058,58301,45421,45752
2015,3,2,62099,58848,19097,17475,76427,2565.03,2823,1918,4415,7153,28102,47370,18118
2015,3,3,75728,96340,15555,98917,87623,2565.03,982,3633,1034,7990,77080,16662,8866
2015,3,4,6743,6181,69683,48004,6058,2565.03,3424,3155,1831,8873,85629,29609,27985
2015,3,5,13343,79806,70564,9111,36959,2565.03,1480,4037,1357,8386,27953,15331,48667
2015,3,6,47253,99327,33966,82765,60318,2565.03,3797,3411,2226,9831,31414,23283,11046
2015,3,7,64168,41191,7791,50999,86416,2565.03,608,4758,4576,7523,25220,42887,43420
2015,3,8,16190,98053,71925,43899,86440,2565.03,4230,1686,1122,6400,32807,25873,16231
2015,3,9,20593,82957,59285,37819,19141,2565.03,2453,3307,3241,6410,50658,16278,7051
2015,3,10,11368,97619,67119,944,15142,2565.03,758,2683,1594,8458,91581,43182,42339
2015,3,11,64690,67164,43226,80246,76711,2565.03,2471,2303,1693,8107,51473,10833,42385
2015,3,12,55159,45280,94141,19752,46875,2565.03,759,3241,3768,8470,75537,23910,11151
2015,3,13,46569,35720,21594,53312,84179,2565.03,1493,3867,1690,9718,45465,23400,13175
2015,3,14,82104,17937,70704,73797,66044,2565.03,4629,2553,2456,5121,73656,14330,22178
2015,3,15,56273,60769,72573,15041,14999,2565.03,614,1566,1510,6504,14878,34359,48110
2015,3,16,56423,77724,33227,69465,67443,2565.03,2864,1804,2979,7146,39693,45375,45044
2015,3,17,35746,40675,49281,19554,52148,2565.03,3883,3419,3705,5624,39812,48703,22938
2015,3,18,87269,61467,76622,3802,4715,2565.03,3160,2488,1160,7738,46952,19369,7852
2015,3,19,32783,89817,35267,62114,19737,2565.03,2488,1954,1985,6252,91386,34132,24960
2015,3,20,46059,41623,8905,46116,80782,2565.03,4818,3050,1534,7791,71851,47600,15069
2015,3,21,45644,76364,25089,47571,30454,2565.03,1939,3235,4561,8850,41701,14297,38393
2015,3,22,43517,99190,86132,75502,22311,2565.03,4633,4720,4139,9788,30835,49921,27518
2015,3,23,49958,92006,84324,92845,29798,2565.03,1796,1792,1998,8237,39362,45694,22527
2015,3,24,86630,72654,58931,81191,24859,2565.03,986,3374,1172,6506,60227,19370,16984
2015,3,25,75489,19861,55908,94629,4751,2565.03,901,1059,1750,6334,80255,41249,3096
2015,3,26,84103,37053,33042,49344,35290,2565.03,1389,1918,2760,5254,19461,10502,38756
2015,3,27,53655,31302,87345,69828,29273,2565.03,1014,4760,3784,6556,15740,19574,47572
2015,3,28,16369,26642,75946,11470,54570,2565.03,2718,3671,4605,8478,17494,11246,22554
2015,3,29,7220,65757,83165,84981,2428,2565.03,3950,1082,1142,5210,42261,45902,18978
2015,3,30,38867,99628,664,39003,12901,2565.03,3888,1252,4397,6186,73442,30318,16404
2015,3,31,8740,26161,68991,34697,44625,2565.03,942,3196,1816,5458,53176,40596,39709
2015,4,1,57127,46679,81067,64774,5292,1925.8,4992,1270,2632,8994,50522,10387,26970
2015,4,2,2884,96144,86137,55422,69586,1925.8,4160,2098,1797,8856,73074,15724,16456
2015,4,3,94799,41271,79675,90257,10799,1925.8,1044,2925,3300,8474,32698,19802,20271
2015,4,4,79081,69043,76214,73065,28038,1925.8,4803,2272,4231,5940,10802,25168,43088
2015,4,5,18748,66854,53619,36897,82062,1925.8,4753,1859,4315,6302,83467,45114,26694
2015,4,6,27402,4513,79392,60702,22976,1925.8,1996,2055,1132,9132,91471,25521,12090
2015,4,7,67650,91275,72794,23233,93567,1925.8,4752,3665,3691,8371,65561,40752,25487
2015,4,8,61417,10316,33964,45732,67447,1925.8,2197,4848,4646,6588,55549,27621,33783
2015,4,9,48679,3899,96029,46163,28460,1925.8,3035,2460,1078,6694,35692,10098,37500
2015,4,10,52667,446,33711,11358,35169,1925.8,3461,1584,1886,8776,58667,43385,15624
2015,4,11,52559,15866,88234,7206,52454,1925.8,1178,2483,4032,7207,79997,17698,10135
2015,4,12,1059,68033,21305,96185,45213,1925.8,2581,4230,1238,5194,41939,25314,23350
2015,4,13,66915,10401,38251,9206,45529,1925.8,3942,3087,4134,7064,21644,47940,13270
2015,4,14,14,22823,31776,80399,36382,1925.8,594,2440,2509,6898,49976,15454,28126
2015,4,15,248,67558,88305,90394,35201,1925.8,2059,3467,1996,6661,44024,10130,30245
2015,4,16,99932,79319,16965,45418,19198,1925.8,3357,1134,4134,5970,15960,30516,4961
2015,4,17,19611,21555,84309,32120,64806,1925.8,1193,1404,3194,9006,88150,19746,34285
2015,4,18,24743,20210,4566,81739,6872,1925.8,4263,3154,4259,7579,68571,29808,14942
2015,4,19,72540,28282,15372,66675,19767,1925.8,2190,1466,4238,7850,87847,12950,47684
2015,4,20,32135,10394,31800,66681,4892,1925.8,2779,1980,1511,7344,27723,29734,19950
2015,4,21,38639,28340,2889,82898,45919,1925.8,4058,4810,1092,8868,11942,17750,37812
2015,4,22,42113,15027,7939,27703,12877,1925.8,3097,1362,2531,6249,44395,27422,12139
2015,4,23,46199,97175,73408,19062,70871,1925.8,618,4508,2173,8035,17526,24444,17483
2015,4,24,5848,87817,59255,38292,98598,1925.8,502,2061,2116,8440,84764,19998,10739
2015,4,25,10579,62862,66355,49462,5463,1925.8,1883,3013,4275,6642,87074,11498,27102
2015,4,26,84126,2223,37359,46299,36610,1925.8,742,3808,1636,6348,97100,15233,12469
2015,4,27,23439,87603,22296,15555,2395,1925.8,546,4325,1272,6516,78786,16184,7060
2015,4,28,30355,72023,76101,70983,38665,1925.8,3832,4141,1748,6190,85440,18358,13175
2015,4,29,98660,72535,77167,65296,18884,1925.8,1881,3673,4572,9176,74228,46967,40619
2015,4,30,92588,11127,42645,95212,30732,1925.8,3298,2438,4804,9398,48420,14821,37783
2015,5,1,47253,3963,40674,99795,5755,1900.81,3453,3289,3902,7508,13524,19050,25384
2015,5,2,26983,88550,54094,96159,62778,1900.81,846,1054,1408,5078,20987,14190,17413
2015,5,3,19960,98426,90348,15710,63198,1900.81,4634,1801,1958,6670,26596,31237,21521
2015,5,4,7044,25050,75879,75946,5151,1900.81,1818,2132,4303,5911,44642,23433,5755
2015,5,5,89676,49740,63690,16084,66401,1900.81,1625,1359,4454,6658,16614,12651,34677
2015,5,6,74845,93056,89454,50328,24716,1900.81,2916,3110,2450,9974,24056,12601,16050
2015,5,7,62253,92227,11086,72908,14490,1900.81,2692,4164,1819,6381,36599,18314,22081
2015,5,8,27411,49577,7283,26865,52902,1900.81,867,2745,3758,6718,94424,19660,25704
2015,5,9,27722,58693,7936,1525,15191,1900.81,964,3794,1148,6278,66702,10126,48344
2015,5,10,79995,29395,75575,1815,72129,1900.81,2737,4538,1750,7670,42754,31003,12174
2015,5,11,55724,64974,58749,90834,76647,1900.81,658,1448,4569,8593,22243,26112,19526
2015,5,12,6938,2721,69907,47507,10636,1900.81,3917,1268,2355,8992,17600,17962,36609
2015,5,13,6666,31534,70374,84768,77906,1900.81,770,3628,4452,7030,40813,37450,29480
2015,5,14,76748,91472,8171,21318,50065,1900.81,2429,3353,4486,7335,20860,26473,30414
2015,5,15,20297,39778,83455,2652,34269,1900.81,3486,2285,1150,7062,42052,18040,42251
2015,5,16,89691,74175,68021,495,65046,1900.81,2945,1792,1246,6115,63109,16720,8834
2015,5,17,42881,76891,40075,8719,60579,1900.81,794,1758,2063,8646,99877,17683,10935
2015,5,18,77249,89716,41322,17384,49927,1900.81,1775,4616,3900,9795,56462,38945,49726
