year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2018,1,12,50703,48321,10626,69756,77701,2957.1,966,4131,4211,8526,24292,46207,3500
2018,1,13,89987,18420,54981,73493,58138,2957.1,1710,1654,1594,5862,71290,15678,30971
2018,1,14,3025,34422,66204,50114,47599,2957.1,1783,3300,1504,8761,84407,49204,6832
2018,1,15,38613,30375,69689,54177,30985,2957.1,1735,1952,3751,6890,94463,36888,43981
2018,1,16,19038,1175,68284,30633,41532,2957.1,2662,1824,1414,5217,27372,37944,5926
2018,1,17,68402,85509,52598,89906,70622,2957.1,932,4233,2378,5149,63409,48363,37005
2018,1,18,85483,80146,35687,14234,68213,2957.1,1122,2250,2675,9405,34234,39206,30150
2018,1,19,41683,63249,66467,32030,58466,2957.1,4973,3218,1406,5150,49475,16319,43839
2018,1,20,59576,54938,75554,43306,30087,2957.1,3020,1920,1811,7422,46154,20024,5315
2018,1,21,40209,63629,23627,87884,49386,2957.1,3442,1067,1108,6260,23096,45925,7861
2018,1,22,70099,93071,55497,82150,31993,2957.1,3468,2919,1260,6118,51225,12704,4972
2018,1,23,95689,25598,54620,63852,35657,2957.1,938,1738,4401,7716,80099,13786,1558
2018,1,24,81714,89894,4855,19174,66154,2957.1,1451,1252,2372,6947,34753,19365,27951
2018,1,25,8271,83222,77285,84532,23596,2957.1,2230,1280,1866,7426,99486,12240,44862
2018,1,26,62624,16067,98332,43377,39920,2957.1,3515,2985,3324,8369,73510,13414,28431
2018,1,27,22672,4962,3434,60045,8261,2957.1,4409,1531,1408,6100,17142,11355,38187
2018,1,28,67908,24645,96991,38367,86494,2957.1,833,1902,3894,9164,25197,18814,12829
2018,1,29,53947,98713,23152,38623,77082,2957.1,4452,1104,1623,5780,76148,19776,46662
2018,1,30,31073,21910,42767,52481,44956,2957.1,3835,2862,4824,7177,67580,21318,10181
2018,1,31,40006,28414,53139,68901,3930,2957.1,4066,2875,2047,7217,96498,20480,28336
2018,2,1,2303,86586,91854,95188,79086,2638.5,2611,2347,1720,5091,78654,21036,18090
2018,2,2,25279,7869,5861,68808,75449,2638.5,3813,1774,3021,8140,24142,41356,43531
2018,2,3,64484,82018,34757,41701,94868,2638.5,1930,2169,3173,7578,17428,37259,5237
2018,2,4,41874,51321,20959,2729,62765,2638.5,998,4394,2480,9346,73202,32928,49613
2018,2,5,55860,98368,3142,18881,8785,2638.5,1589,3267,2004,5410,31319,36872,43636
2018,2,6,16582,79602,50394,41108,3386,2638.5,4718,1610,3127,5676,80691,11792,25455
2018,2,7,65289,20808,26638,72769,83137,2638.5,2048,1422,4558,6194,74228,39694,16192
2018,2,8,35177,67170,29314,77181,78515,2638.5,818,1448,1586,7150,52555,19952,26985
2018,2,9,88957,97274,21583,32084,79302,2638.5,4326,4589,4432,7782,33709,22569,18626
2018,2,10,97156,5758,94270,28067,97299,2638.5,2760,3826,2019,7074,42358,30533,34850
2018,2,11,90411,89116,58334,46997,2618,2638.5,1968,1573,1740,9814,40009,20166,27241
2018,2,12,63528,94336,81108,19312,75300,2638.5,3232,2455,1156,5012,16982,34223,14817
2018,2,13,37352,84634,83050,89371,98060,2638.5,1255,3470,1760,7598,35466,49844,41761
2018,2,14,38182,58787,57770,95400,3689,2638.5,565,3567,2114,6673,11546,17413,47779
2018,2,15,11490,61112,56221,48416,29966,2638.5,2638,2316,1375,8190,73038,11582,6742
2018,2,16,40153,25646,44257,87380,52939,2638.5,2223,2472,3509,9994,11514,17110,29724
2018,2,17,92772,34789,58470,84886,47814,2638.5,3650,4303,1382,9752,24070,35129,27701
2018,2,18,97965,23061,68798,55692,21453,2638.5,1478,1604,3832,5734,48983,12522,8188
2018,2,19,51810,2559,60596,6672,97552,2638.5,1573,1674,3254,6646,15832,46068,13467
2018,2,20,17744,76562,21724,72908,17785,2638.5,3036,1508,1710,6380,71440,23010,12146
2018,2,21,1373,99271,84615,1557,71358,2638.5,4679,3166,2508,5274,46189,16411,49951
2018,2,22,95093,27763,73086,9700,67806,2638.5,767,1900,3910,7694,74807,41694,30997
