year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2017,8,12,67039,75452,10595,95973,57477,1430.77,3970,1846,1593,6982,47351,17036,1424
2017,8,13,70376,60759,34284,20286,58214,1430.77,1794,4605,2219,8379,14911,37896,26104
2017,8,14,95303,1615,73733,40756,54181,1430.77,3188,1218,2290,8783,33543,31118,15488
2017,8,15,46559,12514,52693,63152,92942,1430.77,3017,4668,2154,8652,99953,13822,16396
2017,8,16,14756,78100,21325,8328,26480,1430.77,1223,3133,4201,9956,95240,16772,2588
2017,8,17,1796,63429,29601,75438,58564,1430.77,1556,1046,2008,9248,84625,10478,29496
2017,8,18,75645,38995,80971,69151,27647,1430.77,869,3754,1530,8545,67081,18206,30924
2017,8,19,11133,29657,56340,65334,49613,1430.77,598,2759,1359,6018,43197,12560,17932
2017,8,20,15514,66106,11398,7523,41706,1430.77,3823,3701,2721,9793,11434,45367,12375
2017,8,21,87070,23721,70474,78797,82266,1430.77,2002,3397,3563,9693,75082,49527,3907
2017,8,22,37625,65150,17288,85336,1168,1430.77,1610,1681,2941,9359,40555,34646,26837
2017,8,23,48087,49379,34701,15808,55525,1430.77,2526,3945,1272,8000,54093,19788,37552
2017,8,24,51907,51096,69640,51822,37141,1430.77,1349,1116,1222,9986,76451,43742,44722
2017,8,25,11825,68063,76776,71118,3774,1430.77,2115,1859,3060,6815,67666,19774,17331
2017,8,26,60720,11546,30234,21992,9546,1430.77,3232,2803,1773,7871,45977,38913,34327
2017,8,27,28946,47327,80030,55168,98667,1430.77,532,1842,2247,8174,97959,11020,22834
2017,8,28,25719,86427,29233,8780,9595,1430.77,3715,1282,4795,7908,17322,34340,13251
2017,8,29,94628,6889,28497,46402,91113,1430.77,1666,1062,3151,6814,91576,36817,24474
2017,8,30,20882,23191,63660,78129,15227,1430.77,500,1900,1506,9474,49724,40342,27971
2017,8,31,97984,29792,77008,22779,40093,1430.77,3471,4720,3904,7898,81121,13302,35664
2017,9,1,32788,36426,30944,80836,44354,3093.07,1716,2543,4123,6196,82770,42093,34113
2017,9,2,51698,40068,22842,52782,6144,3093.07,764,2286,1543,7096,92379,17128,29537
2017,9,3,63367,27100,33816,81686,24573,3093.07,4477,3711,1608,7118,70899,30961,1542
2017,9,4,22237,88968,98506,86360,85165,3093.07,3452,3213,2694,7645,11998,10189,47628
2017,9,5,13534,56760,12476,36430,46655,3093.07,4988,1910,3305,5155,16124,39229,4855
2017,9,6,45339,82535,62942,31947,20659,3093.07,4259,2894,4159,8242,29253,24323,33841
2017,9,7,91744,74058,77537,45790,41703,3093.07,978,1588,2994,9622,16044,19648,49884
2017,9,8,39661,69358,46021,4319,64513,3093.07,3547,4850,2963,5690,58148,39973,4078
2017,9,9,23033,37408,49220,62193,31525,3093.07,2867,4619,3881,6756,14158,26935,44825
2017,9,10,96640,24092,98524,69634,58898,3093.07,633,4910,1804,8005,19228,13532,6541
2017,9,11,22083,29128,66612,91398,1969,3093.07,2722,1270,3519,6941,14206,26395,24760
2017,9,12,41766,6413,82367,26999,3169,3093.07,3933,1159,4571,8809,85792,33468,34128
2017,9,13,75350,7778,14731,67600,75783,3093.07,4360,4216,3086,7324,21965,31406,33959
2017,9,14,48436,19688,22759,26955,82981,3093.07,4701,4745,4067,8302,51743,18587,26304
2017,9,15,52548,22029,84747,77119,90838,3093.07,1939,1187,4667,8021,50138,20449,36891
2017,9,16,41981,90851,84666,21419,98175,3093.07,2824,1610,2669,5582,73564,25649,6631
2017,9,17,68238,43267,50395,17305,11687,3093.07,2243,4233,1044,6989,57704,47707,18490
2017,9,18,73880,50996,30247,68547,59017,3093.07,704,2348,1234,5622,38766,19409,30385
2017,9,19,62995,57943,32372,5664,99878,3093.07,1312,4466,1116,8058,18123,43591,5936
2017,9,20,32900,20367,57826,89770,7357,3093.07,2476,2587,4228,7722,66134,16498,31882
2017,9,21,48107,21482,91946,35693,77847,3093.07,1453,2192,1014,7658,79208,19562,30712
2017,9,22,76113,26873,5702,41666,24932,3093.07,1609,2830,4191,5786,47599,12446,23825
2017,9,23,57668,1428,65487,73248,69150,3093.07,2843,2255,4454,9788,69300,13652,31621
2017,9,24,86853,90754,37197,91859,44579,3093.07,3093,1390,3277,8794,78707,18208,16405
2017,9,25,42620,30317,42391,3163,56103,3093.07,1061,1038,2769,6547,13502,26919,6343
2017,9,26,84521,67565,10527,53975,7353,3093.07,3978,4204,1932,9462,19382,31510,29827
2017,9,27,87580,31860,68553,47209,50655,3093.07,1768,4625,3928,8326,29139,16382,47260
2017,9,28,96853,201,12857,20975,36748,3093.07,4245,1267,1190,9552,91593,14996,32577
2017,9,29,20951,41924,18050,7883,13099,3093.07,744,2029,3675,8602,64237,19329,20465
2017,9,30,87908,96006,45307,81836,86516,3093.07,4570,4720,2004,7426,20694,27745,24446
2017,10,1,34940,65365,26496,76063,73311,1291.55,2012,1934,3389,5014,44683,10420,1394
2017,10,2,76991,78065,73882,17639,58654,1291.55,546,1010,1221,7476,73878,12018,9563
2017,10,3,68304,73599,53017,62082,94293,1291.55,3436,1176,3829,9872,21645,17182,47114
2017,10,4,65272,35011,83726,50013,72609,1291.55,902,4599,4177,5451,83589,47830,44761
2017,10,5,55014,89136,85194,42587,9222,1291.55,4605,3876,4021,7621,55958,19340,9072
2017,10,6,54735,60747,5249,49916,75678,1291.55,2055,2300,3255,8558,14634,17216,43246
2017,10,7,63245,78883,33168,2422,24334,1291.55,1604,1408,2244,7218,38285,31465,16757
2017,10,8,77221,42891,25342,26242,16864,1291.55,906,2949,3397,7506,37865,13942,47652
2017,10,9,50752,56273,24079,45360,58405,1291.55,2575,1648,1625,5742,24070,17311,47744
2017,10,10,62499,57027,79363,1095,58824,1291.55,2559,1043,1890,8516,62284,43753,17648
2017,10,11,88257,64543,81704,63007,72049,1291.55,3432,4151,2192,7736,84510,19382,35921
2017,10,12,1607,13438,88597,44584,59180,1291.55,3246,3030,1044,7608,39124,44867,29019
2017,10,13,41609,88037,97263,18499,78642,1291.55,3603,1897,1790,5046,29903,12488,9547
2017,10,14,46227,59689,51641,54771,13552,1291.55,742,1509,1890,5190,92444,41471,2503
2017,10,15,39334,20692,79502,25379,28300,1291.55,1597,4907,4366,7730,19058,18007,34979
2017,10,16,59759,33362,84905,16552,60020,1291.55,4039,2598,1706,7031,77368,20751,31161
2017,10,17,49535,99088,68613,15475,9403,1291.55,1945,3735,1747,5608,90465,26399,11057
2017,10,18,4130,93416,12659,43496,93628,1291.55,1502,4737,1564,5526,86288,10796,17417
2017,10,19,93919,15329,33395,84767,12360,1291.55,1869,3245,1202,7846,10071,35604,27116
2017,10,20,67891,83370,692,49638,52521,1291.55,2388,1649,1858,5047,19702,44551,7510
2017,10,21,22464,77999,80641,73241,40757,1291.55,786,1027,2257,9270,52145,10968,16930
2017,10,22,77251,74016,5567,19805,80849,1291.55,1760,3738,4006,9834,98376,12278,15638
2017,10,23,79961,7117,24528,97237,12164,1291.55,3139,4626,4021,8780,24218,26130,24672
2017,10,24,55710,40960,27158,54319,91095,1291.55,1638,4696,3317,7204,20852,34166,29303
2017,10,25,19195,92613,99257,18201,65064,1291.55,1079,1376,1101,9846,74964,33264,13985
2017,10,26,51631,83105,84244,87004,88237,1291.55,3133,1218,1554,9590,14615,23218,24814
