year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2005,11,17,47480,68490,16291,57142,25951,2553.67,1882,1030,1365,5293,50136,14116,5918
2005,11,18,96965,90771,40135,53853,69508,2553.67,1307,4520,2390,9794,52847,19746,10331
2005,11,19,29934,70045,7875,99471,43180,2553.67,3615,1328,1366,9820,64152,12335,1544
2005,11,20,7175,86035,73366,3540,27680,2553.67,2656,4644,1256,8294,78496,16483,23502
2005,11,21,50826,34804,36004,88216,23597,2553.67,2961,3529,1599,8782,52999,34778,5204
2005,11,22,33732,87967,25438,3765,39224,2553.67,1099,1398,1975,5816,49937,19655,5942
2005,11,23,45670,83946,60652,76294,74441,2553.67,2776,1617,1238,5131,29832,13898,39148
2005,11,24,66687,54147,67428,58286,86335,2553.67,3064,1417,4744,9716,56534,13967,36779
2005,11,25,40796,88986,26718,49123,94803,2553.67,546,1914,1952,5780,16764,17744,43008
2005,11,26,1280,25893,9362,7934,87377,2553.67,3183,4062,1044,5610,12348,12378,5547
2005,11,27,58741,21765,65148,83485,72970,2553.67,3804,3764,1344,6873,79239,10948,21682
2005,11,28,99881,64369,62293,93186,26502,2553.67,2281,4132,1301,6643,52066,25029,45410
2005,11,29,42190,90250,79093,68234,12213,2553.67,1963,1914,4556,8462,70789,10130,41441
2005,11,30,145,50946,32643,10812,57819,2553.67,2632,4051,2601,9858,83588,19102,11882
2005,12,1,60870,63236,44340,47513,31654,1727.42,1053,1902,3460,5174,50466,12514,19369
2005,12,2,3954,21420,2161,82417,8561,1727.42,2560,4505,3680,9723,33675,31913,4687
2005,12,3,42356,7727,74515,53632,7667,1727.42,1669,3536,4556,8134,16048,21209,9970
2005,12,4,90377,38455,59464,55190,29093,1727.42,1441,3046,2701,7214,31814,12532,9931
2005,12,5,34641,14375,32119,88321,40450,1727.42,962,4156,4872,8862,52787,47538,15794
2005,12,6,71069,45809,66075,76977,66817,1727.42,4537,2193,1929,8012,28734,32373,48476
2005,12,7,284,40176,31772,47985,70130,1727.42,597,1121,2959,5440,18892,34760,13586
2005,12,8,34861,96027,33917,24733,57127,1727.42,3623,4546,3864,8462,21523,15681,3057
2005,12,9,19525,36061,89227,72806,26414,1727.42,746,3048,4487,6950,14778,44617,17961
2005,12,10,66889,27982,82091,44848,97049,1727.42,960,1909,3910,9876,72993,11036,41533
2005,12,11,32933,11617,21936,98150,32667,1727.42,3830,3542,1750,9408,41348,22284,43459
2005,12,12,37369,12880,81685,28208,16182,1727.42,4176,3069,2050,5098,44269,14099,39070
2005,12,13,62800,40230,62361,83062,70106,1727.42,4098,4390,1970,9570,17539,45988,35354
2005,12,14,25844,47722,64531,38066,67130,1727.42,1701,1708,1894,8386,49056,10398,5879
2005,12,15,47456,38234,34361,80858,9501,1727.42,4956,3651,1750,7316,71712,21668,44982
2005,12,16,9023,32163,41059,55993,14548,1727.42,1980,1590,2670,6510,94808,12312,24950
2005,12,17,38742,71510,27001,73851,29896,1727.42,1493,2350,4289,8854,58208,23789,26057
2005,12,18,87188,69517,12441,22399,43186,1727.42,4066,2207,2667,5934,24551,47215,1022
2005,12,19,92778,76532,3958,15448,9394,1727.42,1598,4486,1627,8598,54689,16522,48766
