year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2011,12,13,17146,80094,59527,19549,3302,2819.48,1487,4393,4375,6262,47342,16757,48564
2011,12,14,62742,13822,93990,50296,89220,2819.48,1238,4176,2524,6534,56432,32640,42900
2011,12,15,24902,40560,26574,59566,34845,2819.48,1969,3341,1102,6495,87889,15418,4101
2011,12,16,55059,30729,34594,55787,11111,2819.48,3895,1702,2108,5778,40499,10686,48288
2011,12,17,75784,61738,10504,44660,9716,2819.48,2299,4617,2495,7756,94182,17392,16936
2011,12,18,74326,57505,27033,74872,64000,2819.48,638,1670,2001,9664,91196,39464,31274
2011,12,19,27952,30092,96021,56412,79328,2819.48,2738,1462,4608,9196,16121,24324,36520
2011,12,20,67882,43421,75294,91729,13646,2819.48,848,4323,3331,7451,79194,14672,19476
2011,12,21,8725,74266,42742,87078,20282,2819.48,2893,3232,1550,8913,18602,26059,1190
2011,12,22,25433,78734,47522,40042,63328,2819.48,717,1208,3414,6010,22936,13678,13643
2011,12,23,41838,89708,57736,85170,67159,2819.48,2500,2234,2547,6402,95663,47828,3282
2011,12,24,1883,88558,12414,98615,77471,2819.48,1025,4255,2142,8546,75648,41821,33409
2011,12,25,18541,56366,23030,41955,12376,2819.48,1718,1138,2024,9453,55733,35534,12318
2011,12,26,39088,64586,44121,66635,32531,2819.48,814,4412,3340,9579,49378,22163,39784
2011,12,27,92989,40404,57771,5131,95302,2819.48,1951,3841,1135,6332,72148,34862,49771
2011,12,28,15002,83867,5427,67026,69673,2819.48,3911,3759,2097,6072,91745,24628,27513
2011,12,29,19167,38912,25393,47508,98492,2819.48,1022,2831,2878,9846,29313,43180,41124
2011,12,30,9915,42617,73374,32402,78949,2819.48,3615,1234,1490,5393,93678,31764,45522
2011,12,31,82906,12590,56876,41356,91973,2819.48,2335,1138,3883,7727,74997,18726,48621
2012,1,1,61020,26558,13082,37516,55871,2103.29,2429,4838,2338,6182,10138,15730,22614
2012,1,2,96150,20440,69953,1544,14118,2103.29,800,1706,4943,8650,18678,23563,18069
2012,1,3,90843,29818,27447,64923,4815,2103.29,526,2186,4082,9557,36053,11305,12526
2012,1,4,48523,99836,76144,10862,96018,2103.29,654,2167,1721,5025,10062,37191,36283
