year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2002,8,27,66001,44261,83026,22972,76163,2000.26,1174,1821,1830,8752,85722,13481,24524
2002,8,28,70434,5664,34296,98770,85578,2000.26,962,3120,4039,5561,15062,30431,20953
2002,8,29,85498,15308,35061,52883,44616,2000.26,4890,1240,4373,8546,49939,25535,5113
2002,8,30,88792,17466,28709,20622,18189,2000.26,920,3621,2798,8886,15002,18942,30784
2002,8,31,72055,99220,72849,72446,94781,2000.26,4228,1629,4969,8586,49512,49584,39662
2002,9,1,80755,76552,8775,11375,42843,2509.27,690,1258,4370,7139,78496,10153,1334
2002,9,2,3947,83470,29304,21401,87213,2509.27,3454,1431,1880,9038,97563,46541,34032
2002,9,3,1481,94194,67863,72122,43706,2509.27,1522,4459,1430,6648,35834,12798,17447
2002,9,4,7310,52352,29853,53032,5843,2509.27,4536,1140,3169,8840,47540,11734,24701
2002,9,5,42872,57348,98166,16104,55952,2509.27,2645,2431,1274,8262,29552,16331,12082
2002,9,6,64307,27427,7143,91009,34075,2509.27,4200,2736,3032,6614,10767,15094,9329
2002,9,7,15105,56657,92720,23275,15497,2509.27,566,4719,3958,9525,90823,19909,6612
2002,9,8,77959,53469,43694,84233,328,2509.27,1915,1980,3376,8126,71993,17450,39598
2002,9,9,49739,32547,41539,77771,22951,2509.27,4349,3055,1286,7068,77681,14334,18659
2002,9,10,93680,29042,31882,23991,78567,2509.27,512,2877,2524,7898,57109,18418,22705
2002,9,11,59895,40378,90190,93271,30788,2509.27,2072,1060,1081,8611,74648,34031,12184
2002,9,12,3622,18998,88439,28936,56066,2509.27,1097,4744,1350,8670,90086,40079,16120
2002,9,13,57036,339,62957,49560,54283,2509.27,3763,1066,1794,5305,23798,23933,36418
2002,9,14,27489,872,4460,54922,35835,2509.27,3952,4455,4456,7391,84742,36873,45460
2002,9,15,59863,70840,52970,55024,21522,2509.27,1454,3556,3394,8830,44468,14028,43057
2002,9,16,77180,19584,44558,53975,84889,2509.27,4259,3728,1166,8718,83649,37764,18356
2002,9,17,10530,72603,77220,24986,66346,2509.27,3210,1207,1018,9510,97582,37026,28314
2002,9,18,40589,59037,65583,83983,99799,2509.27,4362,1978,4634,8919,47304,30874,10051
2002,9,19,43628,41564,59604,29206,40283,2509.27,3322,2163,2206,6893,92149,14903,43253
2002,9,20,55208,36712,41112,20712,34244,2509.27,2737,4831,4082,6650,75165,13880,5046
2002,9,21,99723,89529,90859,45709,48448,2509.27,1583,2074,4726,5086,37632,36360,38163
2002,9,22,12143,37307,3524,60702,14200,2509.27,604,4406,1558,6144,90118,49331,12025
2002,9,23,88114,97856,74164,18548,87528,2509.27,2427,3602,1734,9638,65662,14654,49329
2002,9,24,94153,58598,12083,90231,11136,2509.27,2942,4630,3372,5646,10902,17572,16067
2002,9,25,74843,75936,3331,39931,25356,2509.27,4262,4820,2656,9777,48367,11535,43449
2002,9,26,95458,97147,15138,50667,53137,2509.27,4322,2289,4397,5522,53871,16885,30801
2002,9,27,65176,96815,6516,68548,59633,2509.27,2471,1662,4133,5802,90757,24488,6847
2002,9,28,15603,46372,54309,39611,92501,2509.27,1146,2957,1174,5280,38623,35662,19028
2002,9,29,63436,9298,32952,19186,8407,2509.27,1070,3581,4989,8937,58480,19252,36824
2002,9,30,15784,77305,10448,31269,83107,2509.27,2109,1110,1146,5548,54671,22779,17557
2002,10,1,22170,77090,94324,4805,32065,1993.45,4592,2714,4289,7564,66120,32464,29986
2002,10,2,6200,56054,32454,31489,14534,1993.45,3623,1837,3873,9792,91295,11158,42075
2002,10,3,67001,22709,49414,9771,93732,1993.45,2919,1810,1278,8998,20704,47698,38546
2002,10,4,78580,5297,21765,7869,25426,1993.45,674,2976,1186,5580,79464,24823,37885
2002,10,5,81212,43088,83013,16438,54332,1993.45,4219,2683,3368,8632,47453,14208,40661
2002,10,6,57178,51725,39352,89164,50319,1993.45,3214,3898,1704,9966,36766,14268,10056
2002,10,7,62864,93452,71459,39505,66237,1993.45,4327,3800,1478,7394,80237,31045,1856
2002,10,8,4353,49457,18729,34073,84441,1993.45,2523,1618,4258,6874,47133,34577,32535
2002,10,9,73282,348,13476,54986,75327,1993.45,3467,4541,1718,9925,94045,42633,16594
2002,10,10,17200,24726,6434,43914,38418,1993.45,4958,4121,1126,7384,19100,36918,36671
2002,10,11,26222,83421,94889,76832,80295,1993.45,1408,4927,2369,9950,24913,34047,42023
2002,10,12,74182,3381,88589,34226,69658,1993.45,3210,3208,3711,9643,47122,28480,48987
2002,10,13,86314,88433,37602,38792,32120,1993.45,710,4692,1918,9718,51524,43564,13499
2002,10,14,28973,29285,13492,71343,36873,1993.45,788,1053,3136,5430,61630,44145,38405
2002,10,15,9317,54842,63707,49380,54485,1993.45,2859,1606,1234,7278,95941,14084,10829
2002,10,16,45311,88004,55129,92229,74955,1993.45,2144,3926,2289,5635,91620,39161,6653
2002,10,17,20393,13363,215,94881,23693,1993.45,4026,4360,1685,5474,98739,37522,11845
2002,10,18,29913,26599,44673,61877,24763,1993.45,960,1302,4969,8782,78652,19923,40614
2002,10,19,4094,30797,23850,56383,96432,1993.45,543,1823,1542,8466,11704,35228,15471
2002,10,20,23955,67083,34589,56992,86167,1993.45,865,2430,2629,5537,94306,17391,49680
2002,10,21,62504,20268,87464,7473,17709,1993.45,2395,1801,3263,7596,78184,26046,32468
2002,10,22,99419,40080,42871,44603,2190,1993.45,4830,2495,4360,6230,15838,40526,20927
2002,10,23,30450,76705,72957,23079,98594,1993.45,1821,1096,3881,5158,68568,37941,33615
2002,10,24,43104,12316,59744,56367,79913,1993.45,2413,4330,1430,6570,23933,12899,4280
2002,10,25,28914,70116,71747,83274,50887,1993.45,634,1335,1993,9459,20766,45586,3938
2002,10,26,13074,77588,73036,33308,54577,1993.45,1248,2679,1114,7343,70398,12342,7956
2002,10,27,17975,52812,45866,28686,10799,1993.45,2936,1063,1266,9683,39336,14314,36151
2002,10,28,49973,95840,4840,46966,41651,1993.45,3903,4723,1804,7782,17558,40473,41958
2002,10,29,89895,91984,88153,76518,55679,1993.45,3052,3653,2713,8917,18774,19482,8551
2002,10,30,75069,60275,10927,47687,6310,1993.45,4838,2633,2453,6029,19598,16442,16615
2002,10,31,17988,78503,75180,53885,26793,1993.45,4357,1686,4248,8861,93203,19864,45914
2002,11,1,36256,49933,51478,41526,52271,1978.87,2945,3896,3619,5118,51558,15606,22694
2002,11,2,51822,24192,79040,27851,60143,1978.87,837,4996,1026,9721,81788,36939,49496
2002,11,3,60431,98476,7541,9293,8031,1978.87,3056,1286,2399,9076,18515,36021,17468
2002,11,4,23579,51461,31270,57199,32092,1978.87,3784,3912,3371,9175,28114,49865,49180
2002,11,5,68671,73953,54862,76049,90026,1978.87,4340,1854,1476,6880,59748,25859,36650
2002,11,6,70700,92805,36498,88099,93690,1978.87,952,2268,2824,8092,90818,21267,21365
2002,11,7,37273,64603,55180,76996,50130,1978.87,1860,1286,3597,6914,11200,13623,33294
2002,11,8,68371,90541,30432,19848,93773,1978.87,706,4471,4335,8555,68921,43024,40180
2002,11,9,19920,75745,26645,59096,13838,1978.87,734,1109,3416,7602,28104,48546,17463
2002,11,10,1539,21317,51,75137,53038,1978.87,958,1407,3143,5542,57606,28267,11251
2002,11,11,92074,69665,92740,91409,34572,1978.87,784,4490,3757,7572,13585,33946,28013
2002,11,12,61244,60300,35056,76013,62193,1978.87,910,3731,2179,7750,55219,20216,29512
2002,11,13,68563,10331,7976,3058,12225,1978.87,1325,4297,1598,6806,12057,36170,15583
2002,11,14,18429,12842,57013,88538,72975,1978.87,2483,4218,2249,7790,26582,18894,20599
2002,11,15,19754,67493,73174,36933,8453,1978.87,2148,3366,1334,5934,96424,17298,28393
