year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2016,4,14,40538,81492,14089,3550,81837,2583.13,2966,2490,4990,7603,28542,38049,6655
2016,4,15,27765,7469,59973,92166,65279,2583.13,738,1002,2246,8848,46269,12810,41060
2016,4,16,35123,15717,96703,3973,16667,2583.13,1466,3555,1473,7654,77105,19661,39983
2016,4,17,18562,26424,67152,34904,24027,2583.13,4304,3142,4514,5628,76659,34793,45695
2016,4,18,6688,42025,21389,38934,82796,2583.13,676,2918,4726,8387,21890,32744,17658
2016,4,19,14722,19709,22653,52548,31616,2583.13,2208,1478,2532,9360,11518,32910,16110
2016,4,20,51407,7088,67405,70921,72716,2583.13,2065,4402,2439,6918,34687,35235,44064
2016,4,21,77464,96373,3154,93542,54760,2583.13,1286,1674,1103,8938,38379,42718,41396
2016,4,22,81400,10589,59247,23932,66301,2583.13,3193,2706,4116,9702,88626,13672,27030
2016,4,23,51013,60693,36234,53453,70499,2583.13,774,4313,3644,8192,57855,19050,37273
2016,4,24,99588,494,40589,77043,49432,2583.13,4761,2182,1824,5359,71113,22207,28968
2016,4,25,22390,10659,6266,6506,17608,2583.13,4689,4971,1936,9126,38423,17582,44893
2016,4,26,19548,9815,23100,3192,68007,2583.13,2947,3945,1447,8535,60988,47230,30955
2016,4,27,93855,47102,94413,99763,8813,2583.13,3321,1201,3887,9184,54059,26494,31878
2016,4,28,5832,33749,11467,77768,66023,2583.13,1553,1148,1056,9652,10236,10414,16242
2016,4,29,56960,63061,60713,38407,77948,2583.13,1989,3153,1505,6401,87915,10317,38053
2016,4,30,94632,92590,57872,3519,3529,2583.13,726,4359,2030,7831,13942,44404,11931
2016,5,1,40032,46327,32833,16036,51440,1304,4346,4499,1663,8220,17606,24715,9600
2016,5,2,46095,96952,42573,58848,1220,1304,3478,3808,1530,6997,13688,39042,2890
2016,5,3,3363,23048,1073,77546,26526,1304,2969,2908,3155,7154,15295,19198,11830
2016,5,4,76754,4643,90446,63417,48748,1304,4483,4841,2546,6824,70040,13765,49244
2016,5,5,16297,23520,23926,43410,96869,1304,3803,1910,2012,9876,77775,14178,37614
