year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2012,2,24,76573,98865,92294,57188,59239,1467.21,3412,2289,1410,9973,89907,14082,4819
2012,2,25,47944,23914,22493,60348,1440,1467.21,2159,3018,2550,8728,25373,36711,9007
2012,2,26,65198,55119,14826,72590,76038,1467.21,1490,3961,3978,7578,26148,18302,30115
2012,2,27,94955,19561,83211,95300,95887,1467.21,4381,1518,2030,8225,20528,48469,23118
2012,2,28,7232,44040,27841,91135,18399,1467.21,2845,4947,3331,9023,88889,11670,3214
2012,2,29,89138,20380,86034,84468,60516,1467.21,786,1906,4446,8598,67120,26684,28534
2012,3,1,92854,36866,41450,41079,57394,1811.1,3310,2784,4110,9444,52534,37324,6271
2012,3,2,33642,52483,62008,42665,41372,1811.1,3153,3102,1465,8973,38618,20008,29081
2012,3,3,4362,10440,74446,42960,77561,1811.1,1026,1682,2994,9930,27844,11739,1130
2012,3,4,85098,76155,79524,69209,31951,1811.1,1532,1943,4539,9792,40960,42262,32058
2012,3,5,80324,89114,20366,61790,38087,1811.1,1788,3799,1558,5180,14134,29686,25336
2012,3,6,30067,89137,50101,34413,17964,1811.1,1151,3061,1830,8134,72269,18752,27945
2012,3,7,24084,95154,17048,24976,96397,1811.1,3589,1720,2121,5046,54861,12542,8008
2012,3,8,95642,43002,60360,81417,5587,1811.1,1102,2004,3958,7554,86416,15438,28470
2012,3,9,21851,98920,21335,8653,90946,1811.1,2404,1380,1460,8914,72707,34209,9956
2012,3,10,18812,56298,27282,82285,92956,1811.1,3844,3597,1214,9030,86365,47081,32143
2012,3,11,55377,63820,99086,39335,91375,1811.1,2608,4576,1554,5294,38229,16148,1854
2012,3,12,5251,65634,55802,43063,26438,1811.1,2271,1601,1158,9114,43885,44113,28510
2012,3,13,86695,27730,99063,28190,4637,1811.1,550,1462,4247,5726,15699,13956,35428
2012,3,14,8913,73308,86550,9685,68603,1811.1,4105,1702,1764,9907,33266,49553,24779
2012,3,15,18417,26891,11155,35927,31443,1811.1,774,4489,4121,5454,62678,15062,5041
2012,3,16,30882,54302,80124,96481,61361,1811.1,3453,1122,1958,6355,96309,20436,45823
2012,3,17,97486,30416,76993,4250,36675,1811.1,650,1590,2148,5266,14746,34943,10259
2012,3,18,52702,53760,19433,51824,99214,1811.1,1933,1670,4115,8408,42927,30476,48463
2012,3,19,80583,12734,750,66065,69089,1811.1,2852,1573,3825,9844,87175,30499,47059
2012,3,20,56456,57331,51942,9956,54992,1811.1,4898,2693,3069,5526,75868,12282,9310
2012,3,21,45498,64154,58730,14613,32562,1811.1,774,3143,1494,5837,95560,16182,18010
2012,3,22,59249,48413,99108,3074,78258,1811.1,4925,4712,4964,7494,44667,31308,2635
2012,3,23,27529,55919,39002,56950,86601,1811.1,583,2097,1526,8636,63062,27935,31222
2012,3,24,78675,8151,57431,9417,70341,1811.1,1950,4588,1403,8526,49013,46012,2991
2012,3,25,43693,48939,47077,20009,17158,1811.1,1316,4685,4013,6669,13142,16966,41744
2012,3,26,54243,87218,15416,49617,47883,1811.1,3903,1556,1628,5366,52324,13946,28478
2012,3,27,4325,94275,2909,22080,51685,1811.1,4443,1728,2212,6106,31736,34369,1922
2012,3,28,89616,99406,95407,53629,6075,1811.1,594,1669,1961,9478,26285,14844,13393
2012,3,29,30840,20190,7753,17468,87876,1811.1,787,3551,1416,7286,46983,38739,26430
2012,3,30,78322,81427,50468,95534,62947,1811.1,1254,2561,2961,8012,22541,20387,32205
2012,3,31,71405,43137,97057,88366,95499,1811.1,4561,2689,4883,7342,76509,14110,23343
2012,4,1,67297,72662,57151,93697,19645,2336.5,2017,1071,1357,7814,80369,44913,45891
2012,4,2,30157,32931,42875,88169,55472,2336.5,924,4959,1302,5198,26809,11254,13263
2012,4,3,66556,69500,59896,60222,46009,2336.5,642,4656,3019,7646,39704,49015,40358
2012,4,4,99709,11722,66439,62419,95624,2336.5,2331,2131,1089,6558,46651,17913,46808
2012,4,5,29821,22576,99225,6491,19570,2336.5,1503,1124,1885,5510,62697,24245,26035
2012,4,6,23109,9366,20254,52480,13184,2336.5,2846,4244,3031,8580,91662,33655,9959
2012,4,7,47445,15346,25787,43535,81904,2336.5,2799,3075,1365,7023,50918,30934,22439
2012,4,8,69410,73774,33411,81295,56524,2336.5,1891,1976,1918,8497,64814,18656,46108
2012,4,9,68456,82662,47901,56487,66947,2336.5,1493,1494,1259,8632,90628,19515,5915
2012,4,10,71071,18428,97591,98788,61804,2336.5,4722,1212,3633,9484,28859,45157,14861
2012,4,11,75593,751,7493,97417,25600,2336.5,1072,4054,4968,5334,66893,38266,22308
2012,4,12,52591,39739,85361,23851,38371,2336.5,3365,4440,1546,7307,24580,22571,25990
2012,4,13,72169,70655,3785,10802,50139,2336.5,2310,2082,4745,9803,39499,25345,32644
2012,4,14,18463,71924,85752,89783,52249,2336.5,4400,4838,3735,9760,45040,47105,18997
2012,4,15,5750,54758,72899,32871,62066,2336.5,892,1180,4484,9225,77738,34622,47479
2012,4,16,58221,50,76706,24319,46205,2336.5,1015,1018,3127,8118,70800,13464,16205
2012,4,17,87116,15201,77919,12203,61313,2336.5,4307,3414,4068,8557,16284,12276,22959
2012,4,18,62388,21726,23071,46872,47304,2336.5,1494,1056,1724,9112,46193,13413,1628
2012,4,19,90756,62209,44432,95235,80328,2336.5,3314,3794,1783,6232,95996,24448,15232
2012,4,20,85543,71656,7863,79611,20214,2336.5,2095,2600,3575,5165,29472,25878,40499
2012,4,21,92327,27319,47755,93184,1870,2336.5,2949,3976,2508,7380,16870,19187,43948
2012,4,22,48965,88877,52982,12100,35109,2336.5,1547,2003,1984,6158,32965,14404,15330
2012,4,23,17612,1414,56151,96188,92931,2336.5,2065,1054,4292,6171,94792,47513,1975
2012,4,24,96472,67742,56490,68980,85122,2336.5,4518,4085,1866,7712,46185,16726,27052
2012,4,25,89181,99085,54392,26165,76199,2336.5,4714,3809,1046,8894,89996,48052,3710
2012,4,26,74191,28415,83310,19835,14586,2336.5,2347,1056,1694,6326,80035,47315,28102
2012,4,27,17240,50906,81402,83168,74757,2336.5,556,3936,4374,9904,12916,35572,43939
2012,4,28,58657,22520,29383,80131,94736,2336.5,3183,1138,2792,7844,21463,28730,19379
2012,4,29,72298,88811,89787,34492,28999,2336.5,1806,1237,2079,9559,45757,11836,36175
2012,4,30,23498,46314,92125,99225,17613,2336.5,4796,2621,1096,8630,72751,32183,48578
2012,5,1,67287,33813,64054,45131,55276,3222.87,3779,4085,3922,8270,89435,35096,42784
2012,5,2,50078,52026,72176,29637,97783,3222.87,4486,1818,2488,8710,78059,14844,1486
2012,5,3,19859,70681,28515,390,59785,3222.87,1650,2070,1734,7055,88553,16137,27050
2012,5,4,56192,22333,26576,5114,90604,3222.87,866,2032,4387,8736,86668,48521,32363
2012,5,5,45453,56155,58969,37941,41217,3222.87,1709,1075,4060,6575,61464,13174,37029
2012,5,6,83626,94467,43620,10840,91522,3222.87,3328,2712,1722,9903,52825,27811,32173
2012,5,7,68619,9387,34844,53006,54476,3222.87,1527,1279,4018,6847,70571,35235,21513
2012,5,8,80228,32281,12663,20641,38857,3222.87,836,2481,4944,8920,49672,42817,40479
2012,5,9,12980,43001,40531,189,79257,3222.87,2999,2874,1814,5696,14214,12556,9708
2012,5,10,50708,68759,22553,61078,95607,3222.87,2664,1676,1755,5326,12825,30611,9476
2012,5,11,32157,33663,19445,17101,14470,3222.87,1270,3801,3469,6800,43989,15460,19117
2012,5,12,92860,38341,55600,44658,67536,3222.87,2282,3242,1589,9834,95672,14218,22831
2012,5,13,15662,8337,45733,57418,33664,3222.87,3028,1648,3572,7660,99272,23041,8559
2012,5,14,59294,25543,66843,87763,8695,3222.87,984,2905,1058,8758,78915,33059,27184
2012,5,15,23918,46198,67655,81859,52385,3222.87,820,3045,1662,7489,25462,21677,13327
2012,5,16,56048,79844,3850,64620,70021,3222.87,4013,4313,1367,6910,17076,20061,19474
2012,5,17,14392,28916,4319,79916,80003,3222.87,4326,1114,1576,6980,17102,48167,33234
2012,5,18,60307,53887,82565,48322,51376,3222.87,4998,3775,4222,6678,88394,40594,24380
2012,5,19,9673,8760,19908,71040,95968,3222.87,2452,1462,2251,8123,90273,12253,3336
2012,5,20,77709,19600,98877,23492,32933,3222.87,3010,4590,4891,9350,57911,22618,1006
2012,5,21,44955,44263,46394,65529,34462,3222.87,1122,1974,4899,9554,47877,11742,1141
2012,5,22,45718,5331,66225,27969,83454,3222.87,1573,2513,2449,5449,16230,41733,22850
2012,5,23,22807,55368,51324,77698,75943,3222.87,1667,2248,4849,6132,19128,20662,9236
2012,5,24,14202,75251,81149,74101,67633,3222.87,4967,4701,1426,6191,74021,16726,29027
2012,5,25,85394,80595,28027,94195,2396,3222.87,927,1678,1512,7250,19250,43045,45384
2012,5,26,12838,35918,30295,82687,98979,3222.87,3349,4531,1025,6862,14558,25009,49423
2012,5,27,46228,49952,71063,96936,62495,3222.87,2448,2887,1364,7338,42081,28072,45084
2012,5,28,37211,78009,69626,54314,65260,3222.87,2359,4448,4792,8020,77135,40123,38876
2012,5,29,43428,96837,69655,805,97686,3222.87,2165,3913,4589,6464,57200,16742,39639
2012,5,30,58311,21002,49972,340,12829,3222.87,3411,1390,1413,8036,20704,18024,42054
2012,5,31,3264,68064,62474,28057,62069,3222.87,4531,1847,1444,8380,39004,15702,39609
2012,6,1,81170,10747,83414,10750,67948,1460.8,4059,3948,1821,9399,18128,10226,1850
2012,6,2,14163,871,46640,28552,21575,1460.8,1814,1988,3489,9870,84409,33097,31017
2012,6,3,44402,22610,85894,14940,61614,1460.8,3763,4134,3473,8528,69883,31420,2727
2012,6,4,60379,55296,36721,28552,24695,1460.8,546,1734,2070,7102,83759,20004,21201
2012,6,5,82785,15575,32339,92626,91797,1460.8,2074,2550,4357,7967,67489,17322,16749
2012,6,6,80695,42605,92809,60520,17485,1460.8,3291,4214,4339,5482,22765,25385,29045
2012,6,7,32564,27895,30594,20986,96016,1460.8,2334,1278,1279,9673,87777,17738,30706
2012,6,8,96422,29852,6978,52131,74172,1460.8,4452,1217,3422,8612,31736,14662,24467
2012,6,9,57657,40028,45122,91996,1391,1460.8,3732,1250,3485,5494,87642,40852,34240
2012,6,10,61384,34978,52357,24015,14651,1460.8,3441,2423,2688,5419,79553,26859,6486
2012,6,11,76238,65358,64429,9661,43970,1460.8,1919,2978,2543,8392,19956,20285,46165
2012,6,12,22632,10059,36943,67470,40737,1460.8,3321,2119,1838,5486,26133,13842,24586
2012,6,13,17163,4575,34340,19852,6346,1460.8,3062,2583,1212,7491,17200,11854,30245
2012,6,14,90008,85515,73901,58904,40259,1460.8,540,4242,1166,9962,46711,16470,1886
2012,6,15,23421,71385,69492,15687,48415,1460.8,2602,1928,1550,6941,14302,22896,45625
2012,6,16,3538,31195,5480,15491,25038,1460.8,1412,1396,2292,6690,13312,22550,30427
2012,6,17,78244,52193,51793,88528,51028,1460.8,899,1608,1240,5390,22837,34654,14856
2012,6,18,37367,45440,16583,53917,18733,1460.8,1812,2269,2260,8643,37759,23649,34715
2012,6,19,45422,25524,71398,77714,87189,1460.8,538,1783,1593,8408,86662,13972,28050
2012,6,20,49617,42562,4772,52209,84304,1460.8,3214,3021,4399,6148,91938,16272,27609
2012,6,21,87215,85103,46753,69475,99,1460.8,4475,1048,1386,7054,23233,29927,1738
2012,6,22,58923,89850,11711,5516,24610,1460.8,4487,4225,2286,9910,26433,15894,48374
2012,6,23,84571,46000,95964,73970,82149,1460.8,3452,4362,4356,5204,38837,11622,4254
2012,6,24,46068,64665,51326,88806,45538,1460.8,3732,1632,1528,6795,42678,21721,40911
2012,6,25,61521,78518,12299,18807,19128,1460.8,3100,1878,1083,9064,94018,33231,5085
2012,6,26,93318,92471,52595,99026,54027,1460.8,4831,1445,2447,6157,10512,17985,7784
2012,6,27,47068,23984,38797,44180,87131,1460.8,2252,3650,1344,9110,83809,45472,47828
2012,6,28,49635,76910,15522,50719,82326,1460.8,3949,1296,4714,5800,91020,38741,25893
2012,6,29,10679,95853,5187,99479,68362,1460.8,2463,1742,2125,5232,75959,17050,26790
2012,6,30,70439,74564,19259,63136,69115,1460.8,3607,1750,1328,7830,85818,28654,3068
2012,7,1,36121,70650,67440,55368,61670,2111.55,1046,2521,4070,5524,25882,20860,22533
2012,7,2,99340,57664,87986,88303,49975,2111.55,814,4538,1498,8228,10004,30917,42241
2012,7,3,13188,45105,77247,20020,47276,2111.55,2744,4747,2901,6166,55114,18310,22253
2012,7,4,9068,37513,78445,3138,19389,2111.55,3997,3727,3341,7958,23382,44668,20679
2012,7,5,70576,98476,69207,48426,53056,2111.55,4343,1242,1342,5892,86261,37941,29211
2012,7,6,95194,39006,87689,54447,75541,2111.55,746,4607,1290,7634,16418,49704,42804
2012,7,7,74492,28095,34784,69185,56430,2111.55,3852,2004,2992,6126,91781,26047,8166
2012,7,8,78621,21125,8642,19288,60418,2111.55,2228,1962,1070,5106,26408,42153,44904
2012,7,9,70425,1778,26761,50740,71942,2111.55,1795,1432,1246,7931,15617,48085,47210
2012,7,10,92449,45822,91442,81794,45233,2111.55,2840,3852,1408,5678,59491,31116,33223
2012,7,11,44090,66721,53080,94350,94342,2111.55,1502,4765,2616,9615,31856,19558,45840
2012,7,12,26825,15005,32343,18481,32936,2111.55,2917,1735,1134,8726,23528,10740,14312
2012,7,13,73934,47722,95570,94633,80556,2111.55,2100,4644,3133,6154,35345,32474,5062
2012,7,14,57372,88201,97240,71340,84168,2111.55,2249,1992,4099,9592,45824,43386,29096
2012,7,15,70256,28742,35123,80389,19453,2111.55,2105,3385,2723,7675,17506,13142,8651
2012,7,16,2737,96470,44275,40870,58002,2111.55,3343,1724,4172,6934,12282,18339,29621
2012,7,17,32382,60314,79331,92834,66258,2111.55,1219,1512,1600,7693,16901,12114,41507
2012,7,18,12697,69007,15790,35420,33034,2111.55,950,1548,1627,9324,76638,40980,20159
2012,7,19,95297,66334,22705,79469,53268,2111.55,2807,1308,3785,6990,94834,35042,42121
2012,7,20,84997,81054,37907,87949,35100,2111.55,4000,2795,1518,6141,83214,39551,21160
2012,7,21,46300,38265,25322,79280,53942,2111.55,528,4237,4645,9316,28706,17086,18312
2012,7,22,67789,92866,56266,86574,36356,2111.55,2967,1352,3505,5873,18610,33604,1100
2012,7,23,97034,19654,31400,53552,45795,2111.55,4454,2094,1174,9560,87725,39523,30966
2012,7,24,3088,57985,5113,4085,83653,2111.55,3348,1440,3036,9238,38013,29391,1438
2012,7,25,82066,25981,17096,30571,68207,2111.55,4174,1982,2401,7730,35142,24547,42749
2012,7,26,9244,94597,32994,94826,95725,2111.55,700,1374,1030,8686,19247,28707,20719
2012,7,27,22336,93948,46501,81724,8562,2111.55,1114,1979,1846,9134,37549,11404,34514
2012,7,28,37311,68077,76644,16064,46354,2111.55,610,1202,4085,9956,66773,34809,28138
2012,7,29,10675,33826,49973,22082,5991,2111.55,2141,4677,4519,7292,26400,17758,35572
2012,7,30,64507,3867,11412,91353,98429,2111.55,2756,2090,3389,5751,68153,46094,15314
2012,7,31,40241,25117,51692,79327,15073,2111.55,984,2098,3642,6812,64180,40984,34817
2012,8,1,81322,52014,61903,61315,94766,2657.52,820,3631,4098,7173,13412,18832,16336
2012,8,2,36282,65503,9153,48386,50009,2657.52,4977,1062,3290,8616,13106,16222,5248
2012,8,3,31144,64999,93101,27956,45531,2657.52,1690,1851,1097,9900,88165,30862,34085
2012,8,4,71281,30339,45847,81731,47512,2657.52,1142,1222,1112,6646,64881,14954,25611
2012,8,5,71894,69860,98949,61536,70515,2657.52,4642,1657,1000,5494,45964,16025,5497
2012,8,6,63180,89008,59230,15629,93953,2657.52,1491,1926,4084,8689,63314,15904,13747
2012,8,7,84300,4457,74445,41764,87456,2657.52,4236,1410,1082,8184,37236,46051,39326
