year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2018,4,5,99083,81831,42636,14669,1932,1526.23,3481,2493,1076,9556,13666,34820,3098
2018,4,6,39874,67880,36076,62315,44199,1526.23,758,1714,1894,8310,21374,48939,43568
2018,4,7,20595,17700,44625,49162,38090,1526.23,4948,2171,1422,7882,68192,49705,49592
2018,4,8,23386,46674,82199,8920,6230,1526.23,798,2454,1686,6166,41120,24294,45866
2018,4,9,56086,71303,96499,17028,8165,1526.23,2318,3758,1152,6942,77919,40012,17873
2018,4,10,76535,89221,43536,74309,43157,1526.23,4013,1541,3400,5138,91812,30981,11728
2018,4,11,68430,1904,43436,48526,64423,1526.23,4171,1024,3561,5669,53887,46726,1826
2018,4,12,3542,86206,25485,55465,79501,1526.23,1828,2386,3976,5363,63046,18484,3405
2018,4,13,17092,37060,35026,91844,25976,1526.23,2825,4404,1445,5234,59281,42219,43191
2018,4,14,33521,48453,79080,22082,34122,1526.23,3807,4014,1875,5222,18966,31375,49319
2018,4,15,80401,87659,20114,89377,93023,1526.23,2860,1465,1571,9237,18308,12546,33160
2018,4,16,68780,7486,73304,30226,56451,1526.23,2444,4970,2389,7875,28403,31510,32585
2018,4,17,17194,63564,1878,69070,24208,1526.23,1796,4607,1494,6534,10335,16786,11356
2018,4,18,36422,68196,34854,89345,93785,1526.23,3243,2564,1999,6214,92789,49801,19514
2018,4,19,90483,81586,39772,87872,65814,1526.23,4382,3006,4441,5066,68427,10010,34527
2018,4,20,48967,1577,9608,64333,54839,1526.23,4072,2611,1692,7860,13308,14626,36295
2018,4,21,9792,81552,77191,3143,23098,1526.23,2943,3579,4268,9066,11678,11638,36332
2018,4,22,93593,37186,49441,74387,74797,1526.23,4386,1974,1600,5346,20799,40633,17868
2018,4,23,41641,9872,14598,62483,50150,1526.23,2108,4940,4456,5270,63082,48905,27906
2018,4,24,73334,32378,78837,57602,41444,1526.23,4035,1387,3824,6960,25773,24972,46640
2018,4,25,7695,21513,65088,43491,26859,1526.23,960,4850,1524,5726,47332,12258,35887
2018,4,26,9330,40793,22199,35138,27795,1526.23,798,1127,4009,9231,75081,41804,1633
2018,4,27,75871,99117,43193,26048,88944,1526.23,1019,1637,1938,9862,56479,33687,18966
2018,4,28,18345,23308,18539,30455,4732,1526.23,2712,1682,3015,5082,81902,13094,15871
2018,4,29,49248,82298,51938,99610,77881,1526.23,1413,3750,2486,9220,96149,31429,43371
2018,4,30,19924,47170,44419,26753,95980,1526.23,890,4324,1124,8978,61130,11640,17251
2018,5,1,70195,8406,84216,17810,6661,1974.19,2057,1266,4666,6046,83189,13036,1378
2018,5,2,74432,53292,5523,25390,49442,1974.19,634,2962,2721,8416,17892,31323,3304
2018,5,3,48857,39618,71881,44187,748,1974.19,784,2294,4630,5954,10216,31290,49874
2018,5,4,57332,88513,86600,76998,71531,1974.19,678,2314,4432,7658,87703,38873,19789
2018,5,5,15211,49368,18188,29285,37784,1974.19,607,2992,3098,8840,47178,13238,43481
2018,5,6,15066,52566,87492,89696,58521,1974.19,2338,2203,2459,7884,18412,18990,8948
2018,5,7,60079,65587,47657,99511,27495,1974.19,4735,4056,1078,9274,18798,10436,35360
2018,5,8,82755,81653,58206,65853,46845,1974.19,2402,1909,4301,9893,67956,32821,5385
2018,5,9,95193,55295,81378,92653,45585,1974.19,2994,2014,2516,5650,37876,16362,40579
