year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2004,9,13,73452,31888,30291,65119,23958,2504.23,4358,3674,1200,7334,57747,14010,29896
2004,9,14,97553,89818,14797,12930,79811,2504.23,518,2148,2119,9255,17544,31480,24357
2004,9,15,78193,8161,45909,59216,55947,2504.23,694,4397,3407,7336,94516,14738,35169
2004,9,16,77233,28875,86039,88433,76135,2504.23,3794,1558,3603,7190,19320,29765,43787
2004,9,17,24300,24839,43266,66419,44094,2504.23,2898,3637,3969,7622,14204,41268,10810
2004,9,18,95327,64899,70666,78735,78588,2504.23,2450,1648,1760,9692,60603,19246,31534
2004,9,19,64980,29399,25638,98583,29341,2504.23,4700,3639,4795,7965,36410,30240,44958
2004,9,20,48776,34309,68879,34097,94468,2504.23,1716,4793,4333,9558,84879,42920,33083
2004,9,21,60268,87331,15092,3380,92172,2504.23,2626,2150,1444,8263,72084,17137,25695
2004,9,22,9574,33137,20777,79369,21103,2504.23,4609,1229,2847,9688,36677,18582,7187
2004,9,23,77922,28395,92108,42255,7129,2504.23,1526,3747,2021,6617,87127,39192,43340
2004,9,24,92313,26106,62695,30109,90721,2504.23,2245,1202,1248,8758,79662,38073,1131
2004,9,25,91561,5624,24303,15760,463,2504.23,3073,4735,1460,6533,53342,29205,27332
2004,9,26,19873,54869,12954,16894,71487,2504.23,2437,1270,1185,5962,10258,16905,1446
2004,9,27,68966,7505,17200,69585,41879,2504.23,2657,4790,1574,8311,65550,16086,13214
2004,9,28,25644,99976,46738,47721,26509,2504.23,1926,2732,1300,9879,95977,42786,1430
2004,9,29,6312,34767,22937,48849,52602,2504.23,753,1567,1406,9304,15016,48928,33195
2004,9,30,28870,31514,48720,80410,96177,2504.23,2411,3171,1202,5501,85892,23457,30622
2004,10,1,79171,52542,83233,85402,48520,1540.58,1712,4637,1254,9110,52239,48501,26019
2004,10,2,22666,90159,55552,38323,14014,1540.58,2191,1062,4551,7601,41703,16524,20833
2004,10,3,96365,96227,97121,91866,82119,1540.58,3798,2640,4471,7030,63041,37990,36930
2004,10,4,29402,71106,3980,94708,11666,1540.58,4560,1376,1376,5112,89005,10390,6219
2004,10,5,35945,72549,22269,71848,36502,1540.58,3371,2866,1550,7402,41083,25020,30324
2004,10,6,38774,44882,52662,78245,48265,1540.58,2586,2665,3160,6565,88724,31177,32055
2004,10,7,59137,98286,81861,21865,79750,1540.58,2254,2045,4766,7070,15598,12619,37218
2004,10,8,17551,58616,45486,94101,10459,1540.58,956,4231,2802,8982,43827,46066,36570
2004,10,9,2893,26414,90084,6053,29332,1540.58,3582,3467,3445,5442,10331,23194,28809
2004,10,10,39013,8939,5240,15131,46166,1540.58,2749,3715,4098,9587,74168,10908,25484
2004,10,11,92509,59642,76493,40311,30480,1540.58,2729,3371,3085,9164,55776,42416,20320
2004,10,12,54325,9359,97236,47770,44801,1540.58,963,1382,2856,5118,15294,29021,7567
2004,10,13,68038,43045,42738,68488,32632,1540.58,4396,1182,2898,5888,81801,39729,33258
2004,10,14,92560,34531,73101,55645,93696,1540.58,4412,4371,3234,6618,12141,49387,28877
2004,10,15,85567,49457,99552,18423,92012,1540.58,2444,1400,4242,6533,61240,13756,14847
2004,10,16,89791,56989,48365,99041,29229,1540.58,3769,1787,1048,8221,77432,41095,30166
2004,10,17,73451,58197,55467,28037,19845,1540.58,3775,1762,3416,9679,40184,41779,33960
2004,10,18,90878,53981,34532,65120,26866,1540.58,3344,1655,2759,6708,32047,31987,45772
2004,10,19,83226,87169,20128,80626,15391,1540.58,1720,1606,2107,7088,49580,41951,13912
