year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2011,12,23,84133,53831,8700,4783,53553,1686.87,997,1087,3205,7727,96919,23488,34548
2011,12,24,23558,22400,83266,15585,70837,1686.87,4042,2241,4627,7010,68322,12382,13394
2011,12,25,44105,26250,4999,83801,48925,1686.87,2445,4408,4468,7496,70543,33020,25639
2011,12,26,12044,41541,10460,80250,95620,1686.87,3737,1066,1129,6720,51112,33317,23731
2011,12,27,66749,36507,6911,97729,9870,1686.87,2168,3973,2833,8698,37774,16757,25233
2011,12,28,47806,90220,32519,43626,67717,1686.87,2997,1111,1916,6922,76360,13156,3062
2011,12,29,27187,96451,92102,89669,99806,1686.87,4337,2905,1072,6248,96985,11892,9567
2011,12,30,21481,14155,59916,39315,52674,1686.87,2423,1830,1234,9892,60455,18750,14042
2011,12,31,58003,53453,793,35309,73261,1686.87,3233,1798,1306,6686,12942,22463,43505
2012,1,1,62157,5370,88678,8405,2355,2459.74,1236,2860,1780,5550,15150,10294,44619
2012,1,2,24327,18716,21892,95620,79171,2459.74,4974,3974,3715,5282,22234,14318,42924
2012,1,3,13516,39034,59879,30202,61852,2459.74,2806,4007,4063,5962,32411,22769,32343
2012,1,4,22454,78649,55631,93340,80551,2459.74,969,1228,2583,9212,16848,21753,7516
2012,1,5,92137,86823,20729,52204,92105,2459.74,775,1971,3347,8054,52172,10199,9315
2012,1,6,64349,74979,559,84764,86462,2459.74,2532,1098,2970,9514,34958,24872,49323
2012,1,7,53383,45928,62454,45966,95141,2459.74,2718,2276,2475,9606,39479,40931,29302
2012,1,8,14114,61608,12903,28813,43614,2459.74,736,4313,1405,5922,18162,18446,31427
2012,1,9,55245,32961,84486,99567,12476,2459.74,790,1724,1723,6496,28174,43215,35796
2012,1,10,98897,62245,80492,81372,17044,2459.74,2302,2508,4281,5204,76320,15798,36323
2012,1,11,66632,98037,98560,39389,3959,2459.74,4958,1118,1948,5796,75120,19423,23988
2012,1,12,51592,32263,51633,33315,35507,2459.74,1529,4402,2050,6754,15774,25445,29807
2012,1,13,76048,4429,39306,90329,89634,2459.74,4575,2616,1526,9486,12004,10678,31979
2012,1,14,3475,26963,25879,60423,59111,2459.74,1197,1414,4612,7829,60368,11830,17351
2012,1,15,93988,3251,52226,36038,26623,2459.74,2835,4021,3779,7140,25702,28412,34352
2012,1,16,15471,6630,51029,45485,86116,2459.74,808,4589,2699,6774,66363,31809,29385
2012,1,17,55389,12561,8864,5002,10390,2459.74,1471,4376,2482,8696,56766,15456,19233
2012,1,18,59400,954,50831,48180,84446,2459.74,1591,4916,3161,7954,45400,19276,26533
2012,1,19,89709,57562,75219,28760,95600,2459.74,569,1986,4142,5784,55989,30883,41582
2012,1,20,5017,78813,1613,93851,53862,2459.74,659,3260,1376,6489,61439,26480,24731
2012,1,21,69374,4384,76397,68887,14708,2459.74,4514,1544,1430,9732,49527,41309,38150
2012,1,22,87667,76449,42298,58161,12233,2459.74,4043,3601,4803,5310,27451,13664,14639
