year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2003,11,16,29502,77629,89266,89621,43051,1499.4,4957,4946,3643,7318,31243,48045,46428
2003,11,17,29287,92332,78689,77259,2526,1499.4,3955,3765,1429,8320,95750,29160,15165
2003,11,18,51224,45534,37375,76680,57068,1499.4,2918,1568,3802,7183,92540,43204,6174
2003,11,19,89963,53851,58151,23606,4299,1499.4,3002,4937,3077,6691,43547,16954,5747
2003,11,20,31856,37503,5720,24637,92175,1499.4,3796,4749,2002,7522,36429,20421,1470
2003,11,21,13697,24348,6990,97499,17883,1499.4,702,2844,4732,5204,31449,40382,15883
2003,11,22,20951,19452,40320,19028,2495,1499.4,2333,4349,2721,8053,58985,46247,33867
2003,11,23,75875,29134,5998,22878,36657,1499.4,4650,1704,4477,6640,80554,17359,8779
2003,11,24,98875,21257,25204,68607,52813,1499.4,3988,3763,3807,5660,18294,11302,23005
2003,11,25,15879,61477,45652,53600,35882,1499.4,1199,1755,1046,8548,50984,12550,20990
2003,11,26,97327,10636,69835,96804,93628,1499.4,514,2501,2996,5717,77459,40809,1586
2003,11,27,45074,36448,30925,53881,68460,1499.4,1534,4338,2894,7186,54289,15130,6419
2003,11,28,64528,70489,65532,31002,25389,1499.4,4132,2714,3502,5238,35869,37129,16516
2003,11,29,87060,66384,29631,75056,38453,1499.4,2216,3525,4889,9492,53758,44700,7090
2003,11,30,35912,35293,45391,70158,78831,1499.4,3933,4709,1520,5816,90711,11909,49681
2003,12,1,41196,50976,82187,61514,86846,2496,4924,4580,1650,6332,16076,10192,35668
2003,12,2,88549,7911,81333,84394,78021,2496,618,3313,1423,7526,17000,37455,26034
2003,12,3,30747,68206,73977,52915,75269,2496,2950,1463,3212,6488,94328,40057,35886
2003,12,4,42156,59254,9639,23806,15586,2496,3897,1970,3285,7638,19542,36306,34024
2003,12,5,52615,41535,65972,40391,48349,2496,2845,1814,4023,7314,48361,34291,24467
2003,12,6,4059,72664,67107,57272,95504,2496,3680,2658,2040,9670,77816,18977,11436
2003,12,7,73694,23066,89463,48332,49647,2496,4637,3613,3579,9878,59003,16927,10694
2003,12,8,41427,86849,28727,16803,88671,2496,1093,4080,1102,8200,66351,11605,43440
2003,12,9,95988,80033,15616,33028,19703,2496,3356,4748,2848,8350,58079,48847,9784
2003,12,10,34864,59069,17461,19796,9677,2496,3074,2454,4663,7230,84256,18333,26464
2003,12,11,75240,51703,93767,41342,86255,2496,4298,2241,1501,9838,31620,26204,10118
2003,12,12,44698,49977,2305,93899,74147,2496,2745,1478,4451,6557,61509,45479,10384
2003,12,13,19373,14584,29286,99036,96385,2496,3721,1623,1596,7487,29317,17850,13543
2003,12,14,53957,48616,50092,10459,83530,2496,3014,4579,3039,5318,54829,38537,48064
2003,12,15,65702,63927,80252,1505,90484,2496,1983,1207,1344,5250,25242,10942,41761
2003,12,16,22515,25316,40704,4111,2803,2496,1960,1759,3636,8403,67217,18517,20021
2003,12,17,52819,70232,63097,17210,75550,2496,747,2602,3203,9430,75458,38686,34278
2003,12,18,94112,38794,14894,66808,31414,2496,887,3928,1803,6590,74390,34606,6489
2003,12,19,46612,62704,57718,81600,1107,2496,998,1138,1517,9565,87486,13702,41287
2003,12,20,13843,43234,77373,12047,95585,2496,2084,1047,1623,8330,72854,39388,2831
2003,12,21,4819,25094,93317,86622,1684,2496,2579,4646,1670,6622,46245,47868,17708
2003,12,22,2935,62715,18146,30804,58632,2496,4221,3825,1806,7945,17223,27153,21985
2003,12,23,97128,34309,99553,5103,98991,2496,4491,3808,3851,8328,13572,31887,38759
2003,12,24,21867,10714,96534,68629,72362,2496,2849,1214,3197,7346,22451,46828,9132
2003,12,25,89331,56674,2006,70901,971,2496,4405,3098,4889,7926,12830,18879,19230
2003,12,26,69069,64044,89040,82921,18204,2496,4807,1421,2885,7692,41402,11599,12173
2003,12,27,86824,74252,3248,41373,57950,2496,3200,3632,3723,6558,34532,49694,25699
2003,12,28,75788,15290,14145,62029,79248,2496,907,4668,2740,6298,47588,15943,33697
2003,12,29,48471,78748,88717,87709,6440,2496,4307,4615,4369,8906,50987,28671,30119
2003,12,30,44605,5541,42304,43329,62099,2496,4374,4237,3476,9870,16265,37724,43188
2003,12,31,23567,63525,52393,37659,99823,2496,4953,4644,1431,8670,52352,17870,16333
2004,1,1,68012,43838,9511,86918,94826,2864.13,1522,1717,1836,9686,95167,40023,4534
2004,1,2,66929,49405,48500,56799,82022,2864.13,1716,1100,1319,5886,61719,16042,2576
2004,1,3,20681,42716,65435,95703,95069,2864.13,843,3079,3494,5798,66349,18714,49658
2004,1,4,14887,97872,71389,78075,5426,2864.13,4449,2353,2311,5906,45503,30684,32908
2004,1,5,51877,58572,92582,89548,9299,2864.13,3551,1331,3368,8985,42033,16882,20653
2004,1,6,8643,59229,87868,68490,69582,2864.13,3160,1648,4791,7278,95245,40216,20569
2004,1,7,10161,29695,78922,58825,12644,2864.13,4508,1752,4348,8390,70418,24998,40777
2004,1,8,52743,13970,71330,66111,39308,2864.13,898,4301,3943,5118,49142,24877,29716
2004,1,9,65687,88656,92049,50479,99557,2864.13,2046,1068,1988,9310,84892,45983,37295
2004,1,10,93097,74402,26855,92445,56492,2864.13,3795,1180,3946,5124,91696,33253,13626
2004,1,11,51192,98947,63908,40136,10417,2864.13,1364,1103,1704,6834,42933,17612,13050
2004,1,12,27059,99980,43682,44048,52300,2864.13,1382,1748,2974,9589,54192,25817,28574
2004,1,13,63215,4340,17756,7161,9465,2864.13,1766,2007,4749,7025,33494,35166,25804
2004,1,14,75,64859,27622,18132,4624,2864.13,2095,1681,1885,5776,75728,11084,20555
2004,1,15,40703,82112,17286,60029,48053,2864.13,2198,1266,2169,9953,34778,17985,37830
