year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2008,9,11,18723,74248,36428,17609,14762,1506.73,758,1066,4536,9722,79522,30702,46814
2008,9,12,74487,34010,59279,5652,40242,1506.73,3013,3854,1902,8879,21398,16326,3251
2008,9,13,8251,3392,56737,40148,50068,1506.73,1440,1206,2125,8450,11030,41886,36527
2008,9,14,67386,99105,17416,76922,40313,1506.73,3975,4798,2298,6516,20449,15594,13290
2008,9,15,52857,13464,72746,55155,18695,1506.73,2833,3296,3886,7438,83443,30306,44144
2008,9,16,97448,51236,65449,40925,55456,1506.73,2810,2841,1078,6577,16114,40319,34551
2008,9,17,29867,40091,55119,93517,39696,1506.73,2408,2551,1734,6505,47706,13570,41920
2008,9,18,97002,51892,16429,10888,12813,1506.73,2545,1066,1107,9345,51183,22914,49872
2008,9,19,73897,50346,62108,73904,66924,1506.73,4222,3141,4664,5692,13326,24359,28223
2008,9,20,93965,20419,83264,32051,6924,1506.73,3831,3924,2860,6474,31164,45672,30970
2008,9,21,21484,38710,22284,88943,28056,1506.73,3208,1951,1374,5206,92206,23438,39819
2008,9,22,84891,22781,52933,19555,24826,1506.73,3913,1198,1360,7176,67191,13162,9591
2008,9,23,24498,72375,23561,23710,93987,1506.73,733,1821,3433,8746,37115,37840,4725
2008,9,24,64187,65324,39792,20703,55640,1506.73,994,1881,1130,6858,76435,12307,48350
2008,9,25,89367,70350,47449,85727,63878,1506.73,734,4727,3366,8922,28436,13704,30992
2008,9,26,83647,80523,45526,93432,54891,1506.73,1272,1746,4315,7415,72483,36307,32641
2008,9,27,52118,32976,93189,23248,62753,1506.73,1906,2118,1325,9354,54197,20202,19625
2008,9,28,30346,59560,24930,50064,4834,1506.73,3767,4831,1990,5644,98262,21482,19719
2008,9,29,24637,45887,56912,88953,49655,1506.73,1611,1771,3722,9608,25018,41474,29395
2008,9,30,4424,93277,93593,77101,8983,1506.73,3655,1368,3700,9882,11496,44885,14142
2008,10,1,85863,49717,91247,27860,47980,1590.9,2495,1806,1994,7799,59871,31739,12730
2008,10,2,99411,61643,10462,50563,3013,1590.9,1337,1288,1879,8438,10550,26021,1936
2008,10,3,62094,77303,66074,17030,83046,1590.9,3036,1066,1360,5634,13118,25006,10960
2008,10,4,94716,81967,35225,80709,56118,1590.9,2447,1066,3090,9260,22442,26102,11448
2008,10,5,91196,93780,88744,69427,42218,1590.9,904,1334,2667,7873,54044,37064,10366
2008,10,6,88833,28433,88677,65860,94067,1590.9,2218,3782,1942,9798,69490,12470,18147
2008,10,7,70242,98290,28111,43332,53902,1590.9,786,1686,1376,7118,14522,19253,1116
2008,10,8,51247,26323,39916,55267,20548,1590.9,3682,4379,3743,7358,91590,32810,10312
2008,10,9,65506,98809,21593,65618,57603,1590.9,3199,2844,2075,5332,87527,25976,7435
2008,10,10,49566,23314,37425,10250,64195,1590.9,4502,1793,1954,5769,13674,31519,18299
2008,10,11,96082,62094,57251,34825,9453,1590.9,3986,1309,4001,5578,73278,21604,48842
2008,10,12,29365,27831,49449,51440,10492,1590.9,3767,1409,1641,9598,86658,14384,36976
2008,10,13,65843,32513,5333,76815,18282,1590.9,3334,1438,2189,5584,81891,12993,8744
2008,10,14,30778,65878,4303,94780,87809,1590.9,1383,2172,1762,8762,84964,48606,43933
2008,10,15,35511,28732,25016,12152,26276,1590.9,691,2117,1084,8254,85283,45170,11674
2008,10,16,16120,93618,25886,3309,75555,1590.9,2653,1331,1910,6624,17910,27813,7777
2008,10,17,47240,17494,94987,69003,16029,1590.9,2608,1539,1366,8975,63690,17660,29951
2008,10,18,70649,49382,76130,47538,56758,1590.9,2707,2876,1270,9898,92536,30584,11414
2008,10,19,9073,25190,53269,99079,94849,1590.9,1891,2087,3224,8229,27441,17038,4379
2008,10,20,84532,61402,55792,25918,20377,1590.9,3577,2376,1790,9707,54913,16658,35835
2008,10,21,47473,13974,47553,2503,98918,1590.9,4439,2990,1629,5424,23420,26477,40089
2008,10,22,73438,312,34918,61662,4894,1590.9,914,4424,3760,6850,15341,10488,12359
2008,10,23,57540,25272,67866,59108,11331,1590.9,3783,3802,3103,5374,77656,16238,39131
2008,10,24,21425,27096,76364,19407,46155,1590.9,2235,4592,1446,7152,97605,21339,49784
2008,10,25,25864,63520,27117,65976,1578,1590.9,1463,1902,4080,5510,34575,45410,42458
2008,10,26,49812,68360,54213,2915,66048,1590.9,1287,2471,1294,8014,23229,37823,31870
2008,10,27,63786,35466,73768,96585,98970,1590.9,2923,4832,4892,5594,90807,36469,21373
2008,10,28,20202,33624,11938,4282,44304,1590.9,4692,1894,2576,8502,29733,13623,12866
2008,10,29,18478,1021,17447,93795,81376,1590.9,2969,1350,2493,6974,58096,15638,7029
2008,10,30,93109,76021,49000,44353,53764,1590.9,2173,3964,4781,5463,78246,14294,6159
2008,10,31,88329,94291,60904,52257,64547,1590.9,2231,3024,3009,9677,93170,11482,6989
2008,11,1,41140,50897,81903,62876,25346,2435.23,2335,1365,3716,6688,71480,44874,39718
2008,11,2,13862,45446,1009,39325,40044,2435.23,4004,4333,3700,5234,15231,35689,1446
2008,11,3,94844,98256,60051,10874,7778,2435.23,3930,3916,3034,5833,28143,16768,15787
2008,11,4,71903,480,76097,10619,17168,2435.23,1844,2380,3022,5714,12258,33065,47578
2008,11,5,90650,63414,83751,19351,76027,2435.23,774,2221,2237,5089,14446,21366,48982
2008,11,6,97228,14730,70284,30262,96915,2435.23,3641,3816,1058,9484,95786,48776,48427
2008,11,7,28667,33983,96158,21689,56836,2435.23,1105,3836,3979,9720,83186,21357,15567
2008,11,8,53838,54578,74932,67427,86019,2435.23,3792,3245,1862,5427,13507,17372,39378
2008,11,9,90207,18501,2541,5464,99590,2435.23,4240,3256,1462,6749,66296,21848,14679
2008,11,10,82316,37403,2037,61295,8610,2435.23,4004,3798,4800,7880,46224,25819,35224
2008,11,11,29665,51370,9065,66476,26797,2435.23,3847,2002,3775,5490,38818,23365,38924
2008,11,12,33771,93059,17974,98784,59808,2435.23,1983,2122,3023,9020,19768,12985,34270
2008,11,13,24244,85125,41784,80396,25412,2435.23,2566,1366,1468,7983,37903,48877,4361
2008,11,14,86907,21751,32233,60683,40843,2435.23,808,4613,1870,8372,89748,13248,21051
2008,11,15,68994,26733,15094,7018,65753,2435.23,1354,1347,1338,8137,12406,11749,1214
2008,11,16,32498,25662,33178,4579,73645,2435.23,4808,1902,4183,8190,53936,16377,21081
2008,11,17,39443,4336,57343,36255,89060,2435.23,2873,3053,3823,8646,81422,11864,47092
2008,11,18,75532,67777,78627,11870,95914,2435.23,4971,4763,2381,6306,65693,47377,31721
2008,11,19,10582,85502,74281,36117,53894,2435.23,2493,4687,3904,9836,45941,37963,28217
2008,11,20,6928,55167,12369,97103,79485,2435.23,4381,1654,2918,8007,83237,40184,43791
