year,month,day,sales1,sales2,sales3,sales4,sales5,rent, employeePayment, electricity, gaz, vegetables, meats, otherIngredients, publicity
2016,5,15,21449,5009,71727,90040,73344,2496.87,2769,3426,2415,7438,91626,18411,4208
2016,5,16,40340,45041,52899,92913,23972,2496.87,2893,3031,2921,9910,26583,16897,36737
2016,5,17,88839,12687,27264,59930,36438,2496.87,3685,2885,2067,5411,47925,40410,45708
2016,5,18,95972,12047,3838,88387,20252,2496.87,1797,1190,3207,6047,53503,47179,11816
2016,5,19,12785,1397,41563,25706,12700,2496.87,2603,2889,2183,6218,94171,33621,18146
2016,5,20,48278,47857,7859,65346,73268,2496.87,755,1190,1078,5944,73976,20785,22136
2016,5,21,4113,97127,81376,77320,73174,2496.87,4498,1924,3979,9682,11663,31678,1231
2016,5,22,16911,20619,15920,30447,56837,2496.87,4067,1974,2946,8277,86811,47566,10091
2016,5,23,76766,42567,33157,93652,34864,2496.87,4436,3975,1232,8682,16294,10136,23486
2016,5,24,63395,7146,96095,48726,39559,2496.87,1755,2820,4727,5358,13094,17915,24110
2016,5,25,72766,83686,23030,47064,88316,2496.87,981,1430,3759,8286,58731,19974,9841
2016,5,26,83976,89520,58950,4587,1683,2496.87,4722,1428,3740,7168,46505,18630,41596
2016,5,27,51278,93261,27472,12357,55936,2496.87,554,1974,1560,9653,16944,19090,47090
2016,5,28,95847,19450,523,80958,63588,2496.87,931,3914,1476,9880,68500,49510,25606
2016,5,29,51476,99575,80940,66569,43096,2496.87,2570,4372,2057,5602,13468,18698,43797
2016,5,30,28484,37002,70749,59259,23007,2496.87,4700,3852,3664,6326,99809,28603,29216
2016,5,31,87180,741,42518,68656,76973,2496.87,3165,4800,3296,5456,27720,36391,27370
2016,6,1,65291,80764,62663,46685,3845,2469.8,698,2197,4106,6286,80204,38321,38359
2016,6,2,45478,99057,53339,73404,15219,2469.8,582,1926,1632,5589,18576,18180,31942
2016,6,3,30107,54084,61477,95564,81804,2469.8,1168,3445,4983,6134,10129,15179,14220
2016,6,4,88541,1649,22378,47647,52426,2469.8,2319,4254,2989,5657,87657,49559,2582
2016,6,5,3952,64592,81871,94763,10181,2469.8,4294,1178,1588,7123,52202,19496,41154
2016,6,6,71343,89723,23189,32678,89905,2469.8,2857,3444,1318,6586,42442,20096,49671
2016,6,7,39168,44762,34351,73509,16772,2469.8,3068,1454,2951,9886,31836,29484,38361
